time phi1_2 psi1_2 phi2_3 psi2_3 phi2_4 psi2_4
31220.0 -1.059563 1.996378 0.548562 -2.881425 -1.358283 2.707374
31230.0 -0.997173 2.170178 1.069381 -3.040279 -1.129965 2.28529
31240.0 -1.317974 2.489591 0.998898 2.639889 -1.422824 2.651398
31250.0 -1.277305 2.263698 0.873448 -3.107513 -1.376405 2.463712
31260.0 -1.26276 1.962406 1.064025 -2.980433 -1.219291 2.502563
31270.0 -1.178984 2.012297 0.931611 -3.126565 -1.269172 2.437272
31280.0 -1.227085 2.264181 0.694007 -2.862145 -1.312743 2.52405
31290.0 -1.000202 2.115829 0.874707 3.103743 -1.156707 2.273353
31300.0 -1.235202 2.443605 1.101637 -3.119037 -1.168967 2.379791
31310.0 -0.957682 2.058675 1.207274 3.084786 -0.922382 2.548333
31320.0 -1.480692 2.283261 0.96212 -2.942663 -1.321026 2.4968
31330.0 -1.318793 2.23294 1.011919 3.071653 -0.950676 2.569279
31340.0 -1.243526 2.278949 0.878531 -3.036503 -1.343635 2.333438
31350.0 -1.17322 2.01755 0.729145 -3.036917 -1.151274 2.719139
31360.0 -1.025595 2.007527 0.856583 -2.885302 -1.034966 2.460749
31370.0 -1.254502 2.272686 0.993518 -3.015023 -1.132655 2.514857
31380.0 -1.181034 2.452937 0.856046 3.068869 -1.280917 2.587429
31390.0 -1.237546 2.18444 0.895517 -3.124654 -0.949133 2.312864
31400.0 -0.955192 2.23905 1.177929 -2.212298 -1.353962 1.605108
31410.0 -1.289592 2.349482 0.914336 3.063115 -1.091908 2.357028
31420.0 -1.172826 2.318339 0.882866 -2.861703 -1.060432 2.527273
31430.0 -1.455786 -0.335348 1.185092 -3.059179 -0.899048 2.482045
31440.0 -1.131391 2.013612 0.730958 -2.912855 -1.263453 2.630015
31450.0 -1.021095 -0.79091 0.780231 -3.082931 -0.797735 2.275993
31460.0 -0.940079 1.972856 0.88022 3.05374 -1.15821 2.64714
31470.0 -0.950484 1.965796 1.092072 -2.893376 -1.282007 2.652669
31480.0 -0.940587 2.31064 1.03559 -2.695171 -1.053923 2.655846
31490.0 -1.306978 -1.043902 0.700471 -2.930081 -1.124005 2.5225
31500.0 -1.343601 2.368581 1.196804 -3.013174 -0.982845 2.316517
31510.0 -0.980262 2.018992 1.236101 -3.081055 -1.428191 2.582607
31520.0 -1.226582 2.233199 1.477017 -2.95418 -1.167038 2.480676
31530.0 -0.61377 1.837879 1.154991 3.006338 -1.066199 2.381793
31540.0 -0.990071 -0.640765 1.037922 -2.98305 -1.21071 2.527534
31550.0 -1.215171 -0.845103 1.183663 -3.096104 -1.184931 2.493084
31560.0 -1.042524 -0.640339 1.074544 -3.038388 -1.250092 2.421627
31570.0 -0.935744 2.134067 1.023805 -3.064576 -1.362125 2.30549
31580.0 -1.162614 2.013591 0.883574 2.87497 -1.246106 2.363562
31590.0 -1.52079 2.396164 0.91831 -2.943224 -1.176271 2.613408
31600.0 -1.228903 2.236862 1.004497 2.983115 -1.285204 2.516745
31610.0 -1.22307 1.980284 0.893426 3.048938 -1.11097 2.620983
31620.0 -0.992316 1.901285 1.032271 -2.831328 -1.196243 2.431514
31630.0 -0.963695 2.081015 0.611241 -2.592521 -1.00639 2.288634
31640.0 -0.408228 2.428511 0.945829 -3.068804 -1.184877 2.619602
31650.0 -1.105656 -0.836938 0.896693 -2.99601 -1.133535 2.200559
31660.0 -1.054523 1.863375 1.134831 -2.95402 -1.08137 2.579597
31670.0 -0.838281 -0.77702 1.230899 -3.12706 -1.038432 2.897166
31680.0 -1.104293 -0.527809 1.189053 2.932704 -1.293816 2.441431
31690.0 -1.196213 2.283953 1.074249 3.11987 -1.070031 2.668986
31700.0 -1.009279 -0.734657 1.176803 -2.82209 -1.119671 2.565539
31710.0 -1.210421 2.165145 1.043689 2.927503 -1.145461 2.438446
31720.0 -1.234435 2.011883 0.906944 2.963972 -1.249525 2.324587
31730.0 -1.540805 2.216538 1.54552 -2.679517 -1.215588 1.947212
31740.0 -1.368413 2.089455 1.0255 -3.039026 -1.378641 2.431437
31750.0 -1.119786 2.352004 0.96453 -3.03016 -1.190449 2.454299
31760.0 -1.378229 2.333184 1.119875 2.656494 -1.444128 2.405116
31770.0 -1.107798 -0.501485 0.886561 -3.139862 -1.135849 2.46826
31780.0 -0.899991 2.220015 1.173097 -3.078326 -1.166916 2.410984
31790.0 -1.332709 2.000989 1.193514 -3.130447 -1.014425 2.421635
31800.0 -1.202151 -0.609505 1.007376 2.821237 -1.304022 2.173966
31810.0 -1.293509 2.325254 1.311982 2.969665 -1.302744 2.409565
31820.0 -1.277646 2.071341 1.013468 -2.889323 -1.065485 2.337668
31830.0 -1.166322 1.986793 0.932169 -3.124447 -1.093939 2.462615
31840.0 -1.337771 -0.371688 0.788182 -3.003334 -1.323617 2.454719
31850.0 -1.029697 -0.641429 0.998552 -2.801662 -1.154702 2.537284
31860.0 -1.193367 2.284925 1.060468 3.127374 -1.317872 2.392607
31870.0 -0.794789 -0.81022 0.905613 -2.999033 -1.099729 2.551702
31880.0 -1.203614 2.005591 1.217437 -3.122728 -1.106204 2.353695
31890.0 -0.899279 1.646484 1.572485 -2.992526 -1.059641 2.516591
31900.0 -0.628955 1.944725 1.049276 3.133191 -1.326383 2.523548
31910.0 -1.088356 -0.320722 1.001561 3.10274 -1.099753 2.584713
31920.0 -1.184473 2.254184 0.874722 -2.925149 -1.358353 2.447834
31930.0 -0.863721 1.722326 1.096843 -2.912142 -1.189797 2.269103
31940.0 -0.919965 2.142208 0.935325 3.132296 -1.222346 2.307992
31950.0 -1.241145 1.949109 0.990362 -2.777628 -0.909548 2.269435
31960.0 -1.204029 1.9277 1.001395 -3.109703 -1.150868 2.612181
31970.0 -1.128888 2.089592 0.858442 -3.022003 -1.144282 2.411527
31980.0 -1.30559 -0.916374 1.003677 -3.094917 -1.084504 2.428949
31990.0 -1.322557 2.224137 1.376085 -2.873445 -1.264296 2.255949
32000.0 -1.252509 -0.78401 1.078172 3.097786 -0.907439 2.751526
32010.0 -1.046942 -0.98269 1.078511 -2.887537 -1.078834 2.475236
32020.0 -1.510207 -0.987447 0.98524 -2.738285 -1.163488 2.37905
32030.0 -0.967446 2.028012 0.909807 -3.079874 -1.021831 2.356763
32040.0 -1.206658 -1.082795 1.143964 -3.045953 -1.313822 2.203047
32050.0 -1.366776 2.039814 0.937019 -3.132725 -0.95923 2.466516
32060.0 -1.330223 2.273163 0.548365 -3.012061 -1.371875 2.663195
32070.0 -1.159985 -0.558931 0.991679 -3.112684 -1.000611 2.434031
32080.0 -1.489032 2.347618 0.990777 3.024519 -1.188652 2.454632
32090.0 -1.248613 2.058326 1.16357 2.942371 -1.096445 2.315213
32100.0 -0.905421 -0.862858 1.199174 -3.022676 -1.125891 2.29167
32110.0 -1.030981 2.082949 0.792265 -2.922755 -1.101989 2.516494
32120.0 -0.972877 -0.126859 0.735533 -2.779602 -0.837413 2.607439
32130.0 -0.927318 -0.555206 0.977175 -2.873782 -1.096115 2.437687
32140.0 -1.034904 -0.611882 0.858344 2.853336 -1.154403 2.556122
32150.0 -0.905982 -0.589114 0.955355 -3.08015 -0.989029 2.583404
32160.0 -1.013672 -0.638146 0.931819 -3.036966 -1.069233 2.554512
32170.0 -1.234448 -0.740791 1.189906 -3.123846 -1.11775 2.379572
32180.0 -1.153435 -0.976922 0.94839 -3.038988 -1.167291 2.371173
32190.0 -0.910159 -0.530898 1.220513 3.092241 -1.277656 2.368912
32200.0 -0.827981 2.155095 1.086606 -2.792494 -1.059106 2.385146
32210.0 -1.515797 -0.936353 0.983657 3.106824 -1.344051 2.426335
32220.0 -1.07334 2.108632 1.037412 3.054515 -1.403562 2.42549
32230.0 -1.061126 1.93199 1.205932 3.119035 -0.938438 2.279378
32240.0 -1.09768 2.06892 0.746588 -3.125034 -1.398793 2.516775
32250.0 -1.020223 2.263801 0.641304 -2.902552 -1.179905 2.287897
32260.0 -1.178791 2.008669 1.175218 -2.986944 -1.147876 2.378418
32270.0 -1.253462 2.410086 1.07053 -3.066044 -1.178418 2.279402
32280.0 -1.154977 1.998694 0.862404 -3.081492 -1.195482 2.446466
32290.0 -1.211232 2.205906 1.056977 3.116998 -1.067921 2.3318
32300.0 -0.970253 -0.757913 0.937906 -2.914481 -1.354557 2.494338
32310.0 -0.859622 2.325139 1.057088 3.094163 -1.266268 1.943395
32320.0 -0.806374 2.107035 1.005584 -2.921468 -1.292295 2.251034
32330.0 -1.105112 2.368447 1.027937 -2.921028 -1.113371 2.420348
32340.0 -0.973348 2.12924 1.526743 2.973983 -1.172515 2.423711
32350.0 -1.037904 2.445211 0.779331 -3.010902 -1.382179 2.522342
32360.0 -0.775552 -0.963449 0.705527 -3.039999 -1.136032 2.622457
32370.0 -1.064856 2.35484 0.921883 -3.024979 -1.172982 2.344909
32380.0 -1.105792 2.116447 0.714962 -2.797104 -0.926716 2.491458
32390.0 -1.341269 1.975433 1.039348 -3.12297 -1.191462 2.721398
32400.0 -0.898434 -0.615569 1.005956 3.083902 -1.302373 2.315153
32410.0 -0.922345 2.023889 0.826379 -2.638251 -1.23723 2.479117
32420.0 -0.836438 2.131871 0.893815 -2.760238 -1.249832 2.268546
32430.0 -1.056582 2.126147 1.086842 -2.891229 -1.123681 2.407831
32440.0 -1.44505 2.259865 0.81135 -2.889003 -1.217505 2.368426
32450.0 -1.110891 2.108977 1.042593 3.062453 -1.166324 2.315316
32460.0 -1.233369 -0.683026 0.974428 3.114097 -1.191009 2.519254
32470.0 -0.944727 -0.676565 1.179163 2.972984 -1.571519 2.302227
32480.0 -0.600509 1.930552 0.951581 -3.08062 -1.381652 2.498034
32490.0 -1.218776 -0.203169 0.87369 -3.035057 -1.28853 2.428694
32500.0 -1.218635 -0.456317 0.819421 3.090423 -1.471143 2.387088
32510.0 -0.66002 2.109109 0.921675 -2.996617 -1.099022 2.376117
32520.0 -1.27125 -1.101934 0.930136 -3.11707 -1.204212 2.33603
32530.0 -0.897904 2.210056 1.144279 -2.949366 -1.022531 2.116339
32540.0 -1.39215 2.215984 1.057635 -2.978 -1.31092 2.427864
32550.0 -1.422232 2.1986 0.63082 -2.793243 -1.318583 2.612314
32560.0 -1.262885 2.123347 0.833768 -2.942162 -1.209754 2.635797
32570.0 -1.402274 2.048196 1.110061 2.943517 -1.30437 2.531478
32580.0 -1.016495 2.139631 1.53155 3.063197 -1.221705 2.251729
32590.0 -1.157326 2.280463 1.112328 -3.0235 -0.99138 2.446277
32600.0 -1.190903 2.277466 1.163062 2.931468 -1.303578 2.490907
32610.0 -1.236537 1.974298 0.855247 -3.019999 -1.323342 2.599355
32620.0 -1.250091 1.754567 1.061105 -2.929323 -0.872631 2.472415
32630.0 -1.112158 2.159256 0.873543 -3.108306 -1.354885 2.508606
32640.0 -1.08303 2.144008 1.058747 3.095151 -1.283266 2.493581
32650.0 -1.066769 1.930024 0.978766 -2.90908 -1.105455 2.617764
32660.0 -1.090427 1.906057 1.017063 -3.096587 -1.284181 2.525184
32670.0 -1.233844 1.946301 0.802804 -3.002557 -1.227702 2.363706
32680.0 -1.688185 0.899184 0.903577 3.134144 -1.193734 2.817036
32690.0 -1.233935 1.926391 1.074281 -2.992168 -1.119273 2.575714
32700.0 -1.240354 2.312823 0.932885 -3.122449 -1.0881 2.507531
32710.0 -1.284809 2.301085 1.206766 -3.06821 -1.389903 2.284236
32720.0 -1.188799 1.959982 1.288206 3.058726 -1.313827 2.396197
32730.0 -1.037865 2.215023 0.979454 3.023354 -1.210216 2.835378
32740.0 -1.355767 2.419983 0.75588 3.107248 -1.141429 2.774154
32750.0 -0.990796 2.159549 0.699454 -2.761535 -1.298061 2.483663
32760.0 -1.434363 2.040942 0.890021 -3.069803 -1.330422 2.65627
32770.0 -1.243768 1.947722 0.952884 -3.039141 -1.066129 2.673498
32780.0 -0.932032 2.442789 1.063912 3.090005 -1.179379 2.388548
32790.0 -1.156361 2.18557 0.770103 -2.905645 -1.137565 2.590759
32800.0 -1.085685 2.06209 0.891055 -2.988756 -1.310388 2.557007
32810.0 -1.137062 2.232365 1.330367 3.108285 -1.106781 2.449196
32820.0 -1.109678 2.209089 0.979983 -3.007381 -1.324664 2.427176
32830.0 -0.883213 1.990131 0.881213 -3.034103 -1.322369 2.354134
32840.0 -1.223992 2.137491 1.293834 -3.088136 -1.523803 2.321502
32850.0 -1.040229 2.191207 1.299905 -3.071043 -1.177582 2.221174
32860.0 -0.849146 1.726709 1.042146 3.043614 -1.423327 2.509777
32870.0 -0.92193 2.178241 0.822001 -3.025859 -1.302052 2.236461
32880.0 -1.415274 2.303885 1.055029 -3.071518 -0.863217 2.174729
32890.0 -0.745455 2.126626 0.940475 3.139818 -0.986919 2.400482
32900.0 -1.225273 1.895742 1.04541 3.041135 -1.171935 2.321534
32910.0 -1.269854 2.119243 0.986418 -3.002597 -1.29121 2.513886
32920.0 -1.157591 2.249209 0.937528 -3.082204 -0.99913 2.412027
32930.0 -1.180469 2.251579 1.017443 -2.834091 -0.980225 2.31504
32940.0 -1.294986 2.293838 0.906606 -2.919913 -1.036352 2.362944
32950.0 -0.683504 2.264108 1.000924 -3.021149 -1.154187 2.467553
32960.0 -1.300636 2.124129 0.763763 -3.015727 -1.220136 2.515973
32970.0 -1.279437 1.863609 1.054582 2.961974 -1.088244 2.63477
32980.0 -1.043674 1.98644 0.817712 3.030586 -1.142227 2.40454
32990.0 -1.160769 2.159261 0.739744 -3.057871 -1.289007 2.484866
33000.0 -1.096864 2.115285 0.915596 3.063597 -1.027906 2.484273
33010.0 -1.212347 2.145497 0.97008 -3.041888 -1.315793 2.422606
33020.0 -1.305367 2.249688 0.952711 3.105871 -1.332437 2.494161
33030.0 -1.491874 1.990414 0.852498 -2.983636 -1.244458 2.271043
33040.0 -1.249884 2.308556 0.909525 -3.003629 -1.173821 2.516914
33050.0 -1.267561 2.004038 0.793051 -2.896517 -1.356883 2.489049
33060.0 -1.176894 2.096836 1.163744 2.887727 -1.409445 2.514784
33070.0 -1.187174 1.927036 1.110561 -2.994075 -1.229597 2.382698
33080.0 -1.134659 2.231288 1.077619 -3.112749 -1.366484 2.471033
33090.0 -1.093532 2.03497 0.960441 2.967855 -1.402834 2.530643
33100.0 -0.916116 2.111187 0.873717 -2.8334 -1.128483 2.45001
33110.0 -1.213251 2.087558 1.089538 -3.049015 -1.374573 2.55914
33120.0 -0.938015 1.89238 1.014252 3.13782 -1.264888 2.291848
33130.0 -1.153195 2.185563 0.956968 -3.042792 -1.301581 2.354489
33140.0 -1.066009 2.176707 1.082443 -3.118731 -1.041504 2.325537
33150.0 -1.036463 2.078338 0.846863 3.076526 -1.229244 2.478431
33160.0 -1.517603 2.468583 1.051273 3.016002 -1.231154 2.408792
33170.0 -1.213137 1.900559 0.994271 -3.02688 -1.439964 2.518589
33180.0 -1.207615 2.21299 0.814335 -2.764707 -1.021255 2.415575
33190.0 -1.042596 2.192865 0.973183 3.031933 -1.141869 2.371065
33200.0 -1.29542 2.360726 0.74515 -3.03136 -1.247592 2.553945
33210.0 -1.197141 2.019877 0.701814 -3.083266 -1.002288 2.484036
33220.0 -1.405416 2.031238 0.731211 3.118082 -1.298803 2.432633
33230.0 -1.117962 1.981 1.34354 2.889975 -1.219707 2.519388
33240.0 -1.184663 1.932835 0.989179 -3.113227 -1.265807 2.518334
33250.0 -1.145504 2.041761 0.95122 3.059667 -1.277323 2.43213
33260.0 -1.306998 2.027967 0.850187 -2.962602 -1.259269 2.461292
33270.0 -1.214067 2.014285 1.06385 -3.042493 -1.084106 2.293006
33280.0 -1.208966 2.200144 0.871065 3.021671 -1.274778 2.309041
33290.0 -1.231386 2.152517 1.34694 -2.77408 -1.137566 2.907338
33300.0 -1.009933 1.993883 0.839076 -3.081169 -1.032057 2.346869
33310.0 -1.287632 2.214587 1.004775 -2.760794 -1.181404 2.488192
33320.0 -1.141566 2.065105 1.3109 -2.642881 -1.145953 2.583379
33330.0 -1.268688 2.108506 0.990034 -3.068263 -1.292132 2.365437
33340.0 -1.438941 2.342402 1.67828 -2.689546 -1.12404 2.488892
33350.0 -0.9631 1.993936 1.1105 -2.872366 -0.958916 2.475183
33360.0 -1.258881 2.206943 1.117909 -3.061606 -0.84691 2.272423
33370.0 -1.18851 2.146717 0.945759 -2.902203 -1.294299 2.50064
33380.0 -1.188506 2.228209 1.286252 -2.921029 -0.840925 2.234298
33390.0 -1.104384 2.21734 0.818412 3.083286 -1.433606 2.4917
33400.0 -1.102 2.098722 1.391583 -2.643332 -1.080052 2.619391
33410.0 -1.0875 2.206836 0.943274 -2.902717 -1.249968 2.420901
33420.0 -0.936636 1.916399 0.994312 -2.976477 -1.229109 2.053161
33430.0 -0.878392 2.417783 0.909002 3.056173 -1.299749 2.400851
33440.0 -0.870005 2.266138 0.911893 -3.011088 -1.156851 2.521761
33450.0 -1.205883 2.289792 1.106428 -2.985354 -1.096715 2.559829
33460.0 -1.304549 2.407315 1.165457 -2.881473 -1.760224 2.152799
33470.0 -1.003511 1.657966 1.00003 3.027004 -1.224652 2.455607
33480.0 -1.376092 2.209782 1.281168 -1.815142 -1.118181 2.126333
33490.0 -1.458263 2.351637 0.943742 3.136424 -1.33437 2.723743
33500.0 -1.156479 1.817438 1.093145 -3.079386 -1.228496 2.430804
33510.0 -1.20135 1.950751 1.041499 2.969861 -1.424497 2.658577
33520.0 -1.227127 1.781508 1.214528 -3.080873 -1.423039 2.40741
33530.0 -1.474415 2.105523 0.992227 -2.812682 -1.192928 2.361872
33540.0 -1.195089 1.989853 0.734378 3.073185 -1.557988 2.499017
33550.0 -1.257371 2.468838 1.037422 -3.050313 -1.128609 2.502786
33560.0 -1.157666 2.355605 0.742146 -3.008972 -1.370203 2.359686
33570.0 -1.230315 2.100981 1.192364 -2.972201 -0.828805 2.22588
33580.0 -1.050121 1.991766 0.872594 2.919778 -1.202812 2.301917
33590.0 -0.924809 1.985503 0.849802 -2.779491 -0.944675 2.45405
33600.0 -1.260461 2.430018 1.334019 -2.651589 -1.014011 2.516204
33610.0 -1.338084 1.980417 1.096167 -3.036375 -1.038454 2.225658
33620.0 -1.374746 1.75821 1.218787 -3.057574 -1.258858 2.586251
33630.0 -1.356789 2.151184 0.924296 -3.031867 -1.102223 2.471127
33640.0 -1.180114 2.108038 0.719532 -2.789492 -1.350805 2.515179
33650.0 -1.211676 2.262088 0.930589 -2.945914 -1.190709 2.518514
33660.0 -1.019523 2.035378 0.99646 -2.904916 -1.131356 2.397152
33670.0 -1.082296 2.400084 0.85543 -3.032897 -1.029513 2.464789
33680.0 -1.417626 2.188344 1.075783 2.992494 -1.293687 2.564556
33690.0 -1.209483 2.156224 0.951982 -2.812138 -1.237568 2.339463
33700.0 -1.022332 2.113452 1.080598 -2.975823 -1.013265 2.361652
33710.0 -1.256866 2.224219 1.043941 2.98257 -1.297219 2.395683
33720.0 -1.046033 2.141301 0.984203 -3.060585 -1.038731 2.39051
33730.0 -1.31966 2.319803 0.862862 -3.129353 -1.288818 2.465151
33740.0 -1.19029 2.381409 1.178244 -3.002547 -1.052964 2.37556
33750.0 -1.073709 2.268868 0.80652 -3.063686 -1.188381 2.36874
33760.0 -1.220313 2.084418 0.839524 -3.117524 -1.280483 2.512229
33770.0 -1.134806 2.326186 0.969303 -3.079583 -1.248022 2.279004
33780.0 -1.252195 1.996739 1.014396 -3.114404 -1.294771 2.487412
33790.0 -1.250004 1.962449 0.882347 -2.893075 -1.234897 2.537414
33800.0 -1.342068 1.965219 1.623413 -2.610038 -2.123398 1.408202
33810.0 -1.111565 1.963214 0.803884 3.084842 -1.304904 2.247369
33820.0 -1.063168 2.225312 1.26705 -2.901038 -0.894889 2.396643
33830.0 -0.955912 1.938837 0.944693 -2.815423 -1.000227 2.427911
33840.0 -1.28495 2.019319 1.577845 -2.312183 -1.077878 2.148482
33850.0 -0.899409 2.351506 1.137467 -3.047202 -1.192269 2.633283
33860.0 -1.330328 2.06498 1.317014 3.020153 -1.149489 2.400863
33870.0 -1.096554 2.103596 0.887112 -2.975109 -1.086064 2.481303
33880.0 -1.141641 2.42111 1.01013 -2.935834 -1.115003 2.44356
33890.0 -1.281801 2.419546 0.876799 3.02873 -1.346029 2.599265
33900.0 -0.891831 2.187518 0.795312 -3.006168 -1.335755 2.553009
33910.0 -0.872281 2.019698 0.959958 3.018463 -1.10336 2.367745
33920.0 -1.067337 1.861274 0.959144 -2.864146 -0.559171 2.810308
33930.0 -1.409643 2.293263 1.769112 -2.841729 -1.094345 2.492142
33940.0 -1.095142 2.192607 0.831377 3.078457 -1.271885 2.418618
33950.0 -1.473552 2.382275 1.092555 -2.536866 -1.424261 2.396041
33960.0 -1.008638 2.263337 1.039935 3.067263 -1.245065 2.402335
33970.0 -1.044089 2.111532 1.605869 -2.550937 -1.146588 2.384093
33980.0 -1.198792 1.864563 0.967749 -3.136646 -1.360806 2.46882
33990.0 -1.186661 2.12517 1.364968 -2.850593 -1.553301 2.710468
34000.0 -1.264822 2.133135 1.129138 3.070305 -1.053737 2.384707
34010.0 -1.194571 2.416647 1.244498 3.108517 -1.419728 2.574798
34020.0 -1.156031 2.2457 1.258188 -3.083968 -1.172264 2.291724
34030.0 -0.949232 1.94628 0.996516 3.096392 -1.114198 2.398151
34040.0 -1.271287 2.313292 1.515032 -2.705392 -1.442737 2.302525
34050.0 -1.078994 1.963049 0.926456 -3.111312 -1.270044 2.429041
34060.0 -1.157801 2.280218 1.033613 3.126423 -1.352419 2.448645
34070.0 -1.384334 1.915229 0.680038 -2.779029 -1.114762 2.481486
34080.0 -0.979357 1.952081 1.15095 2.873318 -1.146161 2.327254
34090.0 -1.484481 1.943738 1.009321 3.079912 -1.364625 2.738675
34100.0 -1.385869 2.203094 1.082948 -2.922988 -0.996732 1.831463
34110.0 -1.431198 2.252451 1.254899 -2.850163 -1.412334 1.680185
34120.0 -1.199991 2.13087 0.899635 3.069441 -1.386879 2.436501
34130.0 -1.451461 2.010181 1.300404 -3.141413 -1.060554 2.537575
34140.0 -1.110736 2.233902 0.980285 -2.821405 -1.325264 2.450421
34150.0 -1.030098 2.094028 0.792513 2.989725 -1.084518 2.790743
34160.0 -1.006401 1.697967 0.963497 3.024906 -1.411976 2.466173
34170.0 -1.090187 2.118458 0.795243 -3.136151 -1.291978 2.464626
34180.0 -1.189793 2.198655 1.028658 2.945846 -1.38908 2.65518
34190.0 -1.027084 1.811423 0.965681 -3.13428 -1.165993 2.359576
34200.0 -1.185156 2.260082 0.933124 -3.081436 -1.161993 2.560233
34210.0 -0.728286 1.976367 1.202034 2.889031 -0.954988 2.587091
34220.0 -1.261037 1.614463 0.933799 3.121523 -1.048398 2.648158
34230.0 -1.312452 2.199394 0.73914 3.038675 -1.026868 2.388401
34240.0 -1.256814 1.772535 1.178446 -3.106133 -1.283106 2.566134
34250.0 -1.33655 1.660021 1.004219 -3.025158 -1.27264 2.456693
34260.0 -1.360239 1.990585 0.977459 -3.062477 -1.091098 2.383543
34270.0 -1.297331 2.314785 1.044169 3.130225 -1.08591 2.322798
34280.0 -1.324787 2.58888 1.070257 -3.103911 -0.785689 2.349757
34290.0 -1.058109 2.219888 0.98523 -3.106093 -1.185744 2.383297
34300.0 -1.224024 2.404502 1.130229 -3.053898 -1.055817 2.446129
34310.0 -1.087883 2.061329 0.952871 -3.026126 -1.118227 2.367366
34320.0 -1.128349 2.141113 0.877399 3.03599 -1.470045 2.749995
34330.0 -1.486865 2.179775 1.107662 -2.906535 -1.264466 2.54677
34340.0 -1.575725 2.310089 0.768304 -2.860328 -1.546045 2.68492
34350.0 -1.221813 2.103266 1.014231 -2.676708 -1.348064 2.619407
34360.0 -1.373163 2.382011 0.953813 3.039577 -1.295748 2.497747
34370.0 -1.342236 2.462064 1.142494 3.017106 -1.205945 2.430839
34380.0 -1.124917 2.029578 0.926882 -2.973715 -1.062152 2.343933
34390.0 -0.874007 1.996994 1.073475 3.117441 -1.2544 2.406628
34400.0 -1.206908 2.223396 0.919045 -3.089855 -1.319625 2.335441
34410.0 -1.340615 2.073943 0.95093 -2.925566 -1.199724 2.634682
34420.0 -1.245498 1.817526 0.865562 -2.949261 -1.282887 2.518172
34430.0 -1.421916 2.022346 1.1172 2.991697 -1.158877 2.582143
34440.0 -1.18856 2.058072 1.023401 -3.024148 -1.187985 2.392337
34450.0 -1.213892 1.893333 0.689419 -2.928597 -1.226394 2.667979
34460.0 -1.075895 1.996847 1.002447 3.071023 -1.364912 2.519422
34470.0 -0.967217 2.050662 0.876406 -2.93328 -1.163329 2.395543
34480.0 -1.017363 1.913615 0.616365 -2.776662 -0.980195 2.744271
34490.0 -1.318094 2.197242 1.241177 3.120836 -1.305766 2.220929
34500.0 -0.987241 1.94461 1.08399 -2.774818 -0.824983 2.413773
34510.0 -1.354943 2.217301 1.231262 -2.743601 -1.251736 1.801119
34520.0 -1.001495 2.261092 0.797001 -3.129479 -1.235479 2.499733
34530.0 -1.062144 1.946965 1.052467 -3.125854 -1.175527 2.407914
34540.0 -0.905067 1.994765 1.127562 -3.053321 -1.379656 2.486904
34550.0 -1.205003 1.893695 1.06713 -3.035146 -1.212111 2.49011
34560.0 -1.069836 2.131398 0.893415 -2.997066 -1.228734 2.449558
34570.0 -0.906418 2.004241 0.871642 -3.041302 -1.213652 2.390192
34580.0 -1.039623 2.049804 1.160731 -3.035835 -1.264476 2.312705
34590.0 -0.909544 2.186353 0.826831 3.090928 -1.289131 2.646838
34600.0 -1.23045 2.149075 1.030092 -3.086299 -0.830552 2.855637
34610.0 -1.287541 2.281289 1.088203 -3.057283 -1.231559 2.185915
34620.0 -1.096003 1.985837 0.815632 -2.934535 -1.241826 2.748356
34630.0 -0.785306 1.898446 0.765409 -3.137036 -1.239986 2.399497
34640.0 -1.57671 2.319912 0.90937 -2.903955 -1.203449 2.644549
34650.0 -1.143655 1.903656 0.86775 -2.968319 -1.108791 2.379961
34660.0 -1.3545 2.054518 0.691773 -2.972307 -1.272082 2.814036
34670.0 -1.488722 1.804162 1.038661 3.13294 -1.348544 2.536402
34680.0 -1.29597 2.353852 1.062324 -2.88315 -0.830717 2.608236
34690.0 -1.168911 2.156432 0.896164 -2.627476 -0.94505 2.648221
34700.0 -1.34424 2.201709 1.027018 3.089599 -1.287169 2.543636
34710.0 -1.128567 2.304727 0.828339 -2.996095 -1.244621 2.56155
34720.0 -1.162598 2.252981 0.963123 3.110615 -1.166793 2.299042
34730.0 -1.372657 2.247027 0.90917 -3.062079 -1.227991 2.416607
34740.0 -0.632227 1.793438 1.06291 -3.08798 -1.216025 2.34772
34750.0 -1.013059 2.152266 0.973523 3.091464 -1.414625 2.563392
34760.0 -0.711323 1.965886 0.811445 -2.967076 -1.298832 2.337928
34770.0 -1.211094 2.20252 0.912576 -3.098824 -1.050524 2.284937
34780.0 -1.171958 2.146946 0.963342 -3.114351 -1.074146 2.480319
34790.0 -1.135752 2.251049 1.064872 3.135071 -1.228139 2.337516
34800.0 -1.27567 1.945131 0.910172 -2.860188 -1.164616 2.271256
34810.0 -1.004145 2.13505 1.132094 2.938982 -1.236649 2.366078
34820.0 -1.30517 2.250461 1.033933 -2.668148 -1.271915 2.431665
34830.0 -1.050282 2.126664 0.982631 -2.986608 -1.212872 2.368886
34840.0 -1.350711 2.16498 1.170318 -3.075904 -1.080957 2.484276
34850.0 -1.194438 2.260143 1.079938 -2.840097 -1.121442 2.397416
34860.0 -0.966878 2.190319 0.831301 3.012675 -1.212605 2.286968
34870.0 -1.195821 2.4034 0.729699 -3.09594 -1.153611 2.408213
34880.0 -1.229401 2.13656 0.705489 -2.875959 -1.067964 2.178903
34890.0 -0.800173 1.89837 0.854364 -2.926349 -1.189705 2.415727
34900.0 -1.116772 2.520119 0.799992 -3.062316 -1.421294 2.409902
