time phi1_2 psi1_2 phi2_3 psi2_3 phi2_4 psi2_4
277390.0 -1.223079 1.747628 0.976248 -2.972987 -1.229557 2.40746
277400.0 -1.235016 2.141282 0.942444 -2.937552 -1.16785 2.409827
277410.0 -1.197738 2.119 1.068442 3.109291 -1.329927 2.548964
277420.0 -0.795409 2.251215 1.007717 3.022856 -1.314937 2.60058
277430.0 -1.134884 2.122532 0.96612 -3.12246 -1.194315 2.247934
277440.0 -1.471464 2.266544 0.725728 -3.086407 -1.241752 2.690574
277450.0 -0.976081 2.076579 1.039763 3.104708 -1.270796 2.348843
277460.0 -1.196439 2.324765 0.922906 -3.027638 -1.155726 2.51251
277470.0 -1.08384 2.173767 1.042093 2.918523 -1.345553 2.619625
277480.0 -1.002348 1.83669 1.024051 2.951377 -1.10574 2.459264
277490.0 -1.344112 2.099321 0.874763 -3.041219 -1.156646 2.533287
277500.0 -1.407909 2.11967 0.844916 -2.786285 -1.192678 2.569917
277510.0 -1.386896 2.068445 0.847321 3.02145 -1.234505 2.547853
277520.0 -0.736699 1.95893 0.953401 3.089155 -1.264248 2.203527
277530.0 -0.821147 2.018936 1.038989 3.12807 -1.338636 2.40001
277540.0 -1.192463 1.970488 0.754202 -2.825556 -1.020754 2.264781
277550.0 -0.771365 1.833215 1.067425 -3.033113 -1.29659 2.380377
277560.0 -1.388677 2.280024 1.196638 -3.082225 -1.051106 2.521217
277570.0 -1.046952 2.152115 0.895423 2.881796 -0.943192 2.618429
277580.0 -1.207412 1.806878 0.933171 -2.836541 -1.031595 2.44364
277590.0 -1.151056 2.111606 0.73752 -2.965109 -1.492479 2.638299
277600.0 -1.403747 2.362323 1.14319 -3.010298 -1.279648 2.367306
277610.0 -1.071329 2.279027 0.758418 -2.952498 -1.268341 2.510966
277620.0 -1.09996 2.141026 0.982302 -2.900367 -1.134503 2.507784
277630.0 -0.972537 2.123883 0.727238 -2.987511 -1.26548 2.402143
277640.0 -1.075741 1.932721 0.981065 -3.131908 -1.205723 2.295097
277650.0 -0.926674 1.918571 0.803127 3.12908 -1.355803 2.910387
277660.0 -1.185982 2.063541 0.786969 -3.075585 -1.043346 2.621505
277670.0 -1.034552 1.917565 0.593591 2.947415 -1.232918 2.536574
277680.0 -1.093803 1.946676 0.992907 -3.069556 -1.187698 2.390575
277690.0 -1.152764 2.126161 1.04058 -3.11526 -1.170517 2.424488
277700.0 -1.307978 2.112354 0.946815 -3.039736 -1.212501 2.550779
277710.0 -1.114912 2.150125 1.096098 -3.022324 -1.052818 2.48864
277720.0 -1.094074 2.234594 1.264463 3.126035 -0.962383 2.558014
277730.0 -1.037489 1.791221 1.026037 -3.105975 -1.194001 2.404044
277740.0 -0.874356 1.956047 1.123585 -3.11188 -1.278006 2.342184
277750.0 -1.446474 1.959767 0.831137 -2.907153 -1.18023 2.537111
277760.0 -1.369969 2.268406 0.811555 -3.138557 -1.159659 2.741642
277770.0 -1.314989 2.387277 0.910495 -3.04922 -1.01846 2.55701
277780.0 -1.036714 1.971501 0.810023 -2.909543 -1.041935 2.412421
277790.0 -1.091133 1.954006 1.044388 -3.08395 -1.199072 2.386677
277800.0 -1.192092 2.372991 0.641236 -2.817456 -1.114676 2.389389
277810.0 -1.224127 2.021628 1.029566 -3.002844 -1.089469 2.43624
277820.0 -1.131479 2.219239 0.947573 -3.119868 -0.950828 2.546041
277830.0 -1.191428 2.035852 1.247958 -3.122822 -1.334813 2.615779
277840.0 -1.260507 2.333034 0.852428 -3.117867 -1.019197 2.315449
277850.0 -1.036899 1.94648 0.975426 -3.140931 -1.259259 2.536004
277860.0 -1.208908 2.162139 0.890023 -3.030254 -1.302241 2.350648
277870.0 -0.801299 1.914136 0.951561 -3.120949 -1.339996 2.547302
277880.0 -0.93386 2.006142 0.962039 3.077247 -1.388301 2.464616
277890.0 -1.232004 2.091325 0.970189 -3.027867 -1.11596 2.253729
277900.0 -1.136834 2.20343 0.952635 3.017398 -1.306402 2.515033
277910.0 -0.880124 2.284408 1.190254 3.001923 -1.333007 2.20125
277920.0 -1.061302 2.35887 0.874229 -3.085929 -1.234673 2.526288
277930.0 -0.947967 2.064788 1.285917 -3.066469 -1.237705 2.144868
277940.0 -1.480857 2.522376 0.95218 3.038787 -1.186565 2.254166
277950.0 -1.61986 2.37119 0.806463 -3.129151 -0.657202 2.492155
277960.0 -1.121099 2.304677 1.282699 -2.917148 -1.074783 2.413664
277970.0 -1.170642 2.20893 1.316058 -3.050481 -1.148252 2.529249
277980.0 -0.907443 2.022983 0.864445 -3.00618 -1.229763 2.529811
277990.0 -1.121995 2.20159 1.108737 -3.087566 -1.244568 2.534018
278000.0 -1.041734 2.089832 1.079229 2.967738 -1.335069 2.656445
278010.0 -1.109238 2.030421 0.828563 3.115995 -1.361953 2.586742
278020.0 -1.092316 2.191734 1.001821 -3.07079 -1.039767 2.662399
278030.0 -1.099543 2.057135 0.9662 3.116001 -1.252451 2.571243
278040.0 -1.253318 2.146464 1.080724 3.096185 -1.231648 2.353562
278050.0 -1.076484 1.897237 1.009327 -2.913181 -0.920847 2.723813
278060.0 -1.283401 2.261599 1.043691 -3.02284 -1.24452 2.429601
278070.0 -1.008366 1.715902 0.925036 -3.037376 -1.277305 2.5049
278080.0 -1.3622 1.939941 0.890866 -2.886876 -1.178192 2.568517
278090.0 -1.266462 2.26157 0.713015 -2.831163 -1.147132 2.265081
278100.0 -1.121542 2.108348 1.103885 2.784581 -1.315492 2.562246
278110.0 -1.160226 2.126007 1.024192 2.861311 -1.248535 2.330506
278120.0 -0.774449 2.179015 0.905019 -3.093179 -1.193402 2.507662
278130.0 -1.08881 2.317499 0.772389 3.120808 -1.19826 2.499469
278140.0 -1.293346 2.200207 1.248421 3.025158 -1.371929 2.507292
278150.0 -1.255429 2.505628 0.799069 3.118041 -1.351095 2.549766
278160.0 -1.333069 2.100727 0.888066 -3.034268 -1.292046 2.410222
278170.0 -1.076886 1.882936 1.115691 -3.040448 -0.907638 2.627137
278180.0 -1.105814 2.20801 0.691882 -3.029417 -1.243195 2.508321
278190.0 -1.097437 2.087991 0.886271 -2.914526 -1.140113 2.233751
278200.0 -1.200914 2.138219 0.938176 -3.129212 -1.284949 2.513642
278210.0 -1.218546 2.282335 1.240397 3.080501 -1.241669 2.411536
278220.0 -0.897909 1.955593 0.927515 -2.960783 -1.017621 2.38141
278230.0 -1.21814 2.107742 0.757274 -2.902622 -1.083567 2.42503
278240.0 -1.117437 1.943916 1.012777 2.885675 -1.074144 2.606033
278250.0 -1.159867 1.963328 0.997572 3.130428 -1.089587 2.673103
278260.0 -1.435573 1.900731 1.018768 -3.115201 -1.314812 2.571739
278270.0 -1.217363 2.179513 1.122658 -2.854571 -1.190934 2.450733
278280.0 -1.006834 2.119091 1.170941 -3.083638 -1.282543 2.264849
278290.0 -1.250625 2.041564 0.875554 -2.830512 -1.229889 2.287515
278300.0 -1.24765 2.41397 1.03399 2.897365 -1.254678 2.503641
278310.0 -0.984966 2.032351 1.24769 3.095391 -1.291994 2.535629
278320.0 -1.302034 2.314977 1.176622 -3.079937 -1.092304 2.602991
278330.0 -1.138273 2.101969 1.185525 3.000711 -1.382794 2.709211
278340.0 -1.066537 1.884966 0.990569 3.044088 -1.097351 2.442081
278350.0 -0.855265 2.084855 0.953617 -3.108936 -1.520295 2.544896
278360.0 -1.316085 2.109121 1.024455 2.960545 -1.754843 2.762022
278370.0 -1.274444 2.272481 1.010614 3.046469 -1.398728 2.343529
278380.0 -1.210187 2.184548 0.87859 -3.092021 -1.147005 2.425868
278390.0 -1.132852 2.205825 0.959248 -3.006255 -1.266047 2.397964
278400.0 -0.705793 1.934931 1.003117 -3.097554 -1.317328 2.276256
278410.0 -1.232484 2.014162 0.74287 3.131331 -1.118295 2.59413
278420.0 -1.061139 2.180556 0.967562 -2.897218 -0.816889 2.492606
278430.0 -1.14127 1.922766 1.142478 3.031279 -1.340186 2.450464
278440.0 -0.883272 2.118472 0.71145 -2.914192 -1.142178 2.411144
278450.0 -0.847142 2.182309 0.919187 -3.023902 -1.145396 2.073835
278460.0 -0.956809 2.163916 1.048841 -3.112569 -1.132154 2.25244
278470.0 -0.797211 1.758159 0.875856 -2.771233 -1.000868 2.570316
278480.0 -1.220523 1.909107 1.071928 -3.125059 -1.300095 2.529596
278490.0 -0.993111 2.210593 1.124902 2.919637 -1.364099 2.399463
278500.0 -0.850629 -0.843659 1.020169 -2.931404 -1.054839 2.461428
278510.0 -1.109101 2.319054 1.102585 3.037845 -1.318203 2.391521
278520.0 -1.188873 2.223812 0.779423 -3.09553 -1.326062 2.54906
278530.0 -0.991436 2.071768 1.292187 2.961051 -1.232047 2.566205
278540.0 -1.322024 1.968497 0.797098 -3.058008 -1.386358 2.736518
278550.0 -1.080095 2.103176 0.948707 -3.083673 -1.327722 2.491808
278560.0 -1.248938 2.123858 1.034418 2.920849 -1.209171 2.308249
278570.0 -1.064253 2.05081 1.151642 3.023229 -1.342135 2.628731
278580.0 -1.290637 2.009006 1.086481 -3.057315 -1.088575 2.362524
278590.0 -1.174098 2.177195 1.249813 3.011103 -1.255994 2.506378
278600.0 -1.204447 2.183689 0.998597 -3.02049 -1.118037 2.891014
278610.0 -0.96225 2.086453 0.983047 -2.967646 -1.265587 2.581319
278620.0 -1.184403 2.507519 0.769738 -3.022723 -1.063199 2.554892
278630.0 -0.870827 2.204705 0.914472 -2.899785 -1.024718 2.558109
278640.0 -1.136982 2.270331 0.960977 -3.054223 -1.287533 2.273599
278650.0 -1.135196 2.2624 1.377201 -2.999072 -1.185642 2.475204
278660.0 -1.112341 2.092295 1.312007 2.961633 -1.455592 2.389658
278670.0 -1.09393 1.923033 0.764954 -3.104926 -1.121143 2.512871
278680.0 -1.432833 2.348576 0.826247 3.02305 -1.209673 2.595161
278690.0 -1.229991 2.122553 1.140842 -3.128287 -1.25951 2.440186
278700.0 -0.912469 -0.569939 1.001952 -2.932954 -1.21162 2.395451
278710.0 -1.152356 2.035955 0.97 3.072842 -1.464623 2.324356
278720.0 -1.083991 2.209112 1.06365 -3.0461 -1.171208 2.456708
278730.0 -1.139598 2.039815 0.676319 -3.108242 -1.232115 2.478087
278740.0 -1.19215 1.871778 1.089704 -3.015573 -1.150892 2.42468
278750.0 -1.181266 2.285506 0.868959 -3.074873 -1.20402 2.454068
278760.0 -1.051476 2.169232 0.935475 -2.987425 -1.446672 2.442572
278770.0 -1.407304 1.991727 0.878976 -3.020459 -1.150926 2.575318
278780.0 -0.958656 1.981413 1.069618 3.137354 -1.447298 2.552723
278790.0 -1.390387 2.117332 1.00857 3.030667 -1.442754 2.610492
278800.0 -1.23241 2.021007 0.947848 -3.112968 -1.231862 2.487857
278810.0 -0.941574 2.203646 1.198735 -3.126316 -1.192338 2.292671
278820.0 -1.036991 -0.556279 1.106083 3.071741 -1.465765 2.426421
278830.0 -1.410042 2.109645 0.707953 -2.789207 -1.007602 2.454604
278840.0 -0.923806 2.149658 0.818045 -3.06306 -1.089462 2.32668
278850.0 -1.204988 1.938965 0.952101 -3.070492 -1.104907 2.427935
278860.0 -1.064277 1.83535 1.149301 2.984143 -1.48403 2.706886
278870.0 -1.329121 2.261856 1.04312 -2.848321 -0.948267 2.536917
278880.0 -1.294276 2.179355 1.185782 3.140865 -1.347424 2.348401
278890.0 -1.307806 2.108358 1.073485 3.118835 -1.282052 2.606299
278900.0 -1.295357 2.142724 0.979604 -2.897378 -1.113096 2.323133
278910.0 -1.149181 2.252602 1.278719 3.063308 -1.070202 2.342465
278920.0 -1.247105 2.333284 1.178838 -3.103183 -1.195673 2.260184
278930.0 -1.1472 2.09871 0.908023 3.086505 -1.145274 2.454435
278940.0 -1.185469 2.324582 0.968503 -3.012486 -1.214472 2.281502
278950.0 -0.942139 2.222283 1.227871 3.084928 -1.524004 2.397657
278960.0 -0.770736 -0.776804 1.125316 -3.042041 -1.056133 2.347163
278970.0 -1.258859 2.234488 0.814116 -3.139013 -1.242598 2.465181
278980.0 -1.319863 1.959735 1.104224 -2.876925 -1.028584 2.628586
278990.0 -1.017029 2.020199 1.187689 -3.011117 -1.198737 2.250021
279000.0 -1.010094 1.976079 0.936726 -2.941662 -1.04906 2.313155
279010.0 -1.045971 2.246467 1.027753 -3.005478 -1.175683 2.458523
279020.0 -1.196851 2.452714 0.967322 3.127029 -1.308454 2.402199
279030.0 -1.681605 2.062146 1.144773 -2.881847 -0.985689 2.442599
279040.0 -1.541175 1.343906 1.157327 -3.108703 -0.928904 2.686421
279050.0 -1.424235 2.34938 0.911189 -2.877239 -1.253803 2.514878
279060.0 -1.039902 2.06373 0.806768 -2.987284 -1.344444 2.417421
279070.0 -1.303023 2.179389 0.944222 -3.131027 -1.227189 2.611827
279080.0 -1.312981 2.387566 1.243038 3.136784 -0.978158 2.192443
279090.0 -1.482671 2.158059 1.30189 -3.070686 -0.976692 2.359552
279100.0 -1.392701 1.730881 1.037592 3.007632 -1.012307 2.498379
279110.0 -1.01548 2.277638 0.955988 2.93039 -1.193957 2.549316
279120.0 -1.143896 2.129221 1.089551 3.129918 -1.149323 2.407861
279130.0 -0.899184 2.130001 0.779297 3.082114 -0.964045 2.55875
279140.0 -1.203516 2.238137 0.806973 -2.931579 -1.358694 2.479551
279150.0 -1.249373 2.204158 0.84689 -2.95932 -1.165938 2.537988
279160.0 -1.04431 1.851582 0.999525 -2.955418 -1.240184 2.483487
279170.0 -1.505244 2.221689 1.18646 -3.104462 -1.184229 2.280787
279180.0 -1.489112 2.145903 0.787809 3.087683 -1.36376 2.597401
279190.0 -1.141472 2.06503 1.039638 -3.026239 -1.132906 2.713542
279200.0 -1.210988 1.812321 1.091311 2.568313 -1.318477 2.439445
279210.0 -1.076057 1.863158 0.879795 -3.113594 -1.239433 2.514573
279220.0 -1.254646 2.141862 0.80751 3.116311 -1.138726 2.706153
279230.0 -1.116245 2.10555 1.048118 3.046853 -1.496903 2.599342
279240.0 -1.024967 2.036721 0.758461 -3.020815 -1.149385 2.392678
279250.0 -0.996338 2.314197 0.887572 -2.803797 -1.188772 2.504787
279260.0 -1.098574 2.183832 1.380718 3.054139 -1.354962 2.186829
279270.0 -1.263245 1.841206 0.892326 -2.933309 -1.173758 2.587225
279280.0 -1.277807 2.239405 1.064257 -3.116603 -1.150763 2.477594
279290.0 -1.207308 2.336202 0.924704 -2.968588 -1.285037 2.468261
279300.0 -1.2182 2.162902 1.105852 -2.981272 -1.029844 2.57289
279310.0 -1.514992 2.223503 0.737511 -2.804993 -1.117499 2.641663
279320.0 -0.894068 2.147339 0.828613 3.139091 -1.207608 2.413414
279330.0 -1.215457 1.975466 1.102672 -2.993863 -1.248627 2.563943
279340.0 -1.067846 2.049238 0.889578 -3.02621 -1.090432 2.473852
279350.0 -1.102006 1.908686 0.978051 3.113999 -1.278777 2.526203
279360.0 -0.902071 2.049277 0.74475 -2.61063 -1.039386 2.346179
279370.0 -1.023942 2.419168 0.932463 -2.823531 -1.194914 2.602373
279380.0 -1.116948 2.104993 0.932672 3.105289 -1.370468 2.481664
279390.0 -0.925029 -0.502672 0.773193 3.078321 -1.28627 2.2551
279400.0 -1.199463 2.412802 0.871784 -2.914521 -1.129998 2.418797
279410.0 -1.163207 -0.861038 0.821744 3.018752 -1.219592 2.389918
279420.0 -1.015515 2.389517 1.086504 3.021546 -1.19602 2.461269
279430.0 -1.136352 2.134327 0.977197 3.1376 -1.350303 2.469174
279440.0 -1.141675 2.440904 1.46863 -2.979065 -1.252005 2.522388
279450.0 -0.887972 1.856603 1.01998 -3.078917 -1.148844 2.35066
279460.0 -1.073562 1.863655 1.205097 -3.100043 -1.252624 2.591965
279470.0 -1.313086 2.361252 0.82592 -2.730272 -0.978876 2.508035
279480.0 -1.331178 2.49829 1.081153 -2.960237 -1.012652 2.186413
279490.0 -1.222694 2.047395 0.982929 -2.788229 -1.104211 2.399641
279500.0 -1.006168 2.479337 0.936438 -2.93446 -1.26826 2.49703
279510.0 -1.294019 2.133218 1.043943 3.115213 -1.346525 2.534224
279520.0 -1.274718 2.303249 0.936791 -3.021281 -1.170378 2.603611
279530.0 -1.039066 1.934695 0.982516 -2.962106 -1.322249 2.648595
279540.0 -1.137488 2.357861 1.056829 3.023259 -1.203283 2.401174
279550.0 -1.155133 1.9287 0.743887 -2.799848 -1.039433 2.340702
279560.0 -1.160718 2.186724 0.948762 3.123321 -1.255097 2.494904
279570.0 -1.305464 2.264169 0.815072 3.046413 -1.421356 2.732817
279580.0 -0.799718 2.056306 0.767623 -3.058936 -1.428486 2.400074
279590.0 -1.358411 2.404196 1.099503 -3.114444 -1.19341 2.629686
279600.0 -1.002339 2.017179 0.802308 3.027601 -1.2578 2.349802
279610.0 -1.317733 2.005514 1.100309 -3.065163 -1.173276 2.500329
279620.0 -1.210356 2.191564 0.778008 -3.005672 -1.104921 2.50421
279630.0 -0.964231 2.257712 0.847201 3.122597 -1.479233 2.68424
279640.0 -1.018082 2.128443 0.872297 3.102525 -1.077841 2.448291
279650.0 -1.094024 2.195269 0.734477 3.045174 -1.10087 2.391911
279660.0 -1.250147 2.418583 0.978624 -3.114793 -1.210195 2.341794
279670.0 -1.409919 2.230928 0.960961 3.073196 -1.45196 2.579819
279680.0 -1.032148 1.792972 0.707127 -2.930777 -1.263662 2.744152
279690.0 -1.119843 2.291655 0.902856 -3.05281 -0.857654 2.43082
279700.0 -1.123619 1.986728 0.803458 -3.062016 -1.158424 2.640402
279710.0 -1.318007 2.324894 0.866407 2.951343 -1.173114 2.435856
279720.0 -1.169613 2.435053 1.302069 3.122032 -1.031701 2.801803
279730.0 -1.208068 2.343529 0.827798 3.134025 -1.264746 2.415541
279740.0 -1.333034 2.314269 0.695118 -3.064418 -1.379493 2.431034
279750.0 -1.045682 2.176069 1.002449 2.995198 -1.47457 2.543237
279760.0 -1.408697 2.092298 0.917722 3.131395 -1.315583 2.504029
279770.0 -1.228586 1.976355 0.967164 -3.098211 -1.318282 2.400344
279780.0 -1.339516 1.875707 0.949132 -2.942148 -1.339389 2.515625
279790.0 -1.375273 -0.963996 1.32269 -3.090485 -0.966671 2.483846
279800.0 -1.163094 2.037241 0.853389 -3.048691 -1.13455 2.702239
279810.0 -1.216492 1.776217 0.965735 -3.002307 -1.085944 2.478446
279820.0 -1.049126 1.873868 1.29081 -2.989372 -1.15604 2.448128
279830.0 -1.062009 2.092523 0.910663 -3.014016 -1.167479 2.330281
279840.0 -0.921266 2.207761 1.009427 3.023413 -1.370526 2.071092
279850.0 -1.20377 2.353711 0.767324 -2.906999 -1.104634 2.512674
279860.0 -1.149233 2.1429 1.056589 2.895951 -1.415794 2.427288
279870.0 -1.052058 2.080134 0.754579 3.139152 -1.306787 2.414654
279880.0 -1.052037 2.372876 1.91326 -2.946404 -1.220209 2.475432
279890.0 -0.999927 2.219705 1.62035 -2.895068 -1.277175 2.50914
279900.0 -1.258299 2.382934 0.879808 2.916554 -1.380949 2.509075
279910.0 -1.405801 2.27837 1.24382 -2.86829 -1.055088 2.586284
279920.0 -1.069444 2.350644 0.90919 -3.083813 -1.409953 2.368095
279930.0 -1.202905 2.38204 0.830296 3.099133 -1.155317 2.46288
279940.0 -1.409018 2.150422 1.260542 3.021779 -1.213214 2.387694
279950.0 -0.968571 1.987054 1.002391 3.136358 -1.243364 2.27475
279960.0 -1.279006 2.328114 0.891701 -3.081234 -1.218793 2.505629
279970.0 -1.270341 -0.478051 0.646165 -2.951581 -1.109087 2.495686
279980.0 -1.085033 -0.557976 1.03533 3.136918 -1.182007 2.280226
279990.0 -1.034461 -0.251656 0.94353 -3.025241 -1.321339 2.252833
280000.0 -1.054573 2.423518 0.834605 3.109354 -1.293455 2.427147
280010.0 -1.181859 2.346113 1.004541 2.968368 -1.295659 2.48746
280020.0 -1.092545 2.189634 0.95187 -3.062943 -1.39201 2.32502
280030.0 -1.089346 -0.863428 1.158912 3.090865 -1.293738 2.238891
280040.0 -1.545968 -0.436877 0.892332 -2.946255 -1.23131 2.472375
280050.0 -0.963145 -0.723056 1.124662 3.112448 -1.253751 2.489394
280060.0 -1.144326 1.889873 0.994426 -2.950539 -1.076243 2.490383
280070.0 -0.848241 -0.840079 1.015369 -3.049767 -1.067256 2.313466
280080.0 -0.704112 2.234213 0.981406 -2.840216 -1.22965 2.322357
280090.0 -0.931483 2.02117 1.244318 3.082918 -1.466251 2.574075
280100.0 -1.09377 2.010045 0.887972 -3.136471 -1.261898 2.511277
280110.0 -1.024954 2.149007 1.053847 -3.132236 -1.430112 2.586487
280120.0 -0.823124 2.192452 1.046331 -2.961098 -1.326115 2.440246
280130.0 -0.821708 2.405848 0.767146 -3.045673 -1.192875 2.522923
280140.0 -1.044265 1.882005 0.966655 -3.134527 -1.211424 2.373185
280150.0 -1.156109 2.089647 1.08446 -3.085977 -1.265709 2.334314
280160.0 -1.264586 2.426067 0.91115 3.138857 -1.295505 2.409398
280170.0 -0.952673 1.802826 1.290595 -3.056388 -1.271261 2.52323
280180.0 -0.859955 1.728442 0.899389 2.96878 -1.293845 2.470496
280190.0 -1.158223 1.85612 1.050117 -3.001862 -1.090588 2.811162
280200.0 -1.427404 2.317319 1.08951 -2.807909 -1.111973 2.722829
280210.0 -1.068437 -0.458076 1.003869 -3.082982 -1.169466 2.430513
280220.0 -0.785804 -0.579855 1.05987 2.99922 -1.107667 2.362148
280230.0 -1.046393 2.036819 0.887306 -2.876455 -1.277321 2.535849
280240.0 -1.324147 -0.664942 0.949455 -3.087982 -1.340183 2.293702
280250.0 -1.290115 2.242362 1.01897 -2.924055 -0.964072 2.230853
280260.0 -1.371579 -0.471024 0.826869 -2.789741 -1.125943 2.573201
280270.0 -0.721774 -0.734611 0.956159 -3.113195 -1.163313 2.43999
280280.0 -1.036674 2.036393 0.876915 3.021774 -1.409487 2.34646
280290.0 -1.131587 2.019104 0.553728 3.102888 -1.376476 2.340787
280300.0 -1.136309 2.166008 0.972133 -2.874408 -0.76509 2.758923
280310.0 -1.182733 1.915215 0.840019 -2.799554 -1.08222 2.481713
280320.0 -1.271572 -0.218138 0.867135 -3.085607 -1.312333 2.179305
280330.0 -0.827945 2.016327 0.943331 2.817071 -1.403496 2.391243
280340.0 -1.193421 2.222805 0.882836 -2.968215 -1.095202 2.384766
280350.0 -0.930292 2.151429 0.891038 3.068351 -1.336332 2.397408
280360.0 -1.074669 1.927608 1.139587 -3.001604 -1.010116 2.610338
280370.0 -0.891664 2.127144 0.804777 -2.991963 -1.020519 2.561567
280380.0 -1.157991 2.054339 1.140782 3.110254 -1.245199 2.187538
280390.0 -1.051661 -0.502705 1.213412 2.890088 -1.283043 2.289259
280400.0 -1.142198 -0.331971 1.01492 2.779687 -1.27119 2.176633
280410.0 -0.77052 2.007495 0.787631 -2.944715 -1.077804 2.641393
280420.0 -1.264988 2.092045 1.074781 2.837158 -1.20202 2.550479
280430.0 -1.258088 2.137328 0.925427 -3.096133 -1.215065 2.494903
280440.0 -1.101789 1.932314 1.276735 3.036836 -1.470118 2.543658
280450.0 -0.855473 2.078644 1.210395 2.946996 -1.151369 2.468967
280460.0 -1.314958 -1.088994 0.941191 -3.134421 -1.237724 2.514351
280470.0 -1.042261 2.209115 0.882071 2.980259 -1.173552 2.456389
280480.0 -1.049036 2.04078 1.200824 3.070079 -0.964922 2.212469
280490.0 -1.287838 2.37553 0.926453 -3.081693 -1.237823 2.463459
280500.0 -1.194519 2.247689 0.869887 2.945076 -1.356445 2.372182
280510.0 -1.180168 2.078344 1.071354 -3.005301 -1.221485 2.646557
280520.0 -1.034237 2.151334 0.959336 -2.867691 -1.275122 2.33856
280530.0 -0.69571 2.302809 1.015202 3.025763 -1.359736 2.360602
280540.0 -1.46573 1.917694 0.77197 -2.813808 -1.076534 2.406226
280550.0 -1.140999 2.221501 0.64251 -2.983073 -1.230765 2.488444
280560.0 -1.276494 2.2646 1.100103 -2.909701 -1.198044 2.273631
280570.0 -1.058783 1.927529 1.04853 -2.923845 -1.014031 2.378187
280580.0 -1.150453 2.07049 1.039658 3.075958 -1.176412 2.403887
280590.0 -1.19919 2.147104 1.025129 3.061698 -1.310884 2.455316
280600.0 -1.011224 2.198121 0.999186 -3.004059 -1.458063 2.440961
280610.0 -0.962499 2.004763 1.161764 -2.960499 -1.058418 2.631992
280620.0 -1.2323 2.273368 1.189884 -2.852189 -1.025294 2.436888
280630.0 -0.896261 2.39267 0.823081 3.14121 -1.534897 2.557946
280640.0 -1.223455 2.106525 0.823725 -3.000332 -1.294185 2.425179
280650.0 -1.401002 1.865229 1.045069 -3.05269 -1.087825 2.555203
280660.0 -1.526372 2.457968 0.804717 -3.134448 -1.001428 2.529637
280670.0 -1.234587 2.083016 1.198657 2.998471 -1.085647 2.322634
280680.0 -1.224754 2.290381 1.092865 3.067005 -1.302892 2.170219
280690.0 -0.839443 1.879362 1.03706 -2.974096 -1.435625 2.55923
280700.0 -1.046554 2.305136 0.949245 3.028528 -1.355506 2.395357
280710.0 -1.201877 2.42435 0.823121 -3.04064 -1.103466 2.533982
280720.0 -0.913525 2.12665 0.840221 -2.899444 -1.108803 2.710971
280730.0 -1.261493 1.945922 0.991086 -3.116633 -1.227374 2.795893
280740.0 -1.284698 2.162465 0.987254 3.067985 -1.356529 2.609727
280750.0 -1.051785 -0.500712 0.929372 -2.90666 -1.387934 2.715945
280760.0 -1.370097 2.439288 0.957832 3.101232 -1.159458 2.452625
280770.0 -1.188643 2.154352 0.919949 -3.000572 -0.914215 2.314978
280780.0 -1.727966 -0.675634 1.213201 -3.123929 -1.300365 2.212893
280790.0 -1.122953 1.961463 0.922753 3.035713 -1.549624 2.582506
280800.0 -1.074943 2.025607 1.213041 3.055898 -1.21137 2.373804
280810.0 -0.874065 1.723024 0.752171 3.102202 -1.15892 2.489569
280820.0 -1.116104 2.092097 0.847595 -2.924383 -1.166761 2.309474
280830.0 -1.128902 2.038883 0.768903 -3.04193 -1.166198 2.497743
280840.0 -1.042791 2.190841 1.034769 3.101727 -1.118043 2.430524
280850.0 -1.07689 1.923784 0.943497 -2.971847 -0.754381 2.260843
280860.0 -1.143896 2.119129 0.922693 -2.909122 -1.259749 2.162414
280870.0 -0.976215 1.975779 0.896595 -3.000583 -1.136121 2.428763
280880.0 -1.110033 2.045287 0.863963 3.089274 -1.253053 2.357699
280890.0 -0.971236 2.145207 1.103373 -2.8239 -1.105092 2.234598
280900.0 -0.961737 2.08907 1.164873 -3.081492 -1.166912 2.536492
280910.0 -0.984594 2.015266 0.857346 -2.855834 -1.123779 2.57128
280920.0 -1.311108 1.988006 0.840261 -3.088051 -1.250122 2.559808
280930.0 -1.184855 2.23539 1.00706 3.121601 -1.17318 2.254139
280940.0 -1.199739 2.089303 0.768403 -2.844759 -1.081918 2.340839
280950.0 -0.928973 1.993615 0.960996 2.944832 -1.435512 2.617873
280960.0 -0.975823 -0.684704 0.743915 -3.056373 -1.317261 2.349688
280970.0 -1.112574 2.102999 0.986944 -3.045996 -1.189888 2.145194
280980.0 -0.857471 2.076858 0.788718 -2.969721 -1.08896 2.537994
280990.0 -1.344522 2.052383 0.959912 -2.993393 -1.051916 2.537962
281000.0 -1.157402 2.244843 1.007782 2.954078 -0.912202 2.120207
281010.0 -1.084269 2.280575 0.775514 3.127677 -1.1803 2.660461
281020.0 -0.946189 2.295141 0.888522 3.111647 -1.259929 2.51154
281030.0 -1.040177 2.200371 1.043885 -3.054744 -1.05033 2.322848
281040.0 -0.966202 2.046535 0.934467 3.050553 -1.225749 2.555606
281050.0 -1.12465 2.037811 1.117866 -3.122737 -1.342144 2.636684
281060.0 -1.210263 2.365215 0.783953 -3.030565 -1.416072 2.571807
281070.0 -1.148681 2.245071 0.822891 3.12125 -1.322559 2.58523
281080.0 -1.048088 2.193411 0.840521 2.916982 -1.160795 2.719826
