time phi1_2 psi1_2 omega1_2 phi1_3 psi1_3
1060.0 1.038081 -3.045987 -1.033577 -1.348463 -3.030791
1070.0 1.234753 -2.98642 -3.08376 -1.615357 -2.974779
1080.0 0.749513 -3.005828 1.030771 -1.243567 -2.467526
1090.0 1.053178 -1.867729 -0.865311 -1.585486 -2.867925
1100.0 0.867465 3.131746 0.863957 -1.096508 -2.338706
1110.0 1.150464 -2.771011 -2.846706 -1.335208 3.110356
1120.0 1.138445 -2.888094 -3.062733 -1.378691 3.078872
1130.0 1.123527 -3.092252 -2.877593 -1.293546 -2.759851
1140.0 0.984625 -2.972416 -0.971592 -1.350828 -2.53819
1150.0 0.804345 2.827373 -3.09816 -1.313507 -2.560545
1160.0 0.872991 -3.121779 -2.998888 -0.914033 -2.405316
1170.0 1.261384 2.886582 -2.915955 -1.145513 -2.22739
1180.0 0.899941 -1.871834 -1.1398 -0.94245 -2.154193
1190.0 0.796561 -2.693461 3.051017 -1.44998 -3.067828
1200.0 1.376181 3.11022 3.099045 -1.295172 -2.710906
1210.0 0.832448 2.94468 -2.893444 -0.949918 -2.268001
1220.0 0.951288 -2.873451 -3.137731 -1.430339 -2.990596
1230.0 0.681366 -2.807706 -2.637501 -0.997206 -2.193752
1240.0 0.941667 -3.010039 2.974873 -1.55234 -2.861147
1250.0 1.295263 -3.0744 3.094587 -1.531769 -2.864283
1260.0 1.17025 -2.68824 -2.945549 -1.626816 -2.970104
1270.0 1.328938 -3.046426 -3.073171 -1.515098 -3.085882
1280.0 1.074646 2.877662 -3.05312 -1.5739 -3.093336
1290.0 1.253804 2.779357 -3.001569 -1.555778 -2.979352
1300.0 0.940655 -3.032253 -2.913115 -1.374372 3.101626
1310.0 0.788051 3.070891 -2.812031 -0.813974 -2.262697
1320.0 1.041832 -3.130815 -0.901656 -1.101523 -1.862793
1330.0 1.124319 -2.962079 -2.817977 -1.097771 -2.579085
1340.0 1.426877 -2.827342 -2.878947 -1.535174 -2.728752
1350.0 1.26696 -2.965678 -1.169768 -1.214265 -2.330161
1360.0 1.268031 -2.608363 -0.845709 -1.042747 -2.277661
1370.0 1.037379 -3.029252 -2.978146 -1.932133 -2.993449
1380.0 0.985394 2.868207 -2.913219 -1.163965 -3.00715
1390.0 1.117635 -2.945474 3.025909 -1.668014 -3.037187
1400.0 1.092616 3.138297 -3.080943 -1.316155 -2.674466
1410.0 1.525719 -2.633506 -0.863523 -0.989746 -2.153253
1420.0 1.296624 -3.02031 -1.327171 -1.166423 -2.27423
1430.0 1.251469 3.03342 -2.867437 -1.270872 -2.510632
1440.0 1.242301 -3.087593 -2.944254 -1.79138 2.879579
1450.0 1.081965 -2.553018 1.239666 -0.912193 -2.852262
1460.0 0.604198 3.090894 -1.230952 -1.120117 -2.389415
1470.0 0.671453 -3.09013 -1.029068 -1.089652 -2.469499
1480.0 1.080612 -3.001148 -3.118428 -1.061523 -2.213284
1490.0 0.889765 2.994378 -2.792608 -1.077193 -2.33059
1500.0 1.288618 -3.031171 -2.893863 -1.046551 -2.708152
1510.0 1.27213 -2.953754 -2.968923 -1.406637 -2.223505
1520.0 1.19345 -2.893871 -1.150692 -1.090953 -1.871652
1530.0 1.202996 -2.938005 -3.09779 -1.100196 -2.458502
1540.0 0.998418 -3.065635 -3.00951 -0.894301 -2.609317
1550.0 1.023412 -2.930216 3.063521 -1.199848 -2.7344
1560.0 1.138014 -2.484743 1.212831 -1.405922 -2.249261
1570.0 1.008601 -2.772233 -3.063042 -1.290954 -2.83636
1580.0 1.063114 -2.61457 -1.372454 -1.218618 -1.765201
1590.0 1.229362 -2.513615 -1.364618 -0.872465 -2.624098
1600.0 0.910257 -2.895526 1.133072 -0.829791 -2.659635
1610.0 1.261175 -2.639645 -3.031085 -1.295773 -2.602457
1620.0 0.884571 -2.382566 -0.922488 -1.07135 -2.406348
1630.0 1.219939 3.033935 0.962592 -1.150667 -2.053714
1640.0 0.87886 -3.059884 1.190415 -1.132639 -2.358622
1650.0 0.845005 -2.991722 1.363461 -1.17292 -2.158533
1660.0 0.990425 -2.95203 1.334962 -0.920788 -1.986895
1670.0 1.10495 2.993229 1.204596 -0.977514 -2.054059
1680.0 1.188573 -2.651805 3.05919 -1.18507 -2.500535
1690.0 1.05963 -2.450635 3.112027 -1.163135 -2.622646
1700.0 1.234509 3.083 -2.953677 -1.17404 -2.324024
1710.0 1.026074 -2.343609 1.04965 -1.211887 -2.516391
1720.0 1.010311 -2.834772 -2.949863 -1.118621 -2.219416
1730.0 1.090502 -2.766707 3.056625 -1.111585 -2.23914
1740.0 1.282395 -2.802467 3.140481 -0.952207 -2.510984
1750.0 1.115508 -2.9493 -2.967546 -1.368387 -2.444578
1760.0 1.063445 -2.976009 -2.96336 -1.235009 -2.614239
1770.0 1.243785 -2.943804 -2.955387 -1.131753 -2.451681
1780.0 0.896711 -2.363528 1.233399 -1.064565 -2.605982
1790.0 1.234377 -2.554665 3.134011 -1.217894 -2.503835
1800.0 1.003703 -2.491149 1.349027 -1.005092 -2.606616
1810.0 0.95834 2.695478 -3.135507 -0.917554 -2.439502
1820.0 0.967721 -2.556001 0.95713 -1.269693 -2.708265
1830.0 1.236927 -2.971277 -2.961432 -1.36149 -2.851106
1840.0 1.436702 -2.60339 1.135686 -1.324943 -2.563296
1850.0 1.390314 -2.772651 1.061831 -1.157027 -2.578133
1860.0 1.161751 -2.72915 -3.035572 -1.286001 -2.591516
1870.0 1.081589 -2.950403 -2.734654 -1.118233 -2.750639
1880.0 1.441667 -3.051525 -3.005471 -1.400569 -2.686211
1890.0 1.262053 -2.839273 -2.696434 -1.219665 -2.550245
1900.0 1.208 -2.946441 -2.860705 -0.960618 -2.355778
1910.0 1.203075 -3.026879 -2.914471 -1.097399 -2.749129
1920.0 0.973922 -2.922092 1.062726 -1.237896 -2.891862
1930.0 1.17852 3.075491 -2.589753 -1.287565 -2.57314
1940.0 1.052047 3.058678 -2.941196 -1.232277 -2.548857
1950.0 1.046665 -2.924047 1.251842 -1.558695 -2.948578
1960.0 1.141291 -2.970257 1.257908 -1.095499 -2.526434
1970.0 1.187401 -2.742543 1.156912 -1.25129 -2.629166
1980.0 1.203796 -2.387684 1.109405 -0.929755 -2.588684
1990.0 1.343111 -2.733504 0.951118 -1.256745 -2.474361
2000.0 1.159615 -2.8849 -2.892591 -1.023302 -2.164565
2010.0 1.035558 -2.274658 1.016395 -1.185269 -2.679667
2020.0 1.292046 -2.820075 -3.043144 -1.271276 -2.299735
2030.0 1.199497 -3.113202 2.957592 -1.048626 -2.684223
2040.0 0.94327 -2.922171 -3.023704 -1.046921 -2.308159
2050.0 0.732968 3.004976 -2.810079 -1.087236 -2.640774
2060.0 1.020542 3.134541 -3.046345 -1.130556 -2.820551
2070.0 1.034697 3.089345 -3.108936 -1.082069 -2.018669
2080.0 1.084052 2.870225 -2.81739 -0.96126 -2.404756
2090.0 1.102056 -3.05723 -2.859155 -0.986839 -2.672918
2100.0 1.159904 -2.795423 -3.020101 -1.501377 -2.660611
2110.0 1.258582 -2.940247 3.120888 -0.949871 -2.47309
2120.0 1.253979 3.122426 -3.000425 -0.94571 -2.079574
2130.0 1.038136 -2.826955 -2.970218 -1.096302 -2.141101
2140.0 1.067757 3.09368 -2.935808 -0.899531 -2.567173
2150.0 1.129447 -3.060991 -2.954975 -1.172204 -2.275071
2160.0 1.006778 -2.879706 1.039451 -1.109457 -2.065516
2170.0 1.103445 -3.011804 -2.846949 -1.194369 -2.549117
2180.0 1.131764 -3.019436 -2.657756 -1.541151 -2.635216
2190.0 0.8187 -2.853736 -2.976946 -1.384858 -2.138731
2200.0 1.069019 -3.049912 -2.906579 -1.228519 -1.885258
2210.0 1.15228 2.968776 -2.889514 -1.115825 -2.448704
2220.0 0.883454 3.128329 -2.410251 -1.116417 -2.377811
2230.0 1.220599 -3.034699 -2.900504 -0.928993 -2.443015
2240.0 1.076572 -3.021627 3.094403 -1.199151 -2.868985
2250.0 1.186635 -2.952449 -2.918623 -0.930743 -2.337783
2260.0 1.195759 3.135418 -2.656562 -1.077838 -2.422389
2270.0 1.190553 -2.946588 -2.98048 -1.081525 -2.259478
2280.0 1.005724 3.026309 1.073646 -1.216903 -2.473168
2290.0 0.994994 -3.066375 1.08369 -1.383906 -2.562398
2300.0 0.829166 -3.09188 0.780526 -1.082079 -2.401549
2310.0 1.453454 -2.898252 -2.800278 -1.216418 -2.766462
2320.0 0.975954 -2.650176 -3.115293 -1.050951 -2.507808
2330.0 1.202702 -2.934964 -2.938356 -0.957196 -2.204248
2340.0 1.055729 -2.756513 -2.969056 -0.974885 -2.406661
2350.0 1.18916 -2.878548 -3.040194 -1.018441 -1.959862
2360.0 1.247057 -2.714338 1.047248 -1.207873 -2.252897
2370.0 1.01698 2.893945 -2.995991 -0.925972 -2.267087
2380.0 1.100028 3.060158 1.187163 -1.117423 -2.1613
2390.0 1.036721 -2.844161 1.357006 -1.141314 -2.578438
2400.0 1.147717 -3.00986 -2.68751 -1.128846 -2.37049
2410.0 0.979625 -2.892627 3.024361 -1.12839 -2.40302
2420.0 1.33605 -2.545046 3.055019 -0.947266 -1.868792
2430.0 1.020706 -2.739925 -2.979616 -1.330489 -2.835034
2440.0 1.16614 -2.868548 -2.964082 -1.115001 -2.532079
2450.0 1.15856 -2.913817 -3.123538 -1.093972 -2.075452
2460.0 1.251357 -2.416055 -3.071625 -1.285954 -2.339801
2470.0 1.276303 -3.000867 -2.881706 -0.842797 -2.184943
2480.0 1.071413 -3.033298 -2.937994 -1.01868 -2.165612
2490.0 0.819845 -3.058357 -2.854934 -0.705915 -2.532089
2500.0 1.38216 -2.76437 -2.943028 -0.696369 -2.452045
2510.0 1.139224 -2.56539 1.15624 -1.250354 -1.828357
2520.0 1.270273 -3.093971 -3.069677 -0.868595 -2.318249
2530.0 0.953619 3.13983 -3.077656 -1.084696 -2.291579
2540.0 0.923956 -2.883996 3.097345 -1.033128 -2.151306
2550.0 1.073251 3.141068 -2.894278 -1.365705 -2.855871
2560.0 1.081818 -2.841262 3.12514 -1.279324 -2.566947
2570.0 -0.808627 -2.264174 -1.066111 -1.095777 -2.112989
2580.0 0.699059 -3.066521 -2.839696 -1.133042 -2.08518
2590.0 1.323785 -2.863608 -3.134983 -0.837714 -2.398669
2600.0 1.170981 -2.910868 -3.001861 -1.344048 -2.165019
2610.0 1.248471 -2.976538 -0.570292 -1.253691 -3.056641
2620.0 1.3053 -2.939428 -0.913269 -1.187153 -2.772334
2630.0 1.187931 -3.102421 3.135627 -1.316228 -1.932356
2640.0 0.985667 -2.671259 -3.009415 -1.107854 -1.998246
2650.0 1.182656 -2.973996 -3.128162 -0.905087 -1.858247
2660.0 1.196681 -2.994646 -3.022341 -1.051518 -2.13731
2670.0 1.240612 -2.58227 -2.914205 -1.006109 -2.524441
2680.0 1.213717 -2.957413 -2.993756 -1.234322 -2.63274
2690.0 1.169279 -2.912749 2.897324 -0.943581 -1.846818
2700.0 1.257241 -2.947196 -2.980953 -1.527537 2.848197
2710.0 1.181314 -2.883574 3.081501 -0.855102 -2.422328
2720.0 1.142471 -2.527184 -3.130856 -0.941726 -2.257585
2730.0 1.101158 -2.792883 -2.874597 -1.142662 -2.994184
2740.0 1.419728 -2.898515 -2.950779 -1.145698 -1.944608
2750.0 0.896461 -2.772996 -2.947892 -1.161022 -2.052195
2760.0 1.133129 -2.676436 -2.543193 -1.027536 -2.538497
2770.0 1.187148 -2.934091 -3.093284 -1.052658 -2.012913
2780.0 1.027589 -3.027351 -1.33738 -1.123889 -2.350138
2790.0 1.036691 -2.918831 -0.997144 -1.084463 -2.663551
2800.0 1.163501 -2.703477 -2.985153 -1.029726 -2.180767
2810.0 1.354324 -3.124576 -2.740963 -1.327415 -1.860313
2820.0 1.080153 -2.823106 3.012999 -1.056201 -2.458096
2830.0 1.225473 -2.863174 -3.104881 -1.260984 -2.240976
2840.0 1.006628 -2.926019 -1.150705 -1.333855 -1.757284
2850.0 1.250323 -2.823085 2.960068 -1.247901 -2.372333
2860.0 1.284761 -2.931211 -2.992796 -1.218856 -2.280221
2870.0 1.011258 -2.881642 -2.732221 -0.969086 -2.267971
2880.0 1.274435 -2.911219 -3.126282 -1.480638 2.910042
2890.0 1.033572 -2.706495 -0.859345 -1.160916 -2.629542
2900.0 1.112617 -3.115142 -3.058388 -1.480626 -3.135069
2910.0 0.859468 3.11072 -3.025394 -1.407156 -3.135004
2920.0 0.933347 -2.583616 -0.867891 -1.609899 -2.969014
2930.0 0.949622 -2.890662 -1.05409 -1.258362 -2.722635
2940.0 0.904707 2.938963 -3.092477 -1.548761 -2.893905
2950.0 1.138497 3.030064 -2.992875 -0.807344 -2.173803
2960.0 0.954807 -2.931525 -2.984095 -0.83709 -2.550386
2970.0 1.364551 -2.783609 -1.121518 -1.278045 -2.870014
2980.0 1.424047 -2.874977 2.977569 -1.144157 -2.242497
2990.0 1.091985 -2.967461 -0.869227 -1.325803 -2.792739
3000.0 1.10752 -2.770667 3.071715 -1.203334 -2.567666
3010.0 1.061356 -2.961031 -2.673331 -1.187513 -2.372424
3020.0 1.367965 -3.069749 3.076948 -0.966995 -2.395227
3030.0 0.944765 2.837856 -2.836789 -1.139696 -1.873938
3040.0 0.861005 2.808202 -0.87542 -1.310416 -2.908556
3050.0 1.224786 -2.939792 -2.841868 -1.021546 -2.674091
3060.0 0.764325 3.043753 -2.695748 -1.168308 -2.797754
3070.0 0.981422 -2.864486 -1.101161 -1.473324 -3.005748
3080.0 1.189484 -2.921586 -3.02771 -1.741302 -3.131542
3090.0 1.226341 -2.967528 -2.965053 -1.656201 -2.804869
3100.0 1.10491 -2.929113 -3.134905 -1.541989 -2.945237
3110.0 0.713506 2.827437 -2.924728 -1.33347 -2.801519
3120.0 1.244113 -2.805572 -1.680902 -1.206957 -2.403479
3130.0 1.274128 -2.828123 -2.844773 -1.38369 -2.666875
3140.0 0.550921 2.733534 -2.941862 -1.536045 -2.939322
3150.0 1.125025 -2.93554 -2.836285 -1.184194 -2.525741
3160.0 0.470301 3.019291 3.028507 -1.179551 -1.715644
3170.0 0.805191 3.043831 -3.14153 -1.332212 -3.11314
3180.0 0.768482 -3.049763 -2.936927 -1.571412 3.045546
3190.0 1.1147 -2.995726 2.843239 -1.024451 -2.615378
3200.0 0.86614 -2.458815 -2.884017 -1.159926 -1.987644
3210.0 1.231111 -2.987526 -2.904087 -0.846873 -2.269061
3220.0 1.111399 -2.598671 -3.004581 -0.942232 -2.239429
3230.0 0.694897 3.075241 3.08351 -1.341511 -2.909354
3240.0 1.193576 3.133212 -3.070501 -1.417505 -2.003894
3250.0 1.056248 3.023488 -3.096126 -1.006419 -2.04488
3260.0 0.672602 3.065155 0.970634 -1.275346 -2.731644
3270.0 1.130188 3.012071 1.243058 -1.280821 -2.547028
3280.0 0.912716 2.712095 0.991886 -1.032744 -2.324395
3290.0 0.912974 -2.903475 -3.080662 -1.262168 -2.013303
3300.0 0.959441 -2.78342 -3.114143 -1.352705 -1.994154
3310.0 1.010032 -2.768545 -2.865504 -1.126473 -1.951954
3320.0 -0.740447 -3.076368 -3.134209 -1.088984 -2.687877
3330.0 1.225588 -2.904685 2.969352 -0.801117 -2.624182
3340.0 1.288923 -2.750931 -3.030763 -1.016966 -2.473072
3350.0 1.141964 2.555736 -2.878256 -1.249507 -2.4977
3360.0 0.760297 -2.699216 -3.135834 -1.424191 -2.740267
3370.0 1.01283 -2.944035 -2.953032 -1.01857 -2.432446
3380.0 1.136751 3.087095 -2.935821 -1.20417 -2.65862
3390.0 1.072933 -3.120361 -2.997308 -0.989149 -2.343071
3400.0 0.905782 2.160321 -2.847494 -0.831735 -2.074124
3410.0 0.743777 2.984752 -2.831732 -1.163173 -2.836454
3420.0 0.974725 -2.986634 -3.081516 -1.754638 -2.978685
3430.0 0.65304 2.352265 -3.080534 -1.306836 -2.394363
3440.0 0.774666 -3.070818 -3.106845 -1.5444 -3.049274
3450.0 0.937184 2.597155 -3.044538 -0.775971 -2.393604
3460.0 1.193009 -2.695813 -2.98314 -1.414628 -2.466436
3470.0 0.87482 -2.945461 3.016836 -1.95669 -2.903342
3480.0 1.030337 -2.740576 -2.93237 -1.37731 -2.642254
3490.0 0.828188 -2.983407 -2.982702 -1.642441 3.009019
3500.0 0.981767 2.547847 3.003893 -1.253843 -1.859798
3510.0 0.873465 -3.091733 -2.952916 -1.426702 -2.93095
3520.0 0.919691 -2.863889 3.091328 -1.241131 2.988216
3530.0 1.114817 -2.985855 -3.026314 -1.04381 -1.986646
3540.0 1.154242 3.084933 -3.021172 -1.519789 -2.803369
3550.0 1.235626 -3.041654 -3.012702 -1.621224 -2.639959
3560.0 1.024503 3.116704 -2.955338 -1.420959 -2.769806
3570.0 0.98579 -2.904044 -3.132741 -1.512817 -2.960482
3580.0 1.501775 -2.967406 3.031253 -0.7481 -2.492154
3590.0 1.048429 -3.039041 -2.854547 -0.64807 -2.570752
3600.0 1.210304 -3.063205 -2.990843 -1.343937 -2.773295
3610.0 1.241152 -2.834599 -2.99342 -1.023485 -2.262268
3620.0 1.136789 -2.733523 3.085002 -1.673401 2.993055
3630.0 1.113858 -2.3856 -3.007841 -1.054178 -2.07169
3640.0 1.13262 -3.002989 -3.115369 -0.996286 -2.120556
3650.0 1.099799 -3.013407 -3.047071 -1.182743 -2.138758
3660.0 1.244595 -2.925172 -2.989224 -1.21502 -2.268788
3670.0 0.856617 -2.939438 -3.064761 -0.789755 -2.073727
3680.0 1.218116 -2.717325 -3.002983 -1.138637 -2.098404
3690.0 0.945032 -2.858203 -3.136305 -1.021303 -2.041502
3700.0 1.068772 -2.836117 -2.675709 -1.170011 -2.234949
3710.0 0.911225 -3.039393 -2.805884 -0.933057 -2.473729
3720.0 0.857363 -3.063943 -2.746654 -0.849724 -2.176841
3730.0 1.22366 -2.986099 -3.018495 -1.106965 -2.529411
3740.0 1.004116 -2.778003 -2.760527 -1.136888 -2.217283
3750.0 1.266337 -2.745283 -2.878117 -0.880221 -2.136944
3760.0 0.849388 -3.016706 -2.845551 -1.031288 -2.540094
3770.0 1.385681 3.13622 -2.69907 -1.12651 -2.326393
3780.0 1.159434 -2.880444 -2.95373 -1.43805 2.82593
3790.0 0.953949 2.975218 3.086711 -1.402453 -2.994948
3800.0 0.43456 3.121871 -2.918019 -1.527531 3.096692
3810.0 1.184395 -2.707094 -2.967373 -1.612039 -2.900087
3820.0 1.199419 -3.000507 -3.134288 -1.335128 -2.823193
3830.0 1.229074 -2.875603 -2.993938 -1.346987 -2.668983
3840.0 0.947564 -2.893326 -3.101806 -1.380355 2.948237
3850.0 1.310746 -2.762371 -2.789579 -1.344243 -1.884645
3860.0 1.113599 3.140975 0.883363 -1.023596 -2.254101
3870.0 1.18775 -2.813193 -2.90228 -1.372671 -3.094057
3880.0 1.024044 -2.941398 -2.756011 -1.34156 -2.734198
3890.0 0.915191 2.86801 -3.09628 -1.462557 -2.876098
3900.0 0.672402 -2.910792 -3.029305 -1.589294 3.015961
3910.0 1.374237 3.074808 -2.829368 -0.919508 -2.220611
3920.0 0.779348 -3.030349 -2.992844 -1.687794 -3.009886
3930.0 1.23436 -2.948657 -2.934419 -1.170639 -1.984606
3940.0 1.198937 -2.785681 -2.998526 -0.990424 -2.371611
3950.0 1.216382 2.970337 -2.974107 -0.989867 -2.311625
3960.0 1.145695 -3.089573 -2.974873 -0.988258 -2.244368
3970.0 0.996202 -2.761721 -2.972686 -0.777279 -2.583393
3980.0 1.22634 -2.745073 3.139765 -0.948704 -2.309795
3990.0 1.231948 -2.905301 -2.720763 -0.920545 -2.210495
4000.0 0.919621 -2.94277 -3.086799 -1.040229 -2.501948
4010.0 1.093865 -2.826642 -2.999168 -1.063558 -2.192001
4020.0 1.108408 3.117885 -3.064905 -1.66776 -2.844995
4030.0 1.091901 3.13203 -2.953196 -1.722758 -3.130532
4040.0 1.099893 -2.898153 -2.868062 -0.912699 -2.402773
4050.0 1.000696 -3.07757 -3.010063 -1.524504 -3.109003
4060.0 1.066042 -3.062757 3.139014 -1.232068 -2.923422
4070.0 1.195758 -2.638179 3.033836 -0.923716 -2.135525
4080.0 1.247811 -2.490951 1.45202 -1.374428 -2.833618
4090.0 0.932773 -2.18327 3.121374 -1.042922 -2.671349
4100.0 1.400729 -2.697776 1.053959 -0.938405 -2.3581
4110.0 1.407896 -2.885049 -2.842559 -1.317481 -2.728563
4120.0 1.289291 -2.792752 -3.003083 -1.272308 -2.44149
4130.0 1.165924 -2.78854 -3.022522 -1.487717 -3.028038
4140.0 1.043039 -3.073381 -2.960919 -1.296716 -2.755981
4150.0 1.116945 -3.129461 -3.071494 -1.380071 -3.052665
4160.0 1.023533 -2.296786 -2.944378 -1.30983 -2.947966
4170.0 1.052761 -2.7424 3.03789 -1.597389 -3.008311
4180.0 1.203016 -2.869553 1.053328 -1.179336 -2.873588
