time phi1_2 psi1_2 omega1_2 phi1_3 psi1_3
600.0 -1.408467 -3.030678 -2.741318 -1.401085 -2.929181
610.0 -1.082951 -2.481736 3.05615 -1.121978 -2.228276
620.0 -1.18351 2.950629 -3.05882 -1.477329 -2.182141
630.0 -1.089139 -2.993891 -2.762866 -1.006201 -2.414589
640.0 -1.315883 -2.800688 -2.818575 -0.862816 -2.747073
650.0 -1.412269 -3.12914 1.07598 -1.428932 -2.646837
660.0 -1.276552 -3.11561 -2.809573 -1.026492 -2.60278
670.0 -1.394952 -3.11275 -2.820862 -0.903849 -1.973425
680.0 -1.542655 -2.983542 -2.745748 -1.288543 -2.210216
690.0 -1.348269 -3.101554 -2.965305 -0.756986 -2.01756
700.0 -1.66135 3.140511 -2.978552 -0.982312 -2.168201
710.0 -1.493803 -3.025966 3.125568 -1.055681 -2.718261
720.0 -0.975314 -3.138721 -2.954363 -1.100853 -2.754339
730.0 -1.171924 -2.98427 3.067318 -1.043628 -2.375029
740.0 -1.294805 -3.061155 2.994405 -1.623158 -2.549755
750.0 -1.395037 3.042596 1.054345 -0.867672 -2.212346
760.0 -1.119723 2.958269 1.06603 -1.018816 -2.113243
770.0 -0.880947 -3.043682 3.038166 -1.387584 -2.734406
780.0 -1.196672 2.79046 1.299024 -1.042699 -2.137617
790.0 -1.105097 -2.629824 -2.972455 -1.09376 -2.492693
800.0 -1.330151 3.135818 1.06739 -1.107005 -2.390736
810.0 -1.033532 -2.64696 -2.986318 -1.209033 -2.357283
820.0 -1.295488 -3.128758 1.281963 -1.342448 -2.41625
830.0 -1.51809 2.852886 -3.018263 -1.158837 -2.176094
840.0 -1.599501 -2.956574 1.209497 -1.136623 -2.426895
850.0 -1.360657 -2.991831 1.250676 -0.890325 -2.228176
860.0 -1.483874 3.080442 1.397434 -1.219447 -2.339448
870.0 -1.56264 2.946714 0.96689 -1.367306 -2.360053
880.0 -1.393036 2.716479 -2.841518 -1.303336 -2.307984
890.0 -1.198317 -2.876597 0.940159 -1.557125 -2.5339
900.0 -1.338948 3.049499 0.959843 -0.876463 -2.311979
910.0 -1.079681 -3.094526 -0.999854 -1.731395 -2.702562
920.0 -1.203596 3.106288 1.274132 -1.220308 -2.507696
930.0 -1.313591 -2.983613 1.075021 -1.374505 -2.004326
940.0 -1.474456 1.500575 -3.069912 -1.239152 -2.628006
950.0 -1.326085 1.632744 -2.963253 -1.479581 -2.704268
960.0 -1.189883 3.136819 -1.134595 -0.962923 -2.112019
970.0 -1.315028 -3.011982 1.031975 -1.231105 -1.903967
980.0 -1.137224 -2.800812 0.770962 -1.272074 -2.32719
990.0 -1.274724 -2.265964 1.231696 -1.076944 -1.948962
1000.0 -1.138493 -2.98579 -3.102344 -1.351825 -2.727557
1010.0 -1.23073 2.754926 1.194485 -1.443482 -2.416932
1020.0 -1.542084 3.021426 1.198225 -1.110825 -2.258542
1030.0 -1.310322 -2.528087 -0.872934 -0.980648 -1.80199
1040.0 -1.464792 -2.962689 3.113418 -1.365177 -2.724602
1050.0 -1.221105 2.735287 -3.021864 -1.22645 -2.66303
1060.0 -1.438112 3.10595 -2.71079 -0.943673 -2.499796
1070.0 -1.258227 3.078426 -3.025676 -1.317358 -2.871226
1080.0 -1.149852 -2.787782 1.128559 -1.068043 -2.313285
1090.0 -1.176248 3.102997 -2.936121 -1.263575 -2.339961
1100.0 -1.640885 -2.852685 3.120499 -0.966309 -2.285681
1110.0 -1.227412 3.129269 -2.958957 -1.496427 -2.961829
1120.0 -1.248392 3.107537 -3.050032 -1.263513 -2.350529
1130.0 -1.313799 3.106944 -3.083341 -1.081179 -2.366871
1140.0 -1.175124 2.957421 -2.98201 -1.196428 -2.30851
1150.0 -0.937657 -3.053794 1.113741 -1.11037 -2.102164
1160.0 -0.929609 3.114319 1.129545 -1.183801 -2.80296
1170.0 -1.331677 2.874502 1.42388 -1.42245 -2.282428
1180.0 -1.253105 -3.126137 -3.100062 -1.39932 -2.354712
1190.0 -1.168986 3.015668 1.034588 -1.143211 -2.113362
1200.0 -1.411138 -2.843093 3.081318 -1.48227 -2.38094
1210.0 -1.074352 3.056536 1.242606 -1.144344 -2.241615
1220.0 -1.258292 3.100573 1.068039 -1.406601 -2.653339
1230.0 -1.129979 3.065949 0.880496 -1.350677 -2.338527
1240.0 -1.265336 -3.02302 -2.916058 -0.934945 -2.557842
1250.0 -1.270431 2.771586 3.000185 -1.376752 -2.337203
1260.0 -1.317285 2.943731 -2.987466 -1.367179 -2.415265
1270.0 -1.4468 -3.085609 -3.107912 -1.123395 -2.562945
1280.0 -1.210599 -3.038736 -3.121702 -1.503882 -2.279655
1290.0 -1.209721 -2.666094 -3.111272 -1.586198 -2.963768
1300.0 -1.024435 -2.851059 -0.805981 -1.202729 -2.000923
1310.0 -1.167443 -2.768308 3.102196 -1.069472 -2.237038
1320.0 -1.01298 -2.748958 -1.184715 -1.256999 -2.591968
1330.0 -1.02867 -2.747771 3.11146 -0.985144 -2.51084
1340.0 -0.930307 -3.001306 3.102493 -0.910995 -2.74872
1350.0 -1.290701 -3.090292 -2.97665 -1.275953 -2.685214
1360.0 -1.267535 -3.102624 -3.048727 -1.38197 -2.475591
1370.0 -1.153876 -3.129213 -0.852585 -1.194025 -2.332106
1380.0 -0.995771 2.883604 -3.03126 -1.35159 -2.833986
1390.0 -1.088792 2.819072 -3.036833 -1.598512 3.075698
1400.0 -1.060908 -2.977099 3.051008 -1.288257 -2.915442
1410.0 -0.952778 -2.986645 -3.036982 -1.427263 -2.523562
1420.0 -1.6988 3.071964 -3.066415 -1.561498 -2.957255
1430.0 -1.559436 -2.561651 3.071479 -1.098575 -2.522475
1440.0 -1.328399 -3.10555 0.886657 -1.554119 -2.504577
1450.0 -1.270619 -2.892776 -3.121561 -1.468017 -2.788515
1460.0 -1.245136 -2.81424 -3.088651 -1.191718 -2.301965
1470.0 -1.209708 -2.960454 1.20043 -1.144568 -2.260664
1480.0 -1.207872 3.113408 0.942509 -1.233537 -2.293509
1490.0 -1.389278 -3.011469 1.18459 -1.069974 -2.416397
1500.0 -1.273569 3.005697 -2.870387 -1.297243 -2.39209
1510.0 -1.367578 -3.122554 1.13474 -1.318295 -2.411606
1520.0 -1.426368 -2.950001 -3.045396 -0.983178 -1.943505
1530.0 -1.802732 3.100048 -2.879634 -1.848813 -2.838041
1540.0 -1.210978 3.053296 -2.939783 -1.35717 -2.378264
1550.0 -1.522002 3.01641 -3.118917 -1.302888 -2.737233
1560.0 -1.090394 -2.956749 -2.903209 -1.402512 -2.845432
1570.0 -1.159858 -2.907073 3.074606 -1.342791 -2.450319
1580.0 -1.634848 -2.816208 -2.987223 -1.246374 -2.769573
1590.0 -1.142884 -2.970923 -3.086846 -1.216026 -2.323634
1600.0 -1.373387 -2.958536 -3.031058 -0.99995 -2.625485
1610.0 -1.202901 -2.772046 3.080677 -1.317971 -2.657121
1620.0 -1.502618 -3.135621 -3.054151 -1.664476 -2.408782
1630.0 -1.072786 3.062566 -2.820817 -1.62754 -2.454684
1640.0 -1.04347 -2.947093 -2.872182 -1.241445 -2.94381
1650.0 -1.447882 -2.043994 -1.009442 -1.521287 -2.800234
1660.0 -1.158209 -2.942688 3.129702 -1.081389 -2.615995
1670.0 -1.316542 3.036915 -2.812957 -1.592545 -2.639831
1680.0 -1.782909 -2.629533 3.102578 -1.032611 -2.422942
1690.0 -1.253242 -2.912146 -2.954776 -1.527106 -1.931787
1700.0 -1.248426 -2.837794 1.070649 -1.235985 -2.130244
1710.0 -1.076863 -2.885836 -3.055071 -1.171976 -2.723446
1720.0 -1.199331 2.752247 -2.92207 -1.277621 -2.412256
1730.0 -1.17487 3.088768 3.013283 -1.443212 -2.401646
1740.0 -1.05427 -3.028119 -3.044555 -1.431452 -2.682827
1750.0 -1.063645 -1.590321 -2.716013 -1.643554 -2.92495
1760.0 -1.343022 2.893099 -2.97105 -1.54695 -2.729466
1770.0 -1.151777 -1.62522 -2.76509 -1.422524 -2.705392
1780.0 -1.261678 -2.989755 -3.130784 -0.909603 -2.389872
1790.0 -1.357437 -2.836884 -3.119467 -1.405635 -2.466152
1800.0 -1.445562 -2.997474 -2.998503 -1.221848 -2.166312
1810.0 -1.282858 2.946362 -2.903662 -1.473625 -2.78943
1820.0 -1.358478 -3.094715 -3.134368 -1.374631 -2.515093
1830.0 -1.370986 -2.979429 3.082613 -1.106285 -2.641127
1840.0 -1.154983 3.056732 -2.939714 -1.556659 -3.010965
1850.0 -1.248117 -2.932585 -3.057518 -1.576126 -2.956148
1860.0 -1.261226 -2.926627 -2.928094 -1.549529 -2.857028
1870.0 -1.20732 2.642857 -3.014122 -1.393967 -2.768122
1880.0 -1.777657 3.12576 -3.045223 -1.475674 -2.891759
1890.0 -1.374916 3.021994 -2.967438 -0.9052 -2.661793
1900.0 -1.096991 -3.116833 -3.111149 -1.315528 -3.071279
1910.0 -1.105777 -3.091648 -3.065656 -1.621039 -2.672897
1920.0 -1.172193 -2.751075 3.075286 -1.507821 -2.759056
1930.0 -1.273907 -2.670336 -2.844535 -1.467453 -2.703563
1940.0 -1.282242 2.993783 -3.077274 -1.433082 -2.676234
1950.0 -1.522088 -3.066087 -2.892416 -1.337157 -2.51227
1960.0 -1.202546 2.650134 -2.875297 -0.731472 -2.122114
1970.0 -1.374718 -2.495528 3.121025 -1.557076 -2.861005
1980.0 -1.543548 -2.960571 -3.057377 -1.277453 -2.478623
1990.0 -1.131205 -3.109283 -3.015564 -1.581872 -2.917639
2000.0 -1.270994 -2.881613 -2.858522 -1.379968 -2.569911
2010.0 -1.185417 3.049802 -2.741296 -1.440552 -2.72715
2020.0 -1.203792 2.86819 -3.030102 -1.296203 -2.227838
2030.0 -1.202788 -2.873009 -3.019494 -1.400213 -2.827326
2040.0 -1.355795 -2.962971 -2.810606 -1.059536 -2.036046
2050.0 -1.043019 -2.96144 3.098088 -1.180109 -2.480411
2060.0 -1.144537 -3.112705 3.01501 -1.26511 -2.014454
2070.0 -1.26802 -3.03764 -3.008754 -1.574861 -2.387572
2080.0 -1.343731 3.124199 -2.863504 -1.524347 -2.531915
2090.0 -1.429692 -2.753118 3.118961 -1.303811 -2.247265
2100.0 -1.149608 -2.959732 3.035645 -1.371664 -2.236609
2110.0 -1.226107 2.871123 -3.13196 -0.995309 -2.44312
2120.0 -1.051927 -3.116959 -3.13856 -1.317414 -1.827699
2130.0 -1.374188 -2.71672 -3.093521 -0.988816 -1.625692
2140.0 -1.20183 -2.922823 -2.962029 -0.850263 -2.16103
2150.0 -1.176544 -3.112774 -2.811722 -1.112255 -1.901821
2160.0 -1.660182 -3.008275 -2.93831 -1.142077 -1.785352
2170.0 -1.206476 2.816153 -2.946234 -1.054258 -2.618068
2180.0 -1.071686 -3.128484 -3.036074 -1.16497 -2.109095
2190.0 -1.180923 -3.037834 -2.759088 -1.097847 -2.500861
2200.0 -0.991407 3.041119 -3.042992 -1.539464 -2.491901
2210.0 -1.237305 2.831859 -2.951483 -1.327045 -2.585608
2220.0 -1.879978 -2.864323 -2.830676 -1.135892 -2.534845
2230.0 -1.179152 -2.99308 3.029454 -1.141385 -2.407368
2240.0 -0.945237 -2.987565 -3.109425 -1.081516 -1.921646
2250.0 -1.314313 2.958442 -3.041838 -1.440096 -2.45462
2260.0 -1.181039 -2.923182 -3.104055 -1.323382 -2.443521
2270.0 -1.372448 3.087629 -3.028804 -1.354383 -2.69748
2280.0 -1.454321 2.845228 -2.94844 -0.93071 -2.19872
2290.0 -1.408131 2.760451 -2.796893 -0.819394 -2.312961
2300.0 -1.176748 3.106212 2.981026 -1.216625 -2.542473
2310.0 -1.881176 -3.070275 -1.214687 -1.186547 -2.162477
2320.0 -1.288477 2.785194 -2.995802 -1.30188 -2.232228
2330.0 -1.33146 -3.092342 -3.021681 -1.354288 -2.368368
2340.0 -1.095392 -3.006424 -3.110854 -1.342531 -2.733799
2350.0 -1.206063 2.963266 -3.031849 -1.710556 -2.803872
2360.0 -1.506602 -2.913697 -1.145189 -1.113785 -2.706338
2370.0 -1.452755 -3.141563 -3.080553 -0.876011 -2.659275
2380.0 -1.636874 -2.952992 -3.000782 -1.274839 -2.471404
2390.0 -1.543313 3.078285 -3.109431 -1.014704 -2.235096
2400.0 -1.443289 -2.910073 -1.096327 -1.360924 -3.059771
2410.0 -1.170815 3.092087 -2.820982 -1.533765 -2.736621
2420.0 -0.918383 3.025479 -2.957451 -1.520561 -2.515513
2430.0 -1.319404 2.952904 -3.017786 -1.038624 -2.368217
2440.0 -1.267365 2.800595 -2.930129 -0.84928 -2.229321
2450.0 -1.68975 2.821286 -2.968575 -1.039139 -1.741689
2460.0 -1.306109 3.043053 -2.990935 -0.477836 -2.539482
2470.0 -1.052198 2.667635 -2.813481 -1.320077 -2.415243
2480.0 -1.31899 -2.93925 -2.971845 -1.017384 -2.205487
2490.0 -1.364355 3.075765 -2.998511 -2.016993 -2.612143
2500.0 -1.111272 2.487223 -0.805415 -1.274469 -2.339696
2510.0 -1.741771 3.099268 -3.02454 -1.205886 -2.769584
2520.0 -1.445974 2.970596 2.830519 -1.188472 -2.050932
2530.0 -1.800938 2.851178 3.004585 -1.354005 -2.712376
2540.0 -1.610432 2.795125 -3.029229 -1.071102 -2.65238
2550.0 -0.974645 -3.078132 -2.875355 -1.22802 -2.876663
2560.0 -0.944077 -2.955083 -2.999656 -1.043123 -1.970167
2570.0 -1.197138 2.903637 -2.89014 -1.65455 -2.992685
2580.0 -1.510722 3.080426 -3.067938 -1.382114 2.960539
2590.0 -1.512633 2.936714 -3.121359 -1.793371 -2.840921
2600.0 -1.513425 3.101576 3.113955 -1.642413 -2.846042
2610.0 -1.637349 2.860133 -2.930486 -1.312085 -2.414074
2620.0 -1.542766 -2.899343 3.018701 -1.200545 -2.87705
2630.0 -1.393548 -2.987111 -3.051194 -1.226457 -2.116561
2640.0 -1.824253 -3.051304 -2.807889 -1.166747 -2.268424
2650.0 -1.660589 -3.010518 -2.982585 -1.690909 -2.550983
2660.0 -1.348395 3.079652 -3.125114 -1.200591 -2.357602
2670.0 -1.178713 -3.08138 -3.119915 -1.095361 -1.777616
2680.0 -1.250719 -2.93079 -2.89535 -1.192335 -2.305042
2690.0 -1.25526 -3.10651 -3.096482 -1.090313 -2.370147
2700.0 -1.23429 -2.948075 3.082949 -1.174177 -2.17346
2710.0 -1.289894 -3.063864 -3.11539 -1.049509 -2.545797
2720.0 -1.248494 2.972385 -2.966263 -0.817456 -1.868747
2730.0 -1.417487 -3.014336 -1.029636 -0.744188 -2.318296
2740.0 -1.142663 3.117722 -2.935141 -1.483963 -2.635889
2750.0 -1.108227 -2.989085 3.131348 -1.306791 -2.147715
2760.0 -0.980843 3.061969 3.03048 -0.912334 -2.083301
2770.0 -1.312218 2.995958 -2.978995 -1.354522 -2.414767
2780.0 -1.712368 3.126022 -3.019216 -1.330392 -2.470339
2790.0 -1.332776 -2.937494 -3.063047 -1.237899 -2.473735
2800.0 -1.222489 3.068004 3.136851 -1.343808 -1.717548
2810.0 -1.416998 -2.992474 -2.833685 -1.193544 -2.446782
2820.0 -1.162912 -3.002708 -3.074898 -1.177027 -2.101538
2830.0 -1.385796 -3.128362 -3.047677 -1.105986 -2.276117
2840.0 -1.24896 -2.494206 -2.771358 -1.363074 -2.387218
2850.0 -0.995137 2.687547 3.081286 -1.010757 -2.195416
2860.0 -1.105108 2.988905 -2.97933 -1.372028 -1.999156
2870.0 -1.380835 -3.011655 -2.936504 -1.421058 -2.038421
2880.0 -1.048298 2.860564 -2.728608 -1.362738 -1.909249
2890.0 -1.072047 3.106043 -3.018206 -1.283699 -2.077824
2900.0 -1.185745 3.139251 -3.09568 -0.986661 -2.469701
2910.0 -1.118229 2.908767 -2.983905 -0.997549 -2.185572
2920.0 -1.352098 1.419661 0.934476 -1.170163 -2.168035
2930.0 -1.260543 -3.089309 3.102292 -1.172735 -1.969955
2940.0 -1.273346 2.983714 -2.863224 -1.273285 -2.162569
2950.0 -1.167834 -3.043793 -2.984611 -1.002449 -2.4494
2960.0 -1.941822 1.133355 1.03023 -1.105925 -2.604612
2970.0 -1.531225 -2.884141 -2.935486 -1.396058 -3.073279
2980.0 -1.567844 2.931572 -2.811452 -1.284884 -2.649974
2990.0 -1.128971 -3.052493 -2.90881 -1.138053 -2.450375
3000.0 -0.920007 2.874608 -3.059521 -1.312702 -2.439907
3010.0 -1.283613 -3.077948 -2.930929 -1.523232 -2.698967
3020.0 -1.397781 2.684565 -1.130192 -1.122203 -2.486375
3030.0 -1.225223 2.994943 -3.005626 -0.764184 -2.546155
3040.0 -1.5538 -2.836117 -3.070214 -0.976356 -2.76734
3050.0 -1.406595 -2.746711 -2.785178 -1.139629 -2.526427
3060.0 -1.206537 -2.809644 -0.705603 -1.452145 -2.457207
3070.0 -0.968145 -2.906141 -0.868588 -1.052789 -2.578157
3080.0 -1.267127 -3.136277 -2.852473 -1.388002 -2.949171
3090.0 -0.999552 -2.712878 -1.032028 -1.497921 -2.698513
3100.0 -1.263404 2.88555 -2.871624 -1.253842 -2.273127
3110.0 -1.500158 3.104626 -2.972387 -1.266592 -2.343358
3120.0 -1.330557 -3.011496 -3.077401 -1.29329 -2.538399
3130.0 -1.403719 3.053189 -2.94083 -1.036869 -2.418015
3140.0 -1.218034 -2.921895 -2.858691 -1.128505 -2.341211
3150.0 -1.460984 -2.81595 -3.018172 -1.473202 -2.37928
3160.0 -1.260178 -3.027527 -2.864455 -1.269419 -2.764759
3170.0 -1.154837 -2.597578 -2.778586 -1.303206 -2.450173
3180.0 -0.938551 -2.983108 -2.946615 -1.207394 -2.535804
3190.0 -1.437537 -2.870063 -2.805628 -1.624171 -2.660233
3200.0 -1.426117 -2.767432 -2.95016 -1.999052 -3.040156
3210.0 -0.98824 2.886425 0.855684 -1.209764 -2.73884
3220.0 -1.227335 -2.887967 1.217704 -1.168893 -2.510055
3230.0 -1.188202 2.8653 -2.962394 -1.281729 -2.688025
3240.0 -1.004222 3.137546 -2.959824 -1.391108 -2.225089
3250.0 -1.606781 -2.637637 -2.769665 -1.303011 -2.829615
3260.0 -1.117799 -2.992378 -2.897636 -1.716728 -2.781118
3270.0 -1.390422 3.124623 -3.010624 -1.477325 -2.425502
3280.0 -1.711965 -2.814159 -2.678703 -0.826498 -2.436785
3290.0 -1.656167 1.547033 -2.900179 -1.659695 -2.742314
3300.0 -0.998466 -2.871885 -2.961021 -1.585366 -2.445433
3310.0 -0.982657 3.074127 3.119498 -1.214624 -2.274936
3320.0 -1.081596 2.88015 -2.624269 -1.900868 -2.97444
3330.0 -1.314157 -2.631148 -3.032821 -1.065248 -2.513233
3340.0 -1.229944 -2.898518 -3.104997 -1.324438 -1.96551
3350.0 -1.379009 3.106114 1.073413 -1.206651 -2.04365
3360.0 -1.376465 -3.113291 -2.938056 -1.091735 -2.576563
3370.0 -1.457389 -2.673875 -2.867315 -1.161937 -2.390432
3380.0 -1.048038 2.793768 -3.00973 -1.230069 -2.529031
3390.0 -1.42892 2.960416 1.177557 -1.058572 -2.343093
3400.0 -1.238039 -3.063859 -3.088485 -1.305112 -2.454221
3410.0 -1.235388 -3.043122 1.369682 -1.188204 -2.020602
3420.0 -1.351795 2.881017 -3.05214 -1.591136 -2.899338
3430.0 -0.872126 -2.773185 -3.107323 -1.492537 -2.211682
3440.0 -1.328121 -2.774969 -3.025238 -1.262915 -2.517624
3450.0 -1.150003 -2.838071 -2.891674 -1.072706 -2.414324
3460.0 -1.403998 3.114038 -2.839174 -1.012771 -2.275123
3470.0 -1.134546 -3.033979 -2.935591 -1.531156 -2.714985
3480.0 -1.312532 -2.75042 -3.095085 -1.071358 -2.100201
3490.0 -1.208433 3.027212 -2.789812 -1.198999 -2.569591
3500.0 -1.412421 -2.778601 -3.010002 -1.189493 -2.585369
3510.0 -1.323961 -2.80696 -2.912731 -1.207367 -2.576206
3520.0 -1.417414 -2.792412 3.134422 -1.41961 -2.524075
3530.0 -1.393945 3.070139 -3.078623 -0.991253 -2.162698
3540.0 -0.91536 2.937135 -2.788953 -1.29029 -2.447906
3550.0 -1.257786 -3.137578 -3.122895 -1.376086 -2.583602
3560.0 -1.105572 -3.035089 -2.999469 -1.311499 -2.358065
3570.0 -1.154899 -3.091306 -2.79837 -1.391853 -2.211329
3580.0 -1.451884 2.929669 -2.779462 -1.3688 -2.363244
3590.0 -1.215291 -2.930527 -3.048129 -1.345493 -2.556016
3600.0 -1.041295 -3.11105 3.125442 -1.26523 -2.747764
3610.0 -1.324311 -3.01735 -3.07658 -0.867212 -1.946533
3620.0 -1.142456 -2.663242 -3.020597 -0.746285 -2.404739
3630.0 -1.414202 -2.904372 -2.926857 -0.959212 -2.485184
3640.0 -1.154501 2.96453 -2.957781 -1.138674 -2.098245
3650.0 -1.362643 -2.786426 -3.090188 -1.344032 -2.679258
3660.0 -1.588292 -3.076634 -2.816678 -1.202923 -2.544117
3670.0 -1.284741 -2.97593 -2.888481 -1.494996 -2.369386
3680.0 -1.326165 -3.108252 -2.888826 -1.248228 -2.154768
3690.0 -1.180226 -1.698421 -1.15859 -1.385546 -2.228375
3700.0 -1.19483 -2.9238 -2.993325 -1.41969 -2.431659
3710.0 -0.931164 2.935525 -3.031599 -0.886044 -2.359617
3720.0 -0.975425 3.034783 -3.071101 -1.258516 -2.423814
3730.0 -1.381168 -2.669328 -3.007924 -1.217129 -2.508175
3740.0 -1.384487 2.926995 -3.029043 -1.035943 -1.777487
3750.0 -1.358227 2.711038 -2.927511 -1.33299 -1.958709
3760.0 -1.359421 3.005369 -2.725422 -0.897028 -2.226188
3770.0 -0.73115 2.818221 -2.963401 -1.315277 -2.331623
3780.0 -1.149381 2.77486 -2.795096 -1.122369 -2.359534
3790.0 -0.978763 2.925959 -3.009485 -1.123756 -2.144141
3800.0 -0.784334 -2.722679 3.029113 -1.247141 -1.93497
3810.0 -1.176782 -2.943445 -3.005707 -0.989516 -2.316496
3820.0 -1.032379 2.792336 -3.070221 -1.047415 -2.095148
3830.0 -1.159583 -2.931657 -3.069383 -1.076768 -1.926078
3840.0 -1.195611 -3.088055 -2.859477 -0.798665 -1.732807
3850.0 -0.992364 2.982614 -3.01127 -1.218759 -2.115482
3860.0 -1.332117 2.950825 -3.033428 -1.168389 -2.414675
3870.0 -1.194746 2.565424 -2.839769 -1.602634 -2.699393
3880.0 -0.930355 -3.114896 -2.916946 -0.930674 -2.276616
3890.0 -1.360158 -2.94664 -2.954307 -1.306861 -2.389918
3900.0 -1.085239 2.683816 -2.745352 -1.932964 -2.887077
3910.0 -1.167406 3.011314 2.971705 -1.468296 -1.893911
3920.0 -1.072823 3.106973 -2.963225 -1.184263 -2.380005
3930.0 -1.224541 -1.475404 -2.825208 -1.535806 -2.785296
3940.0 -1.379357 3.116321 3.032089 -1.158109 -2.138085
3950.0 -0.672289 -2.707561 3.122768 -0.991915 -2.539441
3960.0 -1.273368 -2.770137 -3.086063 -0.939859 -2.692848
3970.0 -1.107937 -2.874375 -2.911027 -1.246877 -2.341363
3980.0 -1.358129 2.897716 1.18667 -1.326554 -2.565248
3990.0 -1.710081 -3.069523 -2.965831 -1.047727 -2.275436
4000.0 -1.376403 2.9959 -2.841664 -1.296471 -2.419464
4010.0 -1.259025 -3.036901 -2.707266 -1.185218 -2.206153
4020.0 -1.617856 -2.806298 -2.90027 -1.09689 -2.076322
4030.0 -1.462077 -2.990236 3.090662 -1.293843 -2.269786
4040.0 -1.473399 -2.76288 -2.972524 -1.255519 -2.574089
4050.0 -1.136118 -2.892366 1.073905 -1.085675 -2.147216
4060.0 -1.203513 2.977099 2.989077 -1.079822 -2.565006
4070.0 -1.421107 -2.537948 -2.996126 -1.354603 -2.490942
