time phi1_2 psi1_2
740.0 -1.509196 -1.983312
750.0 -1.236012 -2.261824
760.0 -1.172279 -2.448753
770.0 -1.404095 -2.390204
780.0 -1.221243 -2.478231
790.0 -1.140498 -2.123086
800.0 -1.128886 -1.852148
810.0 -1.174887 -2.512072
820.0 -1.403925 -2.622943
830.0 -1.351561 -2.513019
840.0 -1.324894 -2.538681
850.0 -1.360156 -2.642618
860.0 -0.840134 -2.373393
870.0 -1.521366 -1.984511
880.0 -1.106702 -2.247453
890.0 -1.21551 -1.895756
900.0 -0.985631 -2.603363
910.0 -1.172523 -2.066363
920.0 -1.433899 -3.05139
930.0 -1.094825 -2.378442
940.0 -1.210614 -2.128603
950.0 -1.317513 -2.357388
960.0 -1.234007 -2.323961
970.0 -0.972744 -2.349316
980.0 -1.218434 -2.592036
990.0 -1.468231 -2.601432
1000.0 -1.18008 -2.046416
1010.0 -1.276457 -2.520539
1020.0 -1.052873 -2.612776
1030.0 -1.509529 -2.509849
1040.0 -1.232594 -2.128377
1050.0 -1.318354 -2.260044
1060.0 -1.173206 -2.23075
1070.0 -1.106806 -1.975073
1080.0 -1.139605 -2.529563
1090.0 -1.530089 -2.422354
1100.0 -1.343393 -2.133741
1110.0 -1.488322 -2.896965
1120.0 -1.189989 -1.628665
1130.0 -1.393652 -2.453945
1140.0 -0.941076 -2.340577
1150.0 -1.218356 -2.375361
1160.0 -1.292299 -2.673189
1170.0 -1.187776 -2.99428
1180.0 -1.516202 -2.725856
1190.0 -1.219174 -2.7669
1200.0 -1.260632 -2.184403
1210.0 -1.368939 -2.728047
1220.0 -1.211696 -2.887842
1230.0 -1.282734 -2.221281
1240.0 -1.361199 -2.183039
1250.0 -1.235307 -2.154597
1260.0 -1.220594 -2.259894
1270.0 -1.462282 -2.039568
1280.0 -1.050981 -2.317997
1290.0 -1.037144 -2.351076
1300.0 -1.070667 -2.064024
1310.0 -0.947212 -2.485753
1320.0 -1.116983 -2.152007
1330.0 -1.256734 -2.37937
1340.0 -0.950739 -1.999946
1350.0 -0.915185 -2.671866
1360.0 -1.18317 -2.460688
1370.0 -1.939496 -2.893307
1380.0 -1.250044 -2.20432
1390.0 -1.079357 -2.560214
1400.0 -0.945327 -1.889138
1410.0 -1.458271 -2.807113
1420.0 -1.460639 -2.914707
1430.0 -1.199659 -2.288536
1440.0 -1.30495 -2.241179
1450.0 -1.235557 -2.547979
1460.0 -1.115663 -1.94325
1470.0 -1.018712 -2.667522
1480.0 -1.137469 -2.400431
1490.0 -1.471201 -2.583785
1500.0 -1.148213 -2.236931
1510.0 -1.135132 -2.443461
1520.0 -1.468569 -2.618791
1530.0 -1.236801 -2.899559
1540.0 -1.65543 -2.830995
1550.0 -1.731402 -3.10812
1560.0 -0.707575 -1.968981
1570.0 -1.225811 -2.743573
1580.0 -1.327667 -2.594
1590.0 -1.308058 -1.78641
1600.0 -1.196341 -1.931106
1610.0 -1.170118 -2.42175
1620.0 -1.093488 -2.02038
1630.0 -1.160134 -1.776691
1640.0 -1.19139 -2.027444
1650.0 -0.937404 -2.084394
1660.0 -1.211929 -2.469871
1670.0 -1.24195 -2.097181
1680.0 -1.338562 -3.139452
1690.0 -1.163416 -2.468112
1700.0 -1.157337 -2.095611
1710.0 -0.928343 -2.284527
1720.0 -0.957991 -2.220588
1730.0 -1.444207 -2.722588
1740.0 -1.429111 -2.584782
1750.0 -1.495455 -2.803622
1760.0 -1.277289 -2.351431
1770.0 -1.629799 -2.696504
1780.0 -1.071467 -2.630547
1790.0 -1.493651 -2.075452
1800.0 -1.020222 -2.313397
1810.0 -1.254518 -2.44933
1820.0 -0.863881 -1.960854
1830.0 -1.109951 -2.544481
1840.0 -2.162443 -2.825799
1850.0 -1.146725 -2.486452
1860.0 -1.551837 -2.492506
1870.0 -1.16406 -2.132868
1880.0 -1.495528 -3.080693
1890.0 -0.99279 -2.285351
1900.0 -1.138279 -2.457
1910.0 -0.820183 -2.185503
1920.0 -0.981847 -2.447258
1930.0 -1.252412 -2.12603
1940.0 -1.198333 -2.035307
1950.0 -1.065166 -2.458269
1960.0 -1.45059 -2.605161
1970.0 -1.21255 -2.25014
1980.0 -1.264271 -2.369859
1990.0 -1.260052 -2.04485
2000.0 -1.598767 -2.919
2010.0 -1.182591 -2.217244
2020.0 -1.139524 -2.194176
2030.0 -1.311675 -2.203643
2040.0 -1.769714 -2.759697
2050.0 -1.055452 -2.362347
2060.0 -1.128952 -2.301578
2070.0 -1.193918 -2.257022
2080.0 -1.279855 -2.456924
2090.0 -1.292715 -2.531493
2100.0 -1.264569 -2.275916
2110.0 -1.11838 -2.601285
2120.0 -1.373243 -2.35907
2130.0 -1.589986 -2.455356
2140.0 -1.352817 -2.419304
2150.0 -1.288723 -2.908458
2160.0 -1.100732 -2.057246
2170.0 -1.135591 -2.557245
2180.0 -1.326928 -1.886325
2190.0 -1.490182 -2.593541
2200.0 -1.244142 -2.301244
2210.0 -1.324661 -2.223687
2220.0 -1.161069 -2.189249
2230.0 -1.336182 -2.551293
2240.0 -1.538988 -2.561451
2250.0 -0.871924 -2.485618
2260.0 -1.048099 -1.896706
2270.0 -1.224634 -2.095378
2280.0 -1.312356 -1.997711
2290.0 -1.352186 -2.342039
2300.0 -1.112126 -2.373285
2310.0 -1.487026 -2.645037
2320.0 -0.918321 -1.958004
2330.0 -1.171316 -2.011192
2340.0 -1.271283 -2.09562
2350.0 -0.866586 -2.09164
2360.0 -1.360043 -2.856356
2370.0 -1.060031 -1.911962
2380.0 -1.160271 -2.381089
2390.0 -1.25766 -2.621542
2400.0 -1.08958 -2.275579
2410.0 -0.957787 -2.403445
2420.0 -0.990492 -1.914454
2430.0 -1.252587 -2.280011
2440.0 -1.274688 -2.934928
2450.0 -1.530718 -2.894239
2460.0 -1.387617 -2.873288
2470.0 -1.021616 -2.222997
2480.0 -1.216202 -2.307001
2490.0 -1.261482 -2.205021
2500.0 -1.024573 -2.248519
2510.0 -1.019744 -2.202204
2520.0 -0.912424 -2.696525
2530.0 -1.206274 -1.920928
2540.0 -1.535089 -3.028557
2550.0 -1.232623 -1.985321
2560.0 -1.423681 -3.062117
2570.0 -1.056865 -2.180025
2580.0 -1.183995 -2.405765
2590.0 -1.122598 -2.677204
2600.0 -1.405789 -2.163884
2610.0 -1.183561 -2.410444
2620.0 -0.871885 -2.200517
2630.0 -1.574698 -2.473806
2640.0 -1.083958 -1.811971
2650.0 -1.122672 -2.598432
2660.0 -1.128188 -1.97824
2670.0 -1.179538 -2.676388
2680.0 -1.021956 -2.132128
2690.0 -0.929291 -2.261721
2700.0 -1.264112 -1.926546
2710.0 -0.732854 -2.741517
2720.0 -1.078616 -2.180297
2730.0 -1.346313 -2.429425
2740.0 -1.282534 -2.129902
2750.0 -1.177241 -2.007703
2760.0 -1.154511 -2.246099
2770.0 -0.894549 -2.554305
2780.0 -0.571819 -2.449074
2790.0 -1.249116 -2.699698
2800.0 -1.215181 -2.148026
2810.0 -0.623122 -2.464379
2820.0 -1.130663 -2.097366
2830.0 -1.076686 -2.27771
2840.0 -1.38481 -2.471604
2850.0 -1.0001 -2.230228
2860.0 -1.290224 -2.647763
2870.0 -1.236525 -2.513555
2880.0 -1.90527 -2.814735
2890.0 -1.493687 -2.729715
2900.0 -1.309151 -2.628755
2910.0 -1.260034 -2.683656
2920.0 -1.460474 -2.485034
2930.0 -1.176847 -2.36482
2940.0 -1.175195 -3.035564
2950.0 -1.459727 -2.819766
2960.0 -1.414274 -2.643124
2970.0 -1.683066 -2.577311
2980.0 -1.235412 -2.088386
2990.0 -1.275186 -1.692677
3000.0 -1.231747 -2.412638
3010.0 -1.283865 -2.357045
3020.0 -0.975776 -2.12888
3030.0 -1.246665 -2.798897
3040.0 -1.173692 -2.5724
3050.0 -1.220241 -2.224118
3060.0 -1.195564 -2.003971
3070.0 -1.307593 -2.664498
3080.0 -0.826569 -2.286387
3090.0 -0.688364 -2.544512
3100.0 -0.963415 -1.935075
3110.0 -1.142143 -2.307388
3120.0 -1.383746 -2.550517
3130.0 -1.434669 -2.756203
3140.0 -1.246454 -2.397583
3150.0 -1.496785 -2.012166
3160.0 -1.250672 -2.538284
3170.0 -1.172428 -1.918285
3180.0 -1.161869 -2.344495
3190.0 -1.450089 -2.72799
3200.0 -1.37699 -2.373811
3210.0 -1.014552 -2.301065
3220.0 -1.008467 -2.01376
3230.0 -1.021565 -2.169672
3240.0 -0.746058 -2.581857
3250.0 -1.855227 -3.082933
3260.0 -1.515378 -2.883694
3270.0 -1.188843 -2.104311
3280.0 -1.058328 -2.25188
3290.0 -1.342884 -2.324272
3300.0 -1.01421 -2.567197
3310.0 -1.127382 -2.230323
3320.0 -1.318917 -2.279294
3330.0 -1.064059 -2.152112
3340.0 -1.190437 -2.468431
3350.0 -1.235821 -2.514004
3360.0 -1.630891 -2.691173
3370.0 -1.422594 -2.284311
3380.0 -1.001376 -2.191798
3390.0 -1.206298 -2.324365
3400.0 -1.10566 -2.27893
3410.0 -1.273826 -1.896421
3420.0 -1.207246 -2.124336
3430.0 -1.02205 -2.62575
3440.0 -1.204535 -2.307063
3450.0 -1.28206 -2.10374
3460.0 -1.555234 -2.955868
3470.0 -1.432862 -2.545636
3480.0 -1.105528 -1.849484
3490.0 -1.078761 -2.232466
3500.0 -1.333626 -2.669136
3510.0 -1.085316 -2.069764
3520.0 -1.035181 -2.306333
3530.0 -1.052477 -2.446411
3540.0 -1.410738 -2.450473
3550.0 -1.225558 -2.376116
3560.0 -1.021414 -2.533196
3570.0 -0.860523 -2.506048
3580.0 -1.110321 -2.366617
3590.0 -1.096616 -2.320707
3600.0 -0.867623 -1.898387
3610.0 -1.222427 -2.34851
3620.0 -1.02921 -2.529848
3630.0 -1.155704 -2.230308
3640.0 -1.257445 -2.50254
3650.0 -1.274822 -2.578443
3660.0 -1.556059 -2.570509
3670.0 -1.044915 -2.353903
3680.0 -1.472141 -2.756444
3690.0 -1.359891 -2.924732
3700.0 -1.146011 -2.108859
3710.0 -1.578927 -2.984995
3720.0 -1.363257 -2.586843
3730.0 -1.723722 -3.104149
3740.0 -1.282354 -2.986955
3750.0 -1.231841 -2.328743
3760.0 -1.034396 -2.2853
3770.0 -0.925396 -2.4349
3780.0 -1.357611 -2.926713
3790.0 -1.377779 -2.532849
3800.0 -1.329053 -2.412025
3810.0 -1.745449 -2.827053
3820.0 -1.211732 -2.270914
3830.0 -1.277806 -2.316063
3840.0 -1.169019 -2.061829
3850.0 -1.215505 -2.209287
3860.0 -1.075141 -2.578116
3870.0 -0.805066 -2.495986
3880.0 -1.168245 -2.61758
3890.0 -1.454089 -2.859707
3900.0 -1.178668 -1.709304
3910.0 -1.147986 -2.339041
3920.0 -0.801442 -2.263981
3930.0 -1.009776 -2.229637
3940.0 -1.821075 -2.667183
3950.0 -1.10956 -2.507921
3960.0 -1.283409 -1.950162
3970.0 -1.300155 -2.379882
3980.0 -1.047347 -2.141528
3990.0 -1.622191 -2.935236
4000.0 -1.450734 -2.696804
4010.0 -1.257361 -2.305038
4020.0 -1.156011 -2.518983
4030.0 -1.107717 -2.634236
4040.0 -1.449036 -2.627695
4050.0 -1.412903 -2.183338
4060.0 -1.529497 -2.00445
4070.0 -1.243269 -2.022165
4080.0 -0.916857 -2.277414
4090.0 -1.094307 -2.503008
4100.0 -1.196851 -2.349826
4110.0 -1.069136 -2.276457
4120.0 -0.6751 -2.823583
4130.0 -1.259679 -2.426443
4140.0 -1.099678 -2.05772
4150.0 -1.566003 -2.932751
4160.0 -1.680744 -2.770346
4170.0 -0.971278 -2.43753
4180.0 -1.542729 -2.53271
4190.0 -1.108211 -2.525926
4200.0 -1.369864 -2.824892
4210.0 -1.145527 -2.180941
4220.0 -1.311099 -2.279841
4230.0 -1.076105 -2.246906
4240.0 -1.096331 -2.580039
4250.0 -1.48569 -2.021296
4260.0 -1.179911 -1.801947
4270.0 -0.994464 -1.909013
4280.0 -1.409744 2.926082
4290.0 -0.798743 -2.359806
4300.0 -1.34167 -3.064849
4310.0 -1.22842 -2.028186
4320.0 -1.406129 -2.417731
4330.0 -1.072027 -2.446392
4340.0 -0.896912 -2.437273
4350.0 -1.232919 -2.267674
4360.0 -1.09587 -2.259393
4370.0 -1.381435 -2.301879
4380.0 -0.856309 -1.878917
4390.0 -1.069627 -2.541547
4400.0 -0.947445 -2.319121
4410.0 -0.982892 -2.503252
4420.0 -1.355358 -2.827469
4430.0 -1.005226 -2.540047
4440.0 -1.829462 -2.711536
4450.0 -1.401339 -3.04696
4460.0 -1.534055 -2.734973
4470.0 -1.358296 -2.681634
4480.0 -1.412986 -2.27961
4490.0 -1.300722 -2.071348
4500.0 -1.53462 -2.921095
4510.0 -1.324799 -2.465308
4520.0 -1.246288 -2.238716
4530.0 -1.414271 -1.924908
4540.0 -1.091428 -2.485368
4550.0 -1.393272 -2.175799
4560.0 -1.252377 -2.564618
4570.0 -1.58388 -2.543703
4580.0 -1.005681 -2.578592
4590.0 -1.222973 -2.496374
4600.0 -1.160436 -2.28427
4610.0 -1.130625 -2.090042
4620.0 -1.264426 -2.596796
4630.0 -1.148762 -2.342013
4640.0 -1.459329 -2.66302
4650.0 -1.369419 -2.750736
4660.0 -1.163767 -2.083166
4670.0 -1.321194 -2.188671
4680.0 -1.612474 -2.609072
4690.0 -1.507161 -3.017079
4700.0 -1.789063 -2.697779
4710.0 -1.480094 -2.921643
4720.0 -1.482959 -2.813813
4730.0 -1.321075 -1.91424
4740.0 -1.297366 -2.271917
4750.0 -1.218293 -2.17073
4760.0 -1.271412 -2.139881
4770.0 -1.397915 -2.264049
4780.0 -1.166641 -2.501716
4790.0 -1.526645 -2.3225
4800.0 -1.205998 -2.390989
4810.0 -1.415588 -2.455898
4820.0 -1.270608 -2.293622
4830.0 -1.18741 -2.393787
4840.0 -1.19434 -2.780185
4850.0 -1.50542 -2.360018
4860.0 -1.17802 -2.372699
4870.0 -1.086986 -2.288669
4880.0 -1.039892 -2.183024
4890.0 -1.273462 -2.035194
4900.0 -1.162422 -1.939384
4910.0 -1.32958 -2.632041
4920.0 -1.157615 -2.475188
4930.0 -0.987472 -2.257295
4940.0 -1.229423 -1.757328
4950.0 -1.220033 -2.715707
4960.0 -1.200741 -2.38704
4970.0 -1.319959 -2.498438
4980.0 -1.147806 -2.549778
4990.0 -1.09929 -2.13214
5000.0 -1.032128 -2.092195
5010.0 -0.909124 -2.074377
5020.0 -1.264791 -2.368894
5030.0 -1.179343 -2.427356
5040.0 -1.156471 -2.348266
5050.0 -1.735996 3.011637
5060.0 -1.528977 -2.565941
5070.0 -1.434412 -2.868059
5080.0 -1.53133 -2.597706
5090.0 -0.98927 -2.516669
5100.0 -0.727121 -1.806303
5110.0 -1.24365 -2.019446
5120.0 -1.523205 -3.00726
5130.0 -1.082447 -1.990983
5140.0 -1.138312 -2.567772
5150.0 -0.98512 -2.373549
5160.0 -1.43205 -2.705433
5170.0 -1.34759 -2.995034
5180.0 -1.457675 -2.738459
5190.0 -1.483731 -2.226764
5200.0 -1.446851 -2.361906
5210.0 -1.033008 -2.438937
5220.0 -1.361999 -2.727396
5230.0 -1.298817 -2.737219
5240.0 -1.577581 -2.002736
5250.0 -1.312307 -2.53387
5260.0 -1.412241 -2.849192
5270.0 -1.594692 -2.796881
5280.0 -0.82481 -2.427604
5290.0 -1.132976 -2.056515
5300.0 -1.302015 -2.286926
5310.0 -1.367011 -2.464299
5320.0 -0.990312 -2.030302
5330.0 -1.279683 -2.716872
5340.0 -1.146145 -2.147215
5350.0 -1.281683 -2.249358
5360.0 -1.296997 -2.62069
5370.0 -0.795804 -2.214708
5380.0 -1.177346 -2.624825
5390.0 -1.19531 -2.493779
5400.0 -1.129109 -2.084517
5410.0 -1.21974 -2.526212
5420.0 -1.559507 -3.07488
5430.0 -1.119816 -2.651402
5440.0 -1.39332 -2.617079
5450.0 -1.227116 -2.574305
5460.0 -1.339826 -2.312358
5470.0 -0.953912 -2.322926
5480.0 -1.087429 -2.523353
5490.0 -1.059008 -2.06627
5500.0 -1.334844 -2.632264
5510.0 -1.1271 -2.703651
5520.0 -1.214103 -2.003457
5530.0 -1.0831 -2.082209
5540.0 -1.27585 -1.981756
5550.0 -1.331116 -2.344948
5560.0 -0.924635 -2.156254
5570.0 -1.12792 -2.224622
5580.0 -1.150841 -1.998974
5590.0 -0.681895 -2.270168
5600.0 -1.129582 -2.170341
5610.0 -0.998653 -2.13262
5620.0 -1.421761 -1.91757
5630.0 -1.313965 -2.257201
5640.0 -1.125198 -2.493271
5650.0 -0.976134 -2.043338
5660.0 -1.273278 -1.856105
5670.0 -1.585138 -2.896613
5680.0 -1.302168 -2.414804
5690.0 -1.704406 -2.794418
5700.0 -1.02301 -2.124623
5710.0 -1.293869 -1.925762
5720.0 -1.1287 -1.984074
5730.0 -1.604004 -2.673388
5740.0 -1.324694 -2.014073
5750.0 -2.142015 -3.044606
5760.0 -1.073916 -2.238648
5770.0 -1.485645 -2.763714
5780.0 -2.376779 -2.623154
5790.0 -1.416932 -2.706925
5800.0 -1.221506 -2.482118
5810.0 -1.443842 -2.852772
5820.0 -1.246292 -2.108253
5830.0 -1.783508 -2.916633
5840.0 -1.785218 -3.054261
5850.0 -1.122222 -2.252061
5860.0 -1.180987 -2.291463
5870.0 -1.111776 -2.31626
5880.0 -0.95541 -2.405122
5890.0 -1.132621 -2.176946
5900.0 -0.951299 -2.240711
5910.0 -1.052817 -2.625811
5920.0 -1.141405 -1.932315
5930.0 -0.902677 -2.272141
5940.0 -1.189313 -2.598463
5950.0 -1.365516 -2.642521
5960.0 -1.250328 -2.597634
5970.0 -1.398299 -2.427235
5980.0 -1.12711 -2.369416
5990.0 -1.225792 -2.462012
6000.0 -1.103948 -2.259554
6010.0 -1.334942 -2.61989
6020.0 -1.360337 -2.622568
6030.0 -1.653836 -2.827868
6040.0 -1.804342 3.028871
6050.0 -1.506116 -2.768601
6060.0 -1.628212 -2.493391
6070.0 -1.384066 -2.692585
6080.0 -0.933823 -2.236325
6090.0 -1.16115 -2.476213
6100.0 -1.27165 -2.210015
6110.0 -1.097769 -1.961441
6120.0 -1.44806 -2.573474
6130.0 -1.118216 -2.019736
6140.0 -1.129103 -1.88413
6150.0 -1.295176 -2.535339
6160.0 -1.214385 -2.587982
6170.0 -1.613471 -2.652346
6180.0 -1.308089 -2.352469
6190.0 -0.972296 -2.364212
6200.0 -1.213965 -2.426617
6210.0 -1.043541 -2.30322
6220.0 -1.41152 -2.878431
6230.0 -1.30171 -2.611426
6240.0 -1.286894 -1.697974
6250.0 -1.029706 -2.514955
6260.0 -1.527109 -2.783475
6270.0 -1.255462 -2.275197
6280.0 -1.150509 -2.497678
6290.0 -1.213234 -1.795029
6300.0 -1.175825 -2.246817
6310.0 -0.930816 -2.596239
6320.0 -1.498996 -2.602445
6330.0 -1.238834 -2.464695
6340.0 -1.240821 -2.2619
6350.0 -0.717562 -2.560034
6360.0 -1.132301 -2.231215
6370.0 -0.942176 -2.542317
6380.0 -1.709822 2.966312
6390.0 -1.41522 -2.572412
6400.0 -1.328227 -2.682273
6410.0 -1.292381 -2.792631
6420.0 -1.379166 -2.943891
6430.0 -1.652104 -3.011884
6440.0 -1.322257 3.000605
6450.0 -1.551022 -2.735606
6460.0 -1.555378 -2.735636
6470.0 -1.23817 -2.792914
6480.0 -1.308229 -2.352013
6490.0 -1.160708 -2.355546
6500.0 -1.66329 -2.634704
6510.0 -1.102568 -2.25227
6520.0 -1.426371 -2.513671
6530.0 -1.113059 -2.403687
6540.0 -1.292555 -2.475842
6550.0 -0.975376 -2.172071
6560.0 -1.41568 -2.705742
6570.0 -1.301094 -2.668197
6580.0 -1.537567 -1.906441
6590.0 -1.080876 -2.22108
6600.0 -1.383083 -2.784921
6610.0 -1.531101 -2.70209
6620.0 -1.09517 -2.071356
6630.0 -1.036814 -2.329923
6640.0 -1.644905 3.092681
6650.0 -1.615994 -3.122806
6660.0 -1.018973 -2.414523
6670.0 -1.380584 -2.725568
6680.0 -1.152152 -2.80993
6690.0 -1.127853 -2.550511
6700.0 -1.701548 -2.655653
6710.0 -1.545354 -3.082143
6720.0 -1.259732 -2.44971
6730.0 -1.442919 2.96849
6740.0 -1.108302 -2.600615
6750.0 -0.956875 -2.351416
6760.0 -0.759553 -2.311365
6770.0 -1.194531 -2.047411
6780.0 -1.178359 -2.548365
6790.0 -1.978132 -1.918605
6800.0 -1.134616 -2.343743
6810.0 -1.292856 -2.640363
6820.0 -1.091245 -2.066062
6830.0 -1.175932 -2.59127
6840.0 -1.150541 -2.780511
6850.0 -1.014761 -2.167019
6860.0 -1.322835 -2.104107
6870.0 -1.414954 -2.768278
6880.0 -1.11089 -2.305467
6890.0 -1.03479 -2.531149
6900.0 -1.323337 -2.668138
6910.0 -0.898829 -2.287918
6920.0 -1.182831 -2.402791
6930.0 -1.472917 -2.773823
6940.0 -1.354698 -2.540955
6950.0 -1.240365 -2.633038
6960.0 -1.060943 -2.468547
6970.0 -0.959543 -2.325679
6980.0 -1.471439 -2.204099
6990.0 -1.404773 -1.871882
7000.0 -1.356584 -3.010385
7010.0 -1.622824 -2.517337
7020.0 -1.224557 -2.107243
7030.0 -1.363869 -2.49026
7040.0 -1.209878 -2.378466
7050.0 -1.095963 -2.75407
7060.0 -1.357564 -2.137926
7070.0 -1.350151 -2.105603
7080.0 -1.156389 -2.793601
7090.0 -1.448802 -2.737122
7100.0 -1.262561 -2.034745
7110.0 -1.354567 -2.651606
7120.0 -1.19575 -2.139197
7130.0 -1.467186 -1.923402
7140.0 -1.092401 -1.935051
7150.0 -1.045387 -2.480682
7160.0 -1.190849 -2.860942
7170.0 -1.240532 -2.134397
7180.0 -1.176177 -2.381875
7190.0 -1.133812 -2.250146
7200.0 -1.091385 -2.327036
7210.0 -0.852906 -2.464468
7220.0 -1.21914 -2.380959
7230.0 -1.073232 -2.022018
7240.0 -1.453812 -2.088608
7250.0 -1.199136 -2.097802
7260.0 -1.137279 -2.668748
7270.0 -1.071434 -2.34355
7280.0 -1.274399 -2.619004
7290.0 -1.037965 -2.264708
7300.0 -1.031467 -2.228487
7310.0 -1.393249 -2.403665
7320.0 -1.272475 -2.866048
7330.0 -1.232833 -2.309228
7340.0 -1.227473 -1.951048
7350.0 -0.981409 -1.981327
7360.0 -0.973585 -2.299564
7370.0 -1.228145 -2.401453
7380.0 -1.293541 -2.354971
7390.0 -0.968112 -2.240887
7400.0 -1.236779 -1.819704
7410.0 -1.350935 -2.374222
7420.0 -1.233647 -2.378928
7430.0 -1.472316 -2.453326
7440.0 -1.552764 -2.099707
7450.0 -1.604524 -2.909826
7460.0 -1.55586 -2.688794
7470.0 -1.660469 -2.862308
7480.0 -1.254967 -2.419319
7490.0 -1.395267 -2.222104
7500.0 -0.854327 -2.524548
7510.0 -0.680927 -2.258246
7520.0 -1.339963 -2.275651
7530.0 -0.902133 -2.173454
7540.0 -1.365789 -1.779897
7550.0 -1.455047 -1.713103
7560.0 -1.029356 -1.960854
7570.0 -1.072145 -2.552232
7580.0 -1.202326 -1.810403
7590.0 -1.097149 -2.009891
7600.0 -1.415374 -2.467391
7610.0 -1.318665 -1.764897
7620.0 -1.157086 -2.268121
7630.0 -1.047004 -2.293234
7640.0 -0.961084 -2.192796
7650.0 -1.692036 3.116355
7660.0 -1.496789 -2.603326
7670.0 -1.224768 -2.311265
7680.0 -1.444377 -2.656003
7690.0 -1.065398 -2.21474
7700.0 -1.13362 -2.113166
7710.0 -1.384516 -2.995389
7720.0 -1.132748 -2.079419
7730.0 -1.442743 -2.86496
7740.0 -0.904389 -2.607228
7750.0 -0.986517 -2.336424
7760.0 -1.462335 -2.924076
7770.0 -1.498471 -2.7376
7780.0 -1.213218 -2.210602
7790.0 -1.21581 -2.385144
7800.0 -1.349081 -2.37277
7810.0 -1.241016 -2.013143
7820.0 -1.421346 -2.441288
7830.0 -0.980861 -2.44657
7840.0 -1.007305 -2.262588
7850.0 -1.16843 -1.977294
7860.0 -1.501636 -2.882788
7870.0 -1.337472 -2.650539
7880.0 -1.618123 -2.528854
7890.0 -1.481295 -2.606674
7900.0 -1.410742 -2.411493
7910.0 -1.216348 -2.178792
7920.0 -1.029108 -2.196201
7930.0 -0.839082 -2.112949
7940.0 -1.85694 -2.662793
7950.0 -1.251838 -2.227477
7960.0 -1.305631 -2.16207
7970.0 -1.134407 -2.268153
7980.0 -1.17785 -2.703185
7990.0 -1.038961 -2.466556
8000.0 -1.191664 -1.863324
8010.0 -1.172416 -2.396646
8020.0 -1.456391 -2.895715
8030.0 -1.387153 -2.192091
8040.0 -1.382106 -2.400331
8050.0 -1.376029 -2.741011
8060.0 -1.405838 -2.665386
8070.0 -1.510596 -2.497305
8080.0 -0.799067 -2.426512
8090.0 -1.241361 -2.733639
8100.0 -1.469445 -2.565962
8110.0 -1.330667 -1.79955
8120.0 -1.200609 -2.130825
8130.0 -1.251052 -2.11662
8140.0 -1.066859 -2.402506
8150.0 -1.821061 -2.826809
8160.0 -0.939719 -2.333008
8170.0 -1.0788 -2.117391
8180.0 -1.053571 -2.228049
8190.0 -1.337023 -2.383092
8200.0 -0.72155 -2.20639
8210.0 -1.397381 -2.911103
8220.0 -1.077432 -2.136031
8230.0 -1.139253 -2.497092
8240.0 -1.268864 -2.293548
8250.0 -1.126754 -2.390028
8260.0 -1.239969 -2.014018
8270.0 -1.190541 -2.141568
