time phi1_2 psi1_2 omega1_2
99760.0 0.986082 -3.135856 3.130471
99770.0 0.858862 -3.086885 -2.889204
99780.0 0.979115 2.952573 -2.832498
99790.0 0.713273 -2.655488 -2.974125
99800.0 1.153151 2.879125 -3.090379
99810.0 1.227299 -2.856434 -2.947029
99820.0 0.957108 -3.032931 -2.997755
99830.0 1.056953 3.130082 -2.635577
99840.0 1.05421 -2.783187 -2.820037
99850.0 1.205897 -2.939019 -0.982756
99860.0 0.995303 -2.992566 -3.09159
99870.0 1.108674 1.76334 -3.105204
99880.0 1.014989 -2.925402 -2.626319
99890.0 1.180466 -2.989562 2.89443
99900.0 0.76909 -2.866022 -2.91277
99910.0 1.09869 -3.035511 -2.916455
99920.0 1.117565 -3.063381 -3.062096
99930.0 1.131308 -2.924625 -3.020273
99940.0 1.390902 -3.074492 -2.991015
99950.0 1.306737 -2.827739 -0.851242
99960.0 1.125955 2.971892 -2.905416
99970.0 1.19103 -2.664388 0.979574
99980.0 -0.432818 -3.089105 -2.906416
99990.0 1.64052 -2.786698 -1.020336
100000.0 0.940072 -2.971797 1.146696
100010.0 0.868059 -3.13916 1.152719
100020.0 1.101749 -2.980618 -3.124921
100030.0 0.974792 -2.154822 -0.769413
100040.0 -0.393034 -2.917636 1.012481
100050.0 1.137753 -3.102654 -3.044851
100060.0 1.039716 -2.867283 -2.961689
100070.0 1.100014 -2.977877 -2.937369
100080.0 1.244744 2.842662 3.1362
100090.0 1.187247 -2.947944 -1.126359
100100.0 1.08022 -2.896955 -0.954807
100110.0 1.331857 -3.006921 -0.941849
100120.0 1.215354 -2.801711 1.151264
100130.0 1.007211 3.093029 -1.243125
100140.0 0.914491 2.913947 -3.031539
100150.0 1.338659 -2.863035 -3.12718
100160.0 1.161844 -3.008971 -2.905552
100170.0 1.290491 -3.053105 -2.715533
100180.0 1.295019 -2.834674 -2.842428
100190.0 1.515402 -2.77958 -2.76738
100200.0 1.140938 2.795469 -0.843619
100210.0 0.835538 -2.408177 -0.892652
100220.0 1.113217 -2.913794 -0.769138
100230.0 0.985297 3.05444 -1.045766
100240.0 1.118106 -3.068322 -1.275148
100250.0 1.250737 -2.556818 -1.190654
100260.0 1.246363 3.073049 -0.895006
100270.0 0.91946 -2.873157 -1.178154
100280.0 1.390206 -2.792157 -3.109288
100290.0 0.980427 -2.880033 3.108016
100300.0 0.993226 -2.764791 -1.336942
100310.0 0.862768 -1.676458 -0.799271
100320.0 1.053995 2.615522 -1.021379
100330.0 0.958591 2.601209 -1.151675
100340.0 1.518453 -3.134161 -3.045309
100350.0 0.849249 -2.773908 -0.796332
100360.0 1.111388 -3.057531 -2.838947
100370.0 1.394662 -2.76478 -0.915894
100380.0 0.864503 -1.580129 -1.033247
100390.0 1.095649 -2.205585 -0.936674
100400.0 1.088807 -3.115619 -1.153405
100410.0 0.82349 -2.932323 -2.882688
100420.0 1.416456 -2.801814 -0.865317
100430.0 1.125156 -2.759248 -1.063585
100440.0 0.73715 2.954775 -0.61641
100450.0 1.136315 -2.834617 -0.933091
100460.0 1.267733 -3.06196 -2.896388
100470.0 1.29683 -2.800881 -2.703485
100480.0 1.183334 -3.025721 -0.953504
100490.0 1.028079 -2.769482 -1.275326
100500.0 1.238927 3.058026 3.092435
100510.0 1.476111 -2.801433 -1.263734
100520.0 1.054958 2.745376 -0.666394
100530.0 -0.59342 -3.070725 -0.858342
100540.0 0.950918 -3.088764 -1.089695
100550.0 0.838271 -2.69919 -1.018901
100560.0 1.160855 3.065626 -2.951773
100570.0 1.351661 -3.010702 -2.899428
100580.0 1.179955 -2.910318 -2.740647
100590.0 0.990024 -2.752473 -0.833996
100600.0 1.202479 -2.882337 -1.059565
100610.0 0.886684 -1.725907 -0.713808
100620.0 1.282819 -2.97747 -2.872799
100630.0 0.917359 2.927712 -2.984668
100640.0 1.366331 -3.061047 3.108872
100650.0 0.729129 2.861108 -1.04849
100660.0 1.281663 -2.860419 -2.86392
100670.0 1.465354 -3.137698 -2.817261
100680.0 0.948585 2.736894 -1.054443
100690.0 1.170936 -1.319404 -0.794978
100700.0 1.086821 -2.847481 -3.011526
100710.0 1.274342 -3.090456 -3.058854
100720.0 1.349439 -3.035437 -2.790346
100730.0 0.969522 -3.033821 -2.850217
100740.0 0.956914 2.782045 -0.675183
100750.0 1.060341 -2.932994 -1.118072
100760.0 1.203799 -3.112445 -3.014286
100770.0 0.917275 -2.90493 -2.991503
100780.0 1.084135 -3.090698 -2.912808
100790.0 1.333185 -2.793274 -3.013448
100800.0 0.907677 2.739753 -0.955344
100810.0 1.332145 -2.531855 -3.083349
100820.0 1.048508 -2.798492 1.246787
100830.0 1.28117 -2.832104 -2.656137
100840.0 1.317579 -2.707413 0.754872
100850.0 0.825627 3.027179 -2.993108
100860.0 0.959761 -2.852595 -2.872102
100870.0 1.00193 -2.88987 -2.933531
100880.0 0.818501 -2.48986 1.208016
100890.0 1.159021 -2.773007 -2.839762
100900.0 0.904951 -3.049585 1.000751
100910.0 1.124721 -2.983295 0.824271
100920.0 1.126008 -2.423255 1.292298
100930.0 1.025773 3.046917 -2.852088
100940.0 1.122494 -2.619409 -3.005075
100950.0 1.2683 -3.137673 3.1072
100960.0 0.983797 2.939813 -1.037527
100970.0 0.971699 2.68013 -0.819953
100980.0 0.776534 3.117632 -2.805962
100990.0 1.108616 -2.768484 -3.087337
101000.0 1.239539 -2.87124 -0.662369
101010.0 1.336569 -2.893708 3.113638
101020.0 0.950201 -2.97562 -1.331897
101030.0 1.322002 -2.922995 -2.855159
101040.0 1.214093 -3.079957 -2.826293
101050.0 0.729089 -3.129965 -0.861073
101060.0 1.196829 3.077813 -3.041399
101070.0 1.189803 -2.970813 -2.999993
101080.0 1.258487 -3.063621 -3.036585
101090.0 1.511231 2.622457 -1.032598
101100.0 0.979225 3.028155 -1.001409
101110.0 0.880202 3.023884 -2.949723
101120.0 1.37737 -3.036673 -2.979303
101130.0 0.905718 -1.904386 -0.916238
101140.0 1.102094 -3.117174 -2.594974
101150.0 1.223516 -2.925774 -3.03635
101160.0 1.096604 -1.659049 -0.803469
101170.0 1.004311 -2.738784 3.097226
101180.0 1.135736 2.958107 -3.09833
101190.0 1.080271 -3.016416 -3.076295
101200.0 0.668615 2.943355 -2.918749
101210.0 1.115554 2.350454 3.112767
101220.0 1.113057 3.089497 2.893972
101230.0 1.247596 -2.855857 -3.108044
101240.0 1.237709 -2.984474 -2.937161
101250.0 1.13626 -2.84137 -3.130277
101260.0 1.069362 -2.922285 -3.139675
101270.0 1.152326 -3.082781 -3.09166
101280.0 1.080768 -2.855168 -3.062649
101290.0 0.378429 2.97579 1.102605
101300.0 1.281137 -3.115425 -2.867956
101310.0 0.993516 -2.765783 -2.857652
101320.0 0.926322 3.109162 -2.729274
101330.0 1.064082 -2.982667 -2.859052
101340.0 0.959452 3.120492 -3.06189
101350.0 1.213813 -2.979663 3.067423
101360.0 0.93046 -2.976464 -3.129983
101370.0 1.059486 -2.784721 -3.05085
101380.0 1.153309 -3.05207 3.136444
101390.0 1.138758 -3.064142 -2.606103
101400.0 1.006752 -3.080142 3.135684
101410.0 1.24999 -2.758387 3.089826
101420.0 0.7175 -3.043694 -2.558245
101430.0 0.96944 -2.987984 3.133996
101440.0 1.151738 2.717409 -3.01621
101450.0 1.306469 -3.011546 -2.880778
101460.0 1.014991 -2.634903 -3.044783
101470.0 1.14501 -2.741561 3.130526
101480.0 0.965084 2.958995 -2.893483
101490.0 0.943386 -3.089171 -2.866514
101500.0 1.26901 -3.070675 -2.896167
101510.0 1.208808 -2.409551 -3.130512
101520.0 1.153707 -2.83649 -1.103158
101530.0 0.967553 -2.896493 3.053934
101540.0 1.141806 -2.884118 3.005456
101550.0 1.175526 -3.010943 -1.088055
101560.0 0.985263 -2.640324 -3.097169
101570.0 1.089943 -2.888729 -3.076661
101580.0 1.397145 -2.997598 -3.00953
101590.0 1.225789 -2.898801 3.086159
101600.0 1.213941 -2.833724 -2.889337
101610.0 1.455053 -2.515953 -0.813577
101620.0 1.079645 -2.912017 -2.940341
101630.0 1.287253 -2.864156 -3.056458
101640.0 0.964093 -2.741271 -3.122088
101650.0 0.955822 -2.918223 -2.763209
101660.0 0.846416 -2.841497 -2.91413
101670.0 1.13136 3.02553 -3.085883
101680.0 1.097594 -2.965353 -3.07606
101690.0 0.662383 3.088934 -3.033669
101700.0 0.867633 3.005728 -2.934795
101710.0 0.858736 2.952322 -2.728316
101720.0 1.01876 -2.535908 3.106773
101730.0 1.127626 -3.020069 -3.140379
101740.0 1.095007 -3.047546 -2.974562
101750.0 1.123886 -2.90381 -2.921988
101760.0 1.020439 -3.061385 -2.795301
101770.0 1.351787 -2.773447 -3.113804
101780.0 1.054761 -3.016501 -3.097974
101790.0 0.909797 -2.786043 -1.118355
101800.0 1.076922 -3.040881 -1.16102
101810.0 0.708446 2.955104 -2.941542
101820.0 1.297947 -2.599257 -1.118523
101830.0 0.979177 -2.927879 -3.034608
101840.0 1.385752 -3.080967 -0.656903
101850.0 1.098547 3.129028 -2.923421
101860.0 1.002838 -2.754186 -2.873387
101870.0 1.348509 -2.990562 -1.209789
101880.0 1.352536 -2.726421 -2.975413
101890.0 1.214277 -2.956258 -2.818254
101900.0 1.270743 -3.052261 -3.129606
101910.0 0.698763 2.714281 -3.011644
101920.0 1.088802 -2.450356 -0.956157
101930.0 1.488331 -2.841264 -0.674095
101940.0 1.044687 -3.045648 -0.697179
101950.0 0.892042 2.092992 -3.088026
101960.0 0.44542 2.809912 -0.91114
101970.0 1.174214 -2.551092 -1.091912
101980.0 1.157734 3.137313 -2.840696
101990.0 1.198247 -2.682188 -3.027456
102000.0 1.114351 -2.441986 -2.989675
102010.0 1.137923 -2.748069 -2.811962
102020.0 1.191288 -2.937969 -2.662722
102030.0 0.920332 -2.765602 -2.76179
102040.0 1.204022 -2.702352 -1.152952
102050.0 1.186577 -2.763239 -1.188639
102060.0 1.051569 -2.596918 -1.096214
102070.0 1.086262 -2.811153 -2.854716
102080.0 1.156816 -2.993299 -0.885902
102090.0 1.059434 -2.68994 1.154203
102100.0 0.646902 -2.795655 -1.024497
102110.0 0.976138 -2.33833 1.218175
102120.0 1.136663 -2.484371 1.143648
102130.0 1.006457 2.749885 -0.78779
102140.0 1.114514 -2.73221 -1.125158
102150.0 1.214187 -2.921891 -1.13327
102160.0 1.035528 -2.808843 -1.317516
102170.0 1.054455 -2.967076 -1.122977
102180.0 1.060989 2.395069 -2.92086
102190.0 1.023954 -2.901861 -3.019631
102200.0 0.963963 -2.950191 -2.969531
102210.0 1.161728 -2.808602 2.954268
102220.0 0.948427 -3.064079 -2.912073
102230.0 0.699709 2.559634 -3.103418
102240.0 1.247025 -2.955781 -2.865022
102250.0 1.113878 -2.774742 3.111162
102260.0 0.98312 -3.029965 -2.934335
102270.0 1.056428 -2.998029 2.991401
102280.0 0.980227 -2.976884 2.980057
102290.0 1.029369 2.69967 -3.030977
102300.0 1.021538 -2.71987 -2.935436
102310.0 1.081726 -2.871102 1.270287
102320.0 0.901565 -3.026282 -3.095439
102330.0 1.350372 -3.090715 -3.016885
102340.0 1.361249 -2.987538 -2.953258
102350.0 -1.639954 -3.073271 1.039716
102360.0 0.977417 -2.911688 -3.109808
102370.0 1.137031 -3.021438 -3.129908
102380.0 0.844515 -2.973581 -3.038771
102390.0 0.997151 -3.080569 -3.060662
102400.0 0.996853 -3.02342 -3.128966
102410.0 1.098466 2.831194 -3.005651
102420.0 0.762593 -2.822253 2.969085
102430.0 1.163593 3.026072 1.299303
102440.0 0.887343 3.087388 0.86761
102450.0 1.029102 -3.060519 1.057828
102460.0 1.200676 3.105719 -2.878882
102470.0 1.289673 2.978329 1.192047
102480.0 0.999297 2.835562 3.072832
102490.0 0.959261 -2.843158 -2.875096
102500.0 1.121528 -2.948466 -3.015027
102510.0 1.11436 3.081063 3.098892
102520.0 1.188435 -3.12034 1.149089
102530.0 1.331144 2.848358 1.186816
102540.0 0.837016 2.935889 1.195788
102550.0 0.940179 2.840961 -2.975331
102560.0 1.254494 -2.749595 2.875356
102570.0 1.06818 3.084971 -3.089519
102580.0 0.943609 -2.772273 -3.020537
102590.0 0.551828 3.012376 -1.144991
102600.0 1.36104 -2.982837 1.039209
102610.0 1.003158 3.101615 1.233608
102620.0 1.357593 -2.781099 -1.194026
102630.0 1.02907 -2.477438 0.875984
102640.0 0.92273 -1.989809 -2.943489
102650.0 1.247935 -2.895045 -2.899874
102660.0 1.03037 -3.000046 -2.975743
102670.0 0.93264 -2.572052 -2.963534
102680.0 1.148628 -3.002865 -2.906161
102690.0 1.149597 3.002104 -3.111816
102700.0 1.078742 3.129197 -3.093435
102710.0 1.079692 3.049856 -3.023678
102720.0 0.938444 2.910209 -2.937138
102730.0 1.14914 -3.035385 -2.779437
102740.0 1.141365 -2.363688 0.952825
102750.0 1.478131 -2.605269 0.630286
102760.0 0.91783 2.841675 -1.282689
102770.0 1.078068 -2.823393 -0.904753
102780.0 1.199549 3.101155 -1.229864
102790.0 1.255236 3.036294 1.014548
102800.0 0.947852 -3.059472 3.037088
102810.0 1.141329 -2.950826 -2.96472
102820.0 0.856318 -2.967144 1.179734
102830.0 1.264253 -3.092653 -2.818734
102840.0 1.210564 -2.795743 -3.013187
102850.0 1.032914 -2.719069 3.050773
102860.0 0.98083 -2.226545 1.494059
102870.0 1.078126 2.974637 -2.81007
102880.0 0.831324 -3.080415 -2.832966
102890.0 1.055592 -2.794526 -3.041958
102900.0 1.163063 -3.032697 1.239695
102910.0 1.048484 2.924676 0.727948
102920.0 1.14647 2.823432 -2.886954
102930.0 1.229847 -3.0913 -0.825821
102940.0 1.101782 -3.080976 -3.022142
102950.0 1.260406 -2.795955 1.195208
102960.0 1.232477 -2.963694 1.252147
102970.0 1.004272 -2.51294 -1.088023
102980.0 1.172431 -2.685305 -2.795898
102990.0 1.128718 -2.797243 3.12071
103000.0 0.928804 3.063237 1.07089
103010.0 1.042384 -2.415828 -1.189708
103020.0 1.26166 -2.593455 -1.263067
103030.0 1.158012 -2.800288 3.01412
103040.0 1.048062 -2.445693 1.364903
103050.0 0.820874 3.032572 -2.960251
103060.0 1.052006 3.123002 0.818324
103070.0 1.355777 -2.8834 -2.985542
103080.0 0.688132 -3.025143 1.027953
103090.0 0.947904 -3.034414 -2.910861
103100.0 1.144456 3.103095 0.931722
103110.0 0.909877 -3.043642 -2.935424
103120.0 0.818454 -2.899606 -2.898556
103130.0 1.034532 3.074823 1.073602
103140.0 0.979076 -2.666594 -0.882896
103150.0 0.967587 -2.953891 -2.878583
103160.0 1.05973 -2.939291 -1.111293
103170.0 1.372077 -2.840133 0.941125
103180.0 1.198536 -2.95563 3.072022
103190.0 1.607488 -3.048364 -2.936552
103200.0 1.095147 -2.542796 -0.706732
103210.0 1.219651 -2.727787 -0.972412
103220.0 1.165352 -2.917783 -1.016515
103230.0 1.25517 -2.674471 -1.010496
103240.0 1.096424 -2.510614 -1.138054
103250.0 0.992293 -2.429463 -0.948312
103260.0 1.253145 -2.499055 -0.955115
103270.0 1.354069 -2.807291 -0.992074
103280.0 0.843393 -2.319253 -2.69947
103290.0 1.183684 -2.714846 -1.260112
103300.0 1.228599 -2.93277 -1.052146
103310.0 0.910208 -2.32428 -3.126669
103320.0 0.962398 -2.253648 -0.881673
103330.0 1.075507 -2.530287 -0.894201
103340.0 1.206694 -2.446444 1.29353
103350.0 0.837479 -2.627884 -0.96101
103360.0 0.917072 -2.806698 -1.016433
103370.0 1.147127 -2.807097 1.25316
103380.0 1.127082 -2.925025 -2.874057
103390.0 1.193142 -2.750522 3.022251
103400.0 1.198613 -2.74144 -3.126863
103410.0 1.100011 -3.101957 1.285548
103420.0 1.182345 -2.816049 -2.987625
103430.0 1.061873 -2.903903 1.045278
103440.0 0.980453 -2.90644 3.058311
103450.0 1.146075 -2.735777 -1.0811
103460.0 1.100217 -2.799837 -3.058316
103470.0 1.24209 -2.967186 3.012183
103480.0 1.176762 -2.790815 -1.10583
103490.0 1.257781 -2.742327 3.024155
103500.0 1.178633 -3.135377 -1.055276
103510.0 1.235923 -3.045345 2.957703
103520.0 0.712376 -3.047921 -0.98015
103530.0 1.164575 2.974319 -0.608985
103540.0 1.039497 -2.810106 -3.090793
103550.0 0.980036 -3.129015 -1.007868
103560.0 1.323793 -3.086972 -3.06097
103570.0 1.035403 3.053351 -1.108297
103580.0 1.287024 -2.887532 2.931522
103590.0 1.152808 -3.002345 -3.028628
103600.0 0.86475 -2.789622 -2.829423
103610.0 1.283165 -2.814927 -2.866051
103620.0 1.244906 -2.837838 -2.997076
103630.0 0.993466 -2.832494 -3.004662
103640.0 1.139002 3.005852 -0.916022
103650.0 1.271982 -2.752001 -3.032286
103660.0 1.251561 2.648421 -2.883884
103670.0 0.932599 -2.74873 -1.250489
103680.0 -0.450939 -2.923943 -0.962714
103690.0 0.93061 -2.983959 -0.822038
103700.0 0.950671 -3.026153 -0.845027
103710.0 2.944057 2.974536 3.062621
103720.0 1.021256 -2.828667 -2.995456
103730.0 1.160948 3.04422 3.040043
103740.0 0.99033 -3.111685 -2.900588
103750.0 0.983746 -3.131092 -2.793084
103760.0 1.214406 -3.084667 -2.693071
103770.0 1.206308 -3.105471 -3.066468
103780.0 1.146437 3.032205 -2.803914
103790.0 1.045522 3.118297 -3.126905
103800.0 1.217639 -2.70817 -3.024664
103810.0 0.938958 -3.016284 -2.833085
103820.0 0.976453 -3.066162 3.082975
103830.0 1.08485 -2.811145 3.053763
103840.0 0.759935 -2.646573 -3.044605
103850.0 0.781849 -3.061469 -3.131394
103860.0 1.192604 2.97006 3.110554
103870.0 1.285166 2.581542 -1.148259
103880.0 0.878263 -2.82983 0.75757
103890.0 1.447866 -2.70558 -3.037796
103900.0 1.278138 -3.112106 -3.056311
103910.0 1.098973 -2.959981 0.941614
103920.0 0.640259 -3.096852 1.41379
103930.0 1.021446 -3.02626 2.849018
103940.0 1.169313 -3.11252 -3.038638
103950.0 1.064593 -2.769223 1.011899
103960.0 1.157897 3.026401 -2.933303
103970.0 1.022614 -3.105184 1.122297
103980.0 1.152281 -3.001829 3.061934
103990.0 1.059293 -2.580895 1.309355
104000.0 0.711018 -2.904642 -2.910862
104010.0 0.981958 2.917507 0.881994
104020.0 1.172968 -2.998833 3.102817
104030.0 1.075906 -3.103789 3.094884
104040.0 0.852653 -2.943552 1.379031
104050.0 1.103216 -2.971054 -1.067727
104060.0 3.050662 2.948336 3.094805
104070.0 0.868799 -1.857829 -0.849115
104080.0 0.988345 -1.73652 -0.691609
104090.0 1.050229 -2.794418 -2.842782
104100.0 1.056419 2.936567 -2.856116
104110.0 0.710365 -2.824324 -2.860062
104120.0 0.886303 -2.929318 1.147625
104130.0 1.202678 -2.893205 -2.870211
104140.0 0.889095 -2.753596 0.895262
104150.0 -0.797826 2.53269 1.029397
104160.0 0.922682 -2.904164 -3.093153
104170.0 1.239893 2.934779 2.966948
104180.0 1.002439 -3.082147 -2.88523
104190.0 0.640556 3.000368 1.182335
104200.0 1.004998 -2.680547 -2.917414
104210.0 0.936225 2.848533 1.243385
104220.0 0.840049 -2.825489 -2.81419
104230.0 0.955256 -1.62297 -0.561274
104240.0 1.31485 -2.767994 -3.069895
104250.0 0.940662 -2.9763 -2.862851
104260.0 1.233927 -3.023023 -2.842048
104270.0 1.097622 -2.922432 3.055435
104280.0 0.937345 2.884205 -2.585059
104290.0 1.184679 -3.074662 -2.997446
104300.0 1.255944 -2.773008 -2.832967
104310.0 0.873638 -2.815894 -1.197187
104320.0 1.2194 -2.799699 -1.04878
104330.0 1.225525 -3.07196 -2.899696
104340.0 1.300336 -2.706773 -2.991166
104350.0 0.920475 -3.017 -2.911014
104360.0 1.09395 3.002856 1.127965
104370.0 0.854188 3.092783 -3.046375
104380.0 1.068866 -2.346973 1.226004
104390.0 0.924071 3.05946 -1.219216
104400.0 1.174891 -2.400503 -1.123702
104410.0 1.191295 -2.579591 -0.689445
104420.0 1.035481 -3.1144 -1.286294
104430.0 1.123697 -3.112848 -2.974278
104440.0 1.264133 -3.093765 -1.056872
104450.0 0.959162 -2.979496 -2.989949
104460.0 0.846285 -2.759485 3.100868
104470.0 0.991489 2.690568 -0.893682
104480.0 1.093394 -2.185369 -0.988338
104490.0 1.069767 2.587712 -0.979466
104500.0 1.015533 -2.929723 -2.995899
104510.0 1.11744 -3.06008 -1.369083
104520.0 1.16215 -2.749031 -2.959996
104530.0 1.265106 3.083374 3.092381
104540.0 1.087281 3.103661 -1.017262
104550.0 0.874863 -2.84893 -3.063208
104560.0 1.13208 3.129292 -2.910235
104570.0 0.976356 -2.917207 -2.887372
104580.0 1.265773 -2.857807 3.048602
104590.0 1.004837 -2.846379 -3.078815
104600.0 0.811121 -3.064478 -2.959069
104610.0 1.103174 -2.751332 -0.816983
104620.0 1.244919 -2.785985 -3.087123
104630.0 1.199079 -3.129557 -2.925196
104640.0 1.312461 -2.937623 -0.968313
104650.0 1.05912 -2.671572 -3.053081
104660.0 1.219882 -2.646962 -2.861625
104670.0 0.910317 -2.784901 -2.78105
104680.0 1.102808 -2.92856 3.045141
104690.0 1.403634 -2.900754 -3.003631
104700.0 0.805085 -2.998661 -3.003555
104710.0 0.892121 -3.068236 -2.956849
104720.0 1.007635 -2.91563 -3.056088
104730.0 0.929823 2.317697 -3.093996
104740.0 0.796297 2.138007 -3.064463
104750.0 1.178687 -2.925964 1.017501
104760.0 0.956363 -3.075597 -2.888906
104770.0 1.096519 -2.947642 -2.81737
104780.0 1.032864 3.086968 1.345786
104790.0 1.311374 -2.873902 -2.825151
104800.0 1.116375 -3.122317 -0.845219
104810.0 1.11828 -2.408985 1.322518
104820.0 1.150789 -3.022328 -2.899589
104830.0 1.033654 -2.905581 -2.685954
104840.0 1.248828 -2.738369 2.956996
104850.0 1.006832 2.993788 -3.029823
104860.0 0.787403 2.969864 -2.94437
104870.0 0.8988 -3.101411 -2.663827
104880.0 1.267208 -3.036522 -3.0739
104890.0 1.214549 -2.649946 -3.111591
104900.0 0.853595 -3.085354 1.126139
104910.0 1.128491 -3.07541 -3.109678
104920.0 1.337463 -2.593448 -3.044232
104930.0 1.023478 2.88745 -2.896675
104940.0 0.858721 -3.103694 -3.102417
104950.0 1.119066 -2.914937 -3.05406
104960.0 0.906932 -2.932017 -3.020351
104970.0 1.043455 -3.101252 -3.1014
104980.0 1.084759 -2.937823 -3.032107
104990.0 0.67324 2.90788 -2.850442
105000.0 1.054672 2.869097 -2.898089
105010.0 0.933329 2.986654 -2.9169
105020.0 1.12585 -2.600321 -3.044072
105030.0 1.278039 -2.861628 3.028253
105040.0 1.26977 3.081051 -3.056801
105050.0 1.130934 2.988601 -3.132135
105060.0 1.351767 1.931785 3.1111
105070.0 1.150933 2.184795 -2.965883
105080.0 1.292135 -2.730582 -2.836984
105090.0 0.889053 3.111044 -2.947983
105100.0 0.692813 2.884154 -2.935453
105110.0 0.88703 -2.938405 -3.04668
105120.0 1.043918 -2.967714 -2.893021
105130.0 1.294091 -2.803568 0.989625
105140.0 1.149433 -2.972428 1.037183
105150.0 1.348989 -2.906114 1.48727
105160.0 1.09677 -2.871642 -2.949097
105170.0 1.003723 -2.873858 3.138782
105180.0 1.073605 -2.884054 -2.909409
105190.0 1.278019 -2.569838 -3.111114
105200.0 1.142813 3.111146 -2.951163
105210.0 1.303884 -3.015157 -3.02648
105220.0 1.135151 -3.030799 -2.788677
105230.0 1.260157 -2.798277 -3.03334
105240.0 0.978006 -3.068502 -1.047362
105250.0 0.904314 3.034807 -3.105738
105260.0 0.963237 -2.812891 -3.066205
105270.0 1.118091 -3.120804 -2.683542
105280.0 1.000965 -2.812586 2.894953
105290.0 0.898027 -2.581442 3.124859
105300.0 1.418997 -2.854389 3.105696
105310.0 0.978992 2.546148 -2.97834
105320.0 1.327707 -2.882463 -3.124479
105330.0 0.955455 -3.07456 -2.878364
105340.0 1.192834 -2.687534 -3.030769
105350.0 1.233251 -2.953862 3.117687
105360.0 1.053951 3.111798 -2.998367
105370.0 1.222109 -3.05199 -2.901662
105380.0 1.364981 -2.806335 -2.930756
105390.0 1.277178 3.070748 -2.857268
105400.0 1.209166 -2.941671 -2.94867
105410.0 1.084281 -2.91946 3.098388
105420.0 1.040252 3.130034 2.951223
105430.0 0.986038 -3.07486 -3.118231
105440.0 1.162628 -2.575418 -3.007617
105450.0 1.289353 -2.771132 -3.139934
105460.0 1.005955 -2.744995 -2.945005
105470.0 0.995322 -3.019328 1.321765
105480.0 1.015302 -2.818698 -3.008917
105490.0 0.930102 -3.027255 -2.975878
105500.0 1.284892 -2.693484 -3.001861
105510.0 1.156604 -2.824792 -2.961498
105520.0 0.994296 -2.88346 2.921539
105530.0 0.982107 3.093052 -3.079263
105540.0 1.137172 -3.023131 -2.946665
105550.0 1.128528 -2.686291 3.090302
105560.0 0.932781 3.094351 -3.086201
105570.0 1.028979 2.566137 -2.910222
105580.0 0.969345 -2.210656 1.070949
105590.0 1.275294 -3.008689 -3.006673
105600.0 1.074051 2.171137 -3.075961
105610.0 1.120494 -2.97874 -3.090328
105620.0 1.117443 2.977689 -3.12082
105630.0 1.18165 -3.107856 -3.134216
105640.0 1.004994 -3.021791 -2.970539
105650.0 0.904492 2.848357 -0.673477
105660.0 1.260946 2.993368 3.126527
105670.0 0.919902 -2.120857 1.083371
105680.0 0.886148 3.036884 -3.054558
105690.0 0.953261 -2.895153 2.959132
105700.0 1.01629 -3.083288 -2.838702
105710.0 0.943839 -3.089366 -2.809632
105720.0 1.157014 2.966888 -2.91761
105730.0 1.335902 -2.988625 -2.875707
105740.0 1.070369 -2.9047 -2.713749
105750.0 1.197405 -3.085036 -2.635895
105760.0 1.109125 -2.911871 -2.626304
105770.0 1.009019 3.065302 -2.866322
105780.0 0.994841 -2.988075 3.141355
105790.0 1.043529 3.01243 1.159303
105800.0 1.16104 -2.913446 1.015683
105810.0 1.416233 -2.950963 1.133163
105820.0 1.02926 -3.023797 -2.953121
105830.0 1.220256 2.697652 -3.053969
105840.0 1.113461 -2.657252 1.234339
105850.0 1.049021 -2.961298 2.957243
105860.0 1.015996 -2.499801 1.184222
105870.0 1.145363 -2.786463 -3.125259
105880.0 0.924275 -2.895235 -2.845571
105890.0 1.185098 2.955921 -3.034312
105900.0 1.013729 -3.099098 -3.140406
105910.0 1.261187 -2.676313 3.08899
105920.0 0.905785 -2.988121 1.156843
105930.0 0.990249 -3.098486 0.933322
105940.0 0.868614 3.056998 1.292017
105950.0 0.973322 -2.492563 -2.821981
105960.0 0.932365 -2.656348 -1.01091
105970.0 1.113107 -2.57104 -1.010379
105980.0 0.973148 2.933786 1.192572
105990.0 1.164962 2.727848 3.130495
106000.0 1.232226 -2.697205 -1.210848
106010.0 1.042351 2.676626 -3.051183
106020.0 1.005867 -3.037166 -3.097129
106030.0 1.041195 -2.691634 -0.966035
106040.0 0.905923 2.703686 3.132676
106050.0 0.95202 -2.963274 -2.866557
106060.0 1.148562 -3.011175 -3.08282
106070.0 1.186952 3.134362 3.031049
106080.0 1.058965 3.032799 -2.936366
106090.0 0.92276 2.75731 -2.844528
106100.0 1.323371 3.059747 3.132253
106110.0 0.948066 -2.884191 -3.113542
106120.0 1.005901 -2.930729 -2.825187
106130.0 0.866427 2.793731 -3.099478
106140.0 1.075414 1.998781 -2.948277
106150.0 0.887136 -1.35706 -0.761027
106160.0 1.012897 3.064257 -3.038666
106170.0 0.713627 -3.114671 -0.783062
106180.0 1.149228 -2.855786 -2.983277
106190.0 1.059872 -3.098821 -2.900165
106200.0 1.00093 -2.699459 -3.022841
106210.0 1.131388 2.82798 -3.130937
106220.0 1.050409 2.910662 -1.049405
106230.0 0.943889 -3.120958 -1.154111
106240.0 1.089819 -3.106294 -1.120389
