-3.141592654  26.529747797  
-2.956793086  29.209834035  
-2.771993518  30.721661073  
-2.587193950  31.379105487  
-2.402394382  31.594890725  
-2.217594814  31.645563949  
-2.032795246  31.652641322  
-1.847995679  31.652720423  
-1.663196111  31.652720423  
-1.478396543  31.652720423  
-1.293596975  31.652720423  
-1.108797407  31.652720423  
-0.923997839  31.652624600  
-0.739198271  31.649635211  
-0.554398704  31.621056538  
-0.369599136  31.470973998  
-0.184799568  30.936630965  
0.000000000   29.494788566  
0.184799568   26.450219170  
0.369599136   21.383468269  
0.554398704   14.751124989  
0.739198271   7.993587068   
0.923997839   2.799815011   
1.108797407   0.144701002   
1.293596975   0.000000000   
1.478396543   1.808354201   
1.663196111   4.952168057   
1.847995679   8.689512313   
2.032795246   12.017549856  
2.217594814   14.153533370  
2.402394382   15.316791844  
2.587193950   16.688861252  
2.771993518   19.271365524  
2.956793086   22.904089811  
