time phi1_2 psi1_2 phi2_3 psi2_3
380.0 -1.199464 -2.142471 1.047353 -2.032166
390.0 -1.182939 -2.34062 1.163671 -2.271498
400.0 -1.318839 -2.590821 1.11512 -2.242758
410.0 -1.029574 -2.289427 0.999062 -2.41083
420.0 -1.132326 -2.527725 1.075628 -2.267411
430.0 -0.716677 -2.13636 1.21585 -2.329915
440.0 -0.877498 -2.48668 1.082254 -1.887683
450.0 -1.475549 -3.114435 0.771378 -3.007135
460.0 -0.916943 -2.188926 0.973499 -1.968995
470.0 -1.026399 -2.124246 0.84463 -2.25852
480.0 -1.009835 -2.556402 0.950354 -2.035118
490.0 -1.176813 -1.881281 0.899757 -2.327476
500.0 -0.979857 -2.396814 0.954265 -2.150327
510.0 -1.161018 -2.438915 1.193183 -1.923349
520.0 -1.169791 -2.337031 0.825356 -2.02217
530.0 -1.043783 -2.3818 0.799516 -1.969839
540.0 -1.109428 -1.925275 1.016743 -2.071106
550.0 -1.170457 -1.859126 0.828154 -2.183991
560.0 -1.262207 -1.64818 0.912351 -2.423374
570.0 -0.982669 -2.679683 0.776209 -2.009385
580.0 -1.100712 -2.533139 0.849973 -1.857111
590.0 -0.941313 -2.161945 1.100566 -2.045168
600.0 -1.145925 -2.308332 0.776497 -1.937182
610.0 -1.480386 -2.938742 1.045434 -2.015591
620.0 -1.121492 -2.420568 1.147223 -2.496875
630.0 -1.223146 -2.361338 1.097129 -2.174739
640.0 -0.992339 -2.156691 1.237963 -2.17966
650.0 -0.952899 -2.358237 0.942052 -2.370888
660.0 -1.406423 -2.250246 1.070566 -2.382379
670.0 -1.371742 -2.838585 0.873202 -1.976123
680.0 -1.186489 -2.447215 1.38857 -2.211855
690.0 -1.028758 -2.481065 1.042088 -2.401164
700.0 -1.35375 -2.763365 0.982667 -2.453829
710.0 -1.225678 -2.741398 1.044082 -2.145194
720.0 -1.193101 -2.46481 0.913407 -2.418656
730.0 -1.455684 -1.51469 1.266084 -2.285973
740.0 -0.863765 -1.481455 0.917898 -2.069118
750.0 -1.027401 -2.391176 0.651323 -2.842634
760.0 -0.936315 -2.410531 0.471156 -3.035085
770.0 -1.018617 -1.966574 0.476114 -2.840548
780.0 -1.190268 -2.562057 0.21526 -3.110378
790.0 -1.372492 -1.86278 -1.156233 3.08788
800.0 -1.358349 -2.846025 -1.097959 -2.994054
810.0 -1.093053 -1.977379 -0.562647 -2.377433
820.0 -1.409204 -2.26755 1.083851 -2.315903
830.0 -1.22467 -2.124032 0.902303 -2.311057
840.0 -1.202698 -1.922345 1.133018 -2.4643
850.0 -1.188035 -2.235171 -0.452307 -2.659297
860.0 -1.248958 -2.436702 -0.789932 -2.301899
870.0 -1.19923 -2.08476 0.921207 -2.364072
880.0 -1.085151 -2.555163 -0.797421 -2.373311
890.0 -1.270736 -2.638481 -0.688108 -2.42156
900.0 -1.063686 -2.027422 1.227534 -2.429244
910.0 -1.225911 -2.375122 -0.262659 -2.770512
920.0 -1.099411 -2.393722 -0.649261 -2.33994
930.0 -1.132068 -2.393546 0.004246 -2.609464
940.0 -1.116625 -2.384111 1.087084 -1.866517
950.0 -1.210124 -2.21239 0.884919 -1.933649
960.0 -1.326937 3.136894 0.942425 -2.222789
970.0 -0.98935 -1.8268 1.083785 -2.187062
980.0 -1.796569 3.096333 1.04581 -2.03589
990.0 -2.102155 -2.821468 1.167434 -2.029
1000.0 -1.402826 -2.459271 1.025014 -2.480311
1010.0 -1.373858 -2.326705 0.996129 -2.295602
1020.0 -1.375239 -1.950662 1.347769 -2.519523
1030.0 -1.197001 -2.33095 0.759903 -1.978798
1040.0 -1.203543 -2.321995 0.841482 -2.021107
1050.0 -1.027069 -2.275723 0.824071 -2.199193
1060.0 -1.179488 -2.000575 1.183534 -2.283738
1070.0 -1.763934 -2.49928 1.181807 -2.310292
1080.0 -1.214866 -2.362925 0.872489 -2.051641
1090.0 -1.341064 -2.415172 0.969563 -2.524928
1100.0 -1.310537 -2.447329 0.396067 -1.833886
1110.0 -1.601709 -2.281059 0.803454 -2.115643
1120.0 -1.365758 -2.19295 0.925553 -2.043001
1130.0 -1.117961 -2.269031 0.90241 -2.232903
1140.0 -1.349206 -1.858488 1.112069 -2.398746
1150.0 -1.327045 -2.516522 0.811352 -2.043429
1160.0 -1.347268 -2.55318 0.80515 -2.163498
1170.0 -1.391702 -2.127347 1.01188 -2.099737
1180.0 -1.592873 -2.6124 0.507348 -2.066975
1190.0 -1.354573 -2.989272 0.721435 -1.679993
1200.0 -1.177192 -2.410966 0.852603 -2.053308
1210.0 -1.040517 -2.662737 0.976434 -2.09641
1220.0 -1.255147 -2.251882 0.778195 -2.795274
1230.0 -0.89078 -2.165908 0.963483 -1.857622
1240.0 -1.418871 -2.362456 0.788075 -1.971488
1250.0 -1.408347 -2.446242 1.255849 -2.075
1260.0 -1.469342 -2.347101 1.26182 -2.149686
1270.0 -1.251705 -2.864705 0.984832 -2.275724
1280.0 -1.00674 -2.466873 1.243907 -2.524276
1290.0 -0.951823 -2.100296 1.023895 -1.867664
1300.0 -1.482568 -2.499039 1.100734 -1.870898
1310.0 -1.575978 -2.822797 1.130096 -2.069379
1320.0 -1.394366 -2.69159 1.076517 -2.138481
1330.0 -1.360578 -2.520903 0.974315 -2.202545
1340.0 -1.949503 3.11703 1.241398 -2.184755
1350.0 -1.664356 -2.97767 0.968569 -2.539092
1360.0 -1.434776 -1.813868 1.115497 -2.36109
1370.0 -1.29118 -2.749938 0.777289 -2.01871
1380.0 -1.117916 -1.866795 0.915562 -2.225537
1390.0 -0.959823 -2.082436 0.772855 -1.898864
1400.0 -0.913222 -2.496734 1.161732 -2.361665
1410.0 -1.156209 -2.276372 0.841125 -1.951639
1420.0 -0.963956 -2.250667 0.810592 -1.766012
1430.0 -0.98297 -2.201205 0.817606 -1.853218
1440.0 -1.238405 -2.310634 0.936065 -2.071365
1450.0 -1.314842 -2.213719 -0.787067 -2.387428
1460.0 -1.387316 -1.966569 1.189535 -2.178074
1470.0 -1.124524 -2.184125 1.001732 -1.898996
1480.0 -1.020272 -2.247922 0.921958 -1.945011
1490.0 -1.343426 -2.836617 -0.615123 -2.422782
1500.0 -0.881528 -2.219086 -0.454234 -2.556851
1510.0 -1.16369 -2.540377 1.284974 -2.216131
1520.0 -1.168983 -2.459894 1.065953 -2.195954
1530.0 -1.293794 -1.883227 0.919813 -2.224171
1540.0 -1.031426 -2.245309 1.025905 -2.211939
1550.0 -0.911412 -2.46449 0.927201 -2.596732
1560.0 -1.272598 -2.798102 0.676834 -1.943806
1570.0 -1.275968 -2.402649 1.278609 -2.053294
1580.0 -0.998651 -2.547689 0.725886 -1.974227
1590.0 -1.37612 -2.571425 0.958457 -2.075619
1600.0 -1.353278 -2.605089 0.958024 -2.07728
1610.0 -1.339182 -2.423808 0.844516 -2.20179
1620.0 -1.19593 -2.479994 0.966792 -2.117433
1630.0 -1.031704 -2.264167 0.975834 -2.742765
1640.0 -1.029142 -2.564503 0.987759 -1.941629
1650.0 -1.568253 -2.787517 1.05239 -2.455846
1660.0 -1.035653 -1.958807 0.855265 -2.22163
1670.0 -1.050651 -2.71585 0.576575 -2.452489
1680.0 -0.997551 -2.144867 1.220861 -2.139398
1690.0 -1.42108 -2.915969 0.718172 -2.309543
1700.0 -1.779258 3.10167 0.883327 -1.939286
1710.0 -1.145976 -2.401049 1.118781 -2.283473
1720.0 -0.854987 -2.66543 0.941147 -2.313972
1730.0 -1.406709 -2.669694 0.689249 -3.01194
1740.0 -1.100463 -2.629048 0.901065 -2.094634
1750.0 -1.28823 -2.639339 0.510876 -2.634438
1760.0 -1.322083 -2.060092 -0.81867 -2.460859
1770.0 -1.371562 -2.690299 0.627195 -1.775762
1780.0 -1.027834 -2.192716 0.845571 -1.884774
1790.0 -1.101364 -2.124726 0.88615 -2.004999
1800.0 -1.24998 -2.898798 0.959617 -2.032562
1810.0 -1.353397 -1.889202 0.939104 -1.831717
1820.0 -1.509825 -2.12418 0.735753 -1.989805
1830.0 -1.912718 -2.921028 0.894767 -2.097784
1840.0 -1.40515 -2.439449 1.259098 -2.35458
1850.0 -1.682559 -2.650339 0.518407 -3.103503
1860.0 -1.464928 -2.903212 -0.737685 -2.474313
1870.0 -1.04438 -2.145718 0.853644 -1.948516
1880.0 -1.273762 -2.105904 1.033966 -1.982927
1890.0 -1.388122 -2.511707 0.865303 -2.966256
1900.0 -1.325409 -2.513597 0.767668 -3.069552
1910.0 -1.275675 -2.307366 1.18106 -2.111441
1920.0 -1.124233 -2.206827 0.935503 -2.497873
1930.0 -1.160428 -2.727835 0.595494 -3.106614
1940.0 -1.071755 -2.471548 1.248274 -2.241813
1950.0 -1.162577 -2.009639 0.654787 -2.616628
1960.0 -1.093313 -2.246912 0.958529 -1.96917
1970.0 -1.271788 -2.101193 0.721784 -1.891769
1980.0 -1.068234 -2.220982 1.286238 -2.313752
1990.0 -1.169737 -2.077932 1.045783 -2.220936
2000.0 -1.148289 -2.349587 1.045735 -1.942436
2010.0 -1.039905 -2.013691 -0.357423 -2.669715
2020.0 -1.141459 -1.728648 0.886698 -2.248176
2030.0 -1.40748 -2.731559 0.75512 -2.025586
2040.0 -1.114421 -2.09844 0.408756 -1.658776
2050.0 -1.562536 -2.822869 1.009337 -2.357599
2060.0 -1.371274 -2.435854 1.060668 -2.033533
2070.0 -1.17509 -2.201049 0.82602 -2.722871
2080.0 -1.413303 -2.727046 1.031396 -2.307444
2090.0 -1.382669 -2.304588 1.154315 -1.964688
2100.0 -1.214574 -2.427253 1.109244 -2.002674
2110.0 -1.576202 -2.868151 0.97318 -2.016716
2120.0 -1.320409 -2.79453 1.216303 -2.095838
2130.0 -1.352461 -3.001128 1.061265 -2.176504
2140.0 -1.224125 -2.227183 0.658727 -2.154163
2150.0 -0.984471 -2.058399 0.992454 -1.997089
2160.0 -1.390157 -2.605927 1.233031 -2.084575
2170.0 -1.245707 -2.29555 0.994643 -2.909376
2180.0 -1.482909 -2.469001 0.73168 -2.023192
2190.0 -1.859491 -2.964942 1.002249 -1.925747
2200.0 -1.371442 -2.523227 0.864434 -1.983851
2210.0 -1.303244 -1.832073 0.687788 -1.968983
2220.0 -1.733299 -2.771912 -0.01062 -2.761522
2230.0 -1.444794 -2.21212 0.626905 -2.327927
2240.0 -1.033637 -2.701223 0.849282 -2.622577
2250.0 -0.995953 -2.080711 0.424358 -2.676235
2260.0 -1.021449 -1.974427 0.69863 -1.898307
2270.0 -1.594751 -2.669695 -0.684193 -2.308427
2280.0 -1.328542 -2.19609 1.031939 -2.396994
2290.0 -1.483821 -2.690923 0.730351 -2.848974
2300.0 -1.21888 -2.580324 0.528694 -3.098937
2310.0 -1.124298 -2.101204 1.074814 -2.401899
2320.0 -1.144929 -2.432105 0.933407 -2.104716
2330.0 -1.309034 -2.521784 0.841006 -2.027653
2340.0 -0.985383 -2.327821 1.113999 -2.199361
2350.0 -1.10141 -1.985343 1.123815 -2.137793
2360.0 -1.224144 -1.988808 0.89625 -2.400094
2370.0 -1.249722 -2.194182 1.286142 -2.310294
2380.0 -1.194312 -2.218368 1.129347 -2.291227
2390.0 -1.185838 -2.288278 1.127081 -2.382064
2400.0 -1.187278 -2.119611 1.090746 -2.05786
2410.0 -1.367373 2.83095 0.936812 -2.428095
2420.0 -1.292626 -2.90517 0.986204 -2.640569
2430.0 -1.416139 -2.626234 0.914927 -2.384297
2440.0 -1.316472 -2.361602 0.96087 -2.252025
2450.0 -1.050876 -2.431835 0.71156 -1.905571
2460.0 -1.200519 -2.232539 0.920089 -2.014155
2470.0 -0.73178 -2.085401 0.824309 -1.782513
2480.0 -1.311992 -2.049966 1.006047 -2.157309
2490.0 -1.092986 -2.247435 0.887691 -2.149618
2500.0 -1.166086 -2.456257 0.832563 -2.866257
2510.0 -1.401761 -2.224193 0.862306 -2.272734
2520.0 -1.109111 -2.327219 0.543749 -2.848069
2530.0 -1.337869 -2.478618 0.926661 -2.298686
2540.0 -1.133527 -2.179804 0.874253 -2.46149
2550.0 -1.338086 -2.312297 1.047372 -2.158485
2560.0 -1.729032 -2.482897 0.745679 -1.90411
2570.0 -1.397932 -2.435769 1.064978 -2.288638
2580.0 -1.259857 -2.249254 1.056343 -2.188511
2590.0 -1.420371 -2.560916 0.691707 -2.797003
2600.0 -1.318076 -2.304855 1.071153 -2.50658
2610.0 -0.972553 -1.947896 0.775311 -1.989609
2620.0 -1.071266 -1.770043 0.888077 -1.87734
2630.0 -1.134473 -1.839789 0.790499 -2.243474
2640.0 -1.224956 -2.3427 1.11798 -2.271296
2650.0 -1.379532 -1.809868 0.971321 -2.198301
2660.0 -1.439839 -2.711954 1.017539 -2.48488
2670.0 -1.527075 3.141174 0.778806 -2.081259
2680.0 -1.165037 -2.254351 1.049446 -2.296497
2690.0 -1.265602 -2.410292 0.46784 -2.887194
2700.0 -1.240156 -1.902581 0.840558 -2.178818
2710.0 -1.315804 -1.940988 1.081528 -2.209433
2720.0 -1.156985 -2.231401 0.89467 -2.162439
2730.0 -1.281338 -1.924845 1.06242 -2.001836
2740.0 -1.273609 -1.991536 1.106111 -2.314862
2750.0 -1.318968 -2.521988 1.148914 -2.305339
2760.0 -1.21211 -2.2753 0.940546 -2.088285
2770.0 -1.392479 -2.027904 0.832963 -2.115032
2780.0 -0.830098 -1.897398 1.54847 -2.513772
2790.0 -1.105558 -1.978827 -0.532088 -2.445627
2800.0 -1.181205 -2.328543 1.046847 -2.128457
2810.0 -1.1087 -2.131133 0.898876 -2.203546
2820.0 -1.414096 -2.638071 0.751674 -2.768096
2830.0 -1.544718 -2.867691 0.822116 -2.227975
2840.0 -1.233145 -2.087897 1.013869 -2.565412
2850.0 -1.268362 -2.613852 1.292557 -2.476907
2860.0 -1.350498 -2.021107 1.23236 -2.358101
2870.0 -1.024387 -2.438584 1.331679 -2.434617
2880.0 -1.785654 -2.833006 0.495735 -2.861686
2890.0 -1.267967 -2.1104 1.279409 -2.388347
2900.0 -1.28707 -2.95449 0.419225 -2.923017
2910.0 -1.340798 -2.450035 1.04428 -2.124805
2920.0 -1.042066 -2.410858 0.855621 -2.586417
2930.0 -1.470274 -2.302813 1.118374 -2.059083
2940.0 -1.202267 -2.178804 0.916614 -2.048459
2950.0 -1.426091 -2.84927 0.780178 -2.045055
2960.0 -1.321521 -2.376724 1.026107 -1.879207
2970.0 -0.995144 -2.463816 1.094995 -2.246621
2980.0 -1.36445 -2.591665 0.100126 -2.811276
2990.0 -1.623229 -2.884193 1.336579 -2.125374
3000.0 -1.107638 -2.570134 1.276541 -2.054645
3010.0 -1.285602 -2.695224 0.953702 -2.187101
3020.0 -1.416402 -2.699337 1.110003 -2.157487
3030.0 -1.303442 -2.385711 0.885452 -2.509001
3040.0 -1.316239 -2.276464 1.181792 -2.127418
3050.0 -1.379115 -2.786198 0.427367 -2.303148
3060.0 -1.328398 -2.38483 0.939376 -1.992537
3070.0 -1.366347 -2.405591 0.648003 -3.125403
3080.0 -1.405304 -2.498977 1.012424 -1.909115
3090.0 -1.298846 -2.317554 1.381788 -1.551547
3100.0 -1.456559 -2.265736 0.968632 -2.025662
3110.0 -0.943932 -2.194457 1.368842 -2.556671
3120.0 -1.383753 -3.037975 0.780174 -1.950858
3130.0 -1.258236 -2.927552 1.045298 -2.319947
3140.0 -1.634563 -2.835917 0.793151 -2.002592
3150.0 -0.961 -2.178315 0.986727 -2.039279
3160.0 -1.014071 -2.211709 1.017241 -2.012593
3170.0 -1.216386 -2.870577 1.035399 -2.349091
3180.0 -1.278569 -2.409081 1.545029 -2.380266
3190.0 -1.76004 -2.794832 0.87752 -2.070029
3200.0 -1.355101 -2.820885 0.803644 -2.215635
3210.0 -0.944462 -2.479076 0.836952 -1.808603
3220.0 -0.859465 -2.588596 0.977842 -2.443313
3230.0 -0.974613 -2.603872 1.258588 -2.164624
3240.0 -1.331112 -2.088533 1.391029 -2.199685
3250.0 -1.088606 -2.424576 0.867003 -1.901482
3260.0 -0.85451 -2.193907 1.297729 -2.084333
3270.0 -1.015615 -2.109291 0.640904 -1.762698
3280.0 -1.180874 -2.080002 1.287967 -2.293754
3290.0 -1.36268 -1.836636 0.878219 -1.811625
3300.0 -1.163859 -2.002598 1.123197 -2.009478
3310.0 -1.364035 -2.075973 1.070173 -2.214396
3320.0 -1.275876 -2.389631 0.713765 -2.605644
3330.0 -1.530644 -1.917328 0.94732 -2.604483
3340.0 -1.023537 -2.062676 0.36419 -2.548516
3350.0 -1.372996 -2.53555 0.50047 -2.721935
3360.0 -0.764441 -1.9977 0.906928 -2.061315
3370.0 -1.141854 -2.203325 1.042244 -2.048386
3380.0 -1.100903 -2.299998 1.019993 -1.951951
3390.0 -1.337741 -2.192875 0.861682 -2.062008
3400.0 -1.262967 -2.290902 0.937472 -2.251099
3410.0 -1.211577 -2.096889 1.180421 -2.185756
3420.0 -1.465977 -2.506677 1.013724 -2.179525
3430.0 -1.320131 -2.568481 1.044073 -1.863343
3440.0 -1.151257 -2.218221 1.36042 -2.329347
3450.0 -1.095601 -2.421358 1.083747 -1.989518
3460.0 -1.201179 -2.581561 0.738003 -1.88937
3470.0 -1.373124 -2.159473 1.041734 -2.245738
3480.0 -1.396959 -2.370892 1.1804 -1.981204
3490.0 -1.264736 -2.079716 1.027294 -2.272195
3500.0 -1.043436 -2.18058 0.762317 -1.952207
3510.0 -1.340201 -2.161905 1.076954 -2.198173
3520.0 -1.278889 -2.387709 0.954458 -1.931975
3530.0 -1.360873 -2.601357 1.13069 -2.160011
3540.0 -1.299946 -2.222896 1.019949 -2.490271
3550.0 -1.087538 -2.111316 1.398419 -2.162285
3560.0 -1.399197 -2.308857 0.878321 -2.000727
3570.0 -1.110987 -2.171855 1.154323 -2.267049
3580.0 -1.141841 -2.148067 1.077414 -2.244807
3590.0 -1.442283 -2.601858 0.752865 -2.962052
3600.0 -1.019464 -2.369032 0.90667 -2.155843
3610.0 -1.596466 -2.616391 1.26261 -2.340338
3620.0 -1.193195 -2.466062 0.910414 -2.236584
3630.0 -1.174251 -2.546137 0.652378 -2.678884
3640.0 -1.09403 -2.171213 1.314283 -2.34621
3650.0 -0.906227 -2.224849 0.763114 -1.913394
3660.0 -1.321473 -2.168469 1.072502 -1.953125
3670.0 -1.020743 -2.001848 1.267292 -2.454866
3680.0 -1.007391 -2.293676 -0.588738 -2.316469
3690.0 -1.219876 -2.418258 1.40031 -2.446517
3700.0 -1.42913 -1.983103 1.089049 -2.456113
3710.0 -0.913049 -2.304537 0.939077 -1.960183
3720.0 -1.260713 -2.27473 0.702391 -1.903972
3730.0 -0.982703 -2.248394 -0.73705 -2.428666
3740.0 -1.176611 -1.915905 1.27129 -2.774735
3750.0 -1.029256 -2.005448 1.086415 -2.023252
3760.0 -1.281304 -2.137444 0.727108 -2.726372
3770.0 -1.188531 -2.407821 1.00694 -1.986255
3780.0 -1.334751 -2.341267 0.939611 -1.973388
3790.0 -1.212393 -2.476504 0.432502 -2.998764
3800.0 -1.36588 -2.910915 0.664949 3.08102
3810.0 -1.407539 3.118319 0.81856 -2.792163
3820.0 -1.309502 -2.688692 0.827857 -1.955883
3830.0 -1.314376 -3.090835 0.88156 -2.946171
3840.0 -1.589353 -2.850395 0.65925 -2.840172
3850.0 -1.267839 -2.329624 0.757773 -2.929662
3860.0 -1.036751 -2.480887 0.630237 -3.101518
3870.0 -1.713104 -2.35178 0.473708 -2.844407
3880.0 -0.830872 -2.428841 0.153264 -2.82598
3890.0 -0.942111 -2.389785 0.850387 -1.739654
3900.0 -1.323776 -1.889457 0.466867 -3.077975
3910.0 -1.422698 -3.139934 0.852307 -1.950147
3920.0 -1.491068 -1.612784 0.201467 -2.699809
3930.0 -1.181688 -2.406889 0.951386 -2.411083
3940.0 -1.435802 -2.199084 0.714313 -2.046198
3950.0 -1.368015 -2.422511 0.690313 -1.872696
3960.0 -1.22632 -2.528634 1.092528 -2.147332
3970.0 -1.416546 -2.305994 0.938569 -2.040185
3980.0 -1.153092 -2.170206 1.076599 -2.400091
3990.0 -1.171586 -2.419915 0.963036 -2.037072
4000.0 -1.035103 -2.181118 1.250024 -2.107194
4010.0 -1.185014 -1.991375 0.61451 -1.936234
4020.0 -1.322453 -1.655935 1.071231 -2.028423
4030.0 -1.713708 -3.110884 1.240854 -2.24759
4040.0 -1.387568 -2.901079 0.878107 -2.02547
4050.0 -1.260748 -2.419589 1.231318 -2.287664
4060.0 -1.408761 -2.983171 0.92541 -1.866762
4070.0 -1.179768 -1.929645 1.028806 -1.912297
4080.0 -1.197667 -2.290709 1.130454 -2.157925
4090.0 -1.110502 -1.885064 1.324416 -2.350532
4100.0 -1.373787 -1.747079 1.040255 -2.268863
4110.0 -1.51146 -2.160562 0.678255 -2.886303
4120.0 -1.151108 -2.948282 1.105413 -2.193334
4130.0 -1.393788 -2.473173 0.845991 -3.058393
4140.0 -1.210531 -2.79784 0.642799 -2.800261
4150.0 -1.169887 -2.76955 0.345171 -2.577519
4160.0 -1.392962 -2.485303 0.483573 -3.0229
4170.0 -1.517594 -3.122521 0.833861 -2.858508
4180.0 -1.171557 -3.135892 1.107546 -2.296734
4190.0 -1.209604 -2.48739 0.121908 -2.744106
4200.0 -1.084556 -2.213014 0.857658 -2.042564
4210.0 -1.214634 -2.41231 1.111429 -2.000188
4220.0 -1.187355 -2.20241 0.718928 -2.587596
4230.0 -1.154306 -2.312232 0.89762 -1.966599
4240.0 -1.095435 -2.571661 0.822971 -2.086413
4250.0 -1.29207 -2.656703 1.033044 -2.148545
4260.0 -1.058917 -2.37043 1.136567 -2.149607
4270.0 -1.358347 -1.903344 0.815493 -2.066832
4280.0 -1.1674 -2.297331 0.776402 -2.303517
4290.0 -1.097687 -1.891915 1.358281 -2.238407
4300.0 -1.116019 -2.323161 0.721378 -2.843531
4310.0 -1.199828 -1.922795 0.585231 -3.071884
4320.0 -0.991765 -2.047452 0.555681 -2.868746
4330.0 -1.130385 -1.983982 0.83315 -2.170826
4340.0 -0.738943 -2.465829 1.249132 -2.247876
4350.0 -1.163495 -2.877137 1.42164 -2.082148
4360.0 -1.229726 -2.344917 0.973171 -2.122158
4370.0 -1.590726 -2.31198 1.091829 -2.191084
4380.0 -1.267277 -2.04286 1.032717 -2.127885
4390.0 -1.296514 -2.281249 0.790246 -1.683582
4400.0 -1.182783 -2.628708 1.449347 -2.53227
4410.0 -0.722045 -2.61432 0.839701 -1.934944
4420.0 -0.99835 -2.496513 0.44586 -2.837503
4430.0 -1.077747 -2.055217 1.162182 -2.123097
4440.0 -1.212451 -2.256524 1.055563 -2.356234
4450.0 -1.18927 -2.060746 0.88465 -2.81221
4460.0 -1.236355 -2.44747 0.892929 -2.48523
4470.0 -0.908921 -2.809998 1.223326 -2.362973
4480.0 -1.267377 -2.0979 0.839759 -1.945916
4490.0 -1.520366 -2.119099 1.155873 -2.265316
4500.0 -1.148032 -2.321338 -0.779495 -2.711436
4510.0 -1.246358 -1.986216 0.916629 -2.182371
4520.0 -1.399073 -1.946533 0.669519 -1.886891
4530.0 -1.257104 -2.261704 0.879136 -2.04638
4540.0 -1.116246 -2.34761 0.816431 -1.939656
4550.0 -1.522038 -2.217808 1.134651 -2.362581
4560.0 -0.907372 -2.47857 0.870619 -1.79949
4570.0 -1.130128 -2.084157 0.856031 -2.067746
4580.0 -0.887557 -2.128354 0.637134 -1.808407
4590.0 -1.341299 -1.855726 1.329144 -1.95724
4600.0 -1.157376 -2.162494 0.986423 -2.438062
4610.0 -1.408655 -2.563768 1.124225 -1.978185
4620.0 -1.393601 -2.468419 0.645514 -1.837768
4630.0 -1.407213 -2.122676 1.078884 -2.09426
4640.0 -0.849792 -1.936088 0.929187 -1.985727
4650.0 -1.397961 -2.437084 1.181186 -2.089082
4660.0 -1.351989 -1.975976 1.025768 -2.182041
4670.0 -1.066424 -3.078329 0.182046 -2.903779
4680.0 -1.035501 -1.8362 0.823681 -2.156074
4690.0 -1.25089 -2.32966 0.748752 -1.925857
4700.0 -1.016633 -2.159208 0.945173 -1.909167
4710.0 -1.308125 -2.323095 0.875582 -1.89456
4720.0 -1.261037 -2.362423 0.822022 -1.943455
4730.0 -1.036654 -2.492576 1.283772 -2.195679
4740.0 -0.970675 -2.482865 1.119018 -2.029381
4750.0 -1.020376 -2.119321 -0.209867 -2.729701
4760.0 -1.172683 -2.446174 1.084161 -2.054084
4770.0 -1.131442 -2.502543 1.164233 -2.417692
4780.0 -1.137913 -1.913694 0.855039 -2.075539
4790.0 -0.751863 -2.53638 1.196458 -2.449851
4800.0 -1.383993 -2.577617 1.05832 -2.05737
4810.0 -1.128418 -2.390067 0.450771 -1.737873
4820.0 -0.959255 -2.100771 1.05794 -2.185058
4830.0 -1.10429 -2.303764 1.186871 -2.033121
4840.0 -1.187317 -2.121126 0.875141 -2.686848
4850.0 -1.141608 -2.071576 0.6005 -1.971785
4860.0 -1.26567 -1.792685 0.950657 -2.061831
4870.0 -1.357238 -2.379141 1.229011 -2.200013
4880.0 -1.404699 -2.129996 0.866385 -2.019714
4890.0 -1.042982 -2.585979 0.786479 -1.871811
4900.0 -1.139535 -1.903821 0.84424 -2.15668
4910.0 -1.309067 -2.834974 0.618757 -1.896374
4920.0 -1.333074 -2.147911 0.856881 -2.015476
4930.0 -1.095903 -1.73847 0.976144 -2.366117
4940.0 -1.094693 -1.989918 0.947692 -2.169134
4950.0 -1.270873 -2.127542 1.050497 -1.962079
4960.0 -1.459986 -2.45584 1.138476 -1.978532
4970.0 -1.456102 -2.528674 0.921048 -1.688772
4980.0 -0.999711 -2.052808 1.044882 -2.037813
4990.0 -1.044738 -1.688624 0.911942 -2.097346
5000.0 -1.396756 -2.456639 1.063644 -1.937079
