time phi1_2 psi1_2 phi2_3 psi2_3 phi3_4 psi3_4 omega3_4
172960.0 -1.21951 1.997613 -1.52302 1.80004 1.335876 -2.935196 0.85134
172970.0 -1.293465 1.518675 -1.272755 1.93537 1.240358 -2.805475 0.929786
172980.0 -1.674703 1.21277 -1.138429 1.985175 1.127674 -2.910869 0.870148
172990.0 -1.303295 1.801925 -1.337053 2.056523 1.134382 3.078023 0.721984
173000.0 -1.39568 1.904298 -1.433535 2.164365 1.10865 -2.983442 -3.017799
173010.0 -1.442197 1.938405 -1.284481 2.199864 1.351344 3.124639 1.044222
173020.0 -1.52523 2.265013 -1.49633 2.248431 1.403572 -3.081431 0.980288
173030.0 -1.43873 2.077002 -1.494471 2.05349 1.128152 -3.07779 0.924742
173040.0 -1.122377 1.992367 -1.785499 1.592771 1.377939 -3.05256 -2.995989
173050.0 -1.565871 1.490548 -1.061929 1.952714 0.996804 2.990834 0.937519
173060.0 -1.327722 1.950989 -1.048448 1.924362 1.114483 2.717585 0.881695
173070.0 -1.472292 1.892852 -0.990501 1.942891 1.159503 3.002799 -3.107129
173080.0 -1.5862 1.73261 -1.378302 2.048341 1.128198 -2.75157 1.00681
173090.0 -1.298824 1.970605 -1.360986 1.832483 1.358999 -3.101244 0.917532
173100.0 -1.05648 1.912261 -1.494746 1.430169 1.264088 -3.115063 -3.123591
173110.0 -1.799015 1.354357 -1.73109 1.587669 1.358208 2.800691 2.880442
173120.0 -1.03554 1.907854 -1.596001 1.338795 1.287691 -3.103628 3.088679
173130.0 -1.704261 1.517791 -1.296387 1.886142 1.068017 2.774438 -3.004106
173140.0 -2.013131 1.491603 -1.438766 2.403707 1.272767 -3.082988 0.87215
173150.0 -1.656065 1.455666 -1.392357 1.050904 1.142999 2.992222 -3.014559
173160.0 -1.728597 1.415854 -1.652095 1.392214 1.337471 -2.84842 3.073198
173170.0 -1.312547 1.955561 -1.09635 1.862849 1.380114 -3.019114 -0.883739
173180.0 -1.398198 2.067924 -1.044737 1.816336 1.292963 -2.670476 -1.286615
173190.0 -1.518281 1.66174 -1.134221 1.937448 1.408156 2.883204 0.934876
173200.0 -1.586871 1.657303 -1.375453 1.001812 1.296044 2.989438 -3.060297
173210.0 -1.639683 1.144441 -1.611632 1.375766 0.925825 3.084986 -2.885522
173220.0 -1.772653 1.216482 -1.694922 1.345643 1.398333 -2.86039 3.055827
173230.0 -1.942016 1.505426 -1.832405 1.365621 1.227312 -2.674603 3.06864
173240.0 -1.37292 1.751905 -1.500378 0.978232 1.029736 3.117068 2.945926
173250.0 -1.560908 1.700446 -0.887009 2.048526 1.605261 -3.130087 1.147809
173260.0 -1.866041 1.529653 -1.277233 1.940522 0.960392 2.986437 0.768943
173270.0 -1.841495 1.326579 -1.601108 1.536017 0.885469 3.011832 0.883288
173280.0 -1.247775 2.01667 -1.679115 1.123841 1.441979 -2.908982 -3.122297
173290.0 -1.592978 1.825497 -1.04495 1.705244 1.222062 -3.096145 0.972373
173300.0 -1.375549 1.765726 -1.379216 1.712017 1.059925 1.218734 3.056963
173310.0 -1.037032 2.00527 -1.625296 2.021838 1.348513 3.046596 0.58016
173320.0 -1.099516 2.11636 -1.288232 2.319529 1.439229 -3.13072 1.0551
173330.0 -1.418842 1.731095 -1.682415 1.586634 1.097581 1.303042 2.988645
173340.0 -1.319157 2.205844 -1.383507 1.98889 1.104889 1.84481 2.834782
173350.0 -1.419715 2.110136 -1.047849 1.771645 1.460782 -2.741981 0.895435
173360.0 -1.161662 2.234566 -1.300521 2.184287 1.39363 2.106703 -2.984201
173370.0 -1.367792 2.343183 -1.243122 1.888905 1.507777 -2.835468 0.887709
173380.0 -1.882315 1.243234 -1.552407 1.288079 0.7688 1.348455 3.069943
173390.0 -1.385801 2.241965 -1.664455 1.195253 1.176585 -3.127361 -3.032842
173400.0 -1.323036 2.001108 -1.652004 1.710211 1.129019 2.885989 2.838272
173410.0 -1.703755 1.698613 -1.489832 0.799647 1.291128 -2.922077 3.092009
173420.0 -1.645924 1.025834 -1.318696 2.224825 1.167767 -3.012407 2.905313
173430.0 -1.829492 0.932009 -1.232547 2.041439 1.167306 3.092055 -3.046078
173440.0 -1.317895 1.827666 -1.343868 1.966552 1.00978 -2.832313 2.922157
173450.0 -1.698528 1.409041 -1.504984 1.727716 1.3705 2.694808 0.766058
173460.0 -1.546513 1.487897 -1.161027 1.753234 1.349711 -2.907807 0.973161
173470.0 -1.848598 1.388603 -1.114023 1.801498 1.364181 2.991112 0.970087
173480.0 -1.647718 1.6489 -1.800965 1.664369 1.026916 2.833703 -2.675643
173490.0 -1.596838 1.331358 -1.437203 2.242098 1.019178 -2.804294 -3.067383
173500.0 -1.898648 1.407414 -1.249332 2.084273 0.941057 2.996106 -3.067552
173510.0 -1.556059 2.11127 -1.279777 1.96311 1.126254 -3.09461 3.113721
173520.0 -1.416213 1.31385 -1.086487 2.114269 0.990288 3.123428 0.775987
173530.0 -1.508028 1.585042 -1.411375 1.812101 1.095547 -2.800886 1.013747
173540.0 -1.294313 1.705475 -1.608379 1.634509 1.07107 2.614768 1.115735
173550.0 -1.30796 2.087738 -1.377229 1.35505 1.080923 3.127885 1.021801
173560.0 -1.255615 1.607791 -1.318114 1.853247 0.952339 -2.881429 1.243312
173570.0 -1.637263 1.487313 -1.384804 1.88941 1.44458 -2.731035 1.079492
173580.0 -1.43251 1.870902 -1.535251 1.678931 1.269883 -2.837622 1.411071
173590.0 -0.728788 1.769524 -1.656633 2.048948 1.279505 3.065578 0.960484
173600.0 -1.795673 1.487472 -1.245843 2.022811 1.340811 2.97011 0.983299
173610.0 -1.606886 1.430749 -1.13765 1.832827 1.036706 3.083424 0.905397
173620.0 -1.638698 1.265803 -1.278345 1.712418 1.374392 1.946668 3.00969
173630.0 -1.184867 1.635826 -1.471118 1.492145 0.947645 -3.065586 0.685844
173640.0 -1.28431 1.867989 -1.209042 1.620351 1.182559 -3.038423 0.99419
173650.0 -1.19 2.018372 -1.335647 1.78197 1.41623 -2.639647 1.000132
173660.0 -1.412659 2.193294 -1.287506 1.984703 1.128597 3.064829 -3.104265
173670.0 -1.368308 1.889174 -1.343991 1.975922 0.937583 1.722976 1.057141
173680.0 -1.341309 1.112727 -1.409638 2.226743 1.200693 1.505783 0.852823
173690.0 -1.127446 1.97638 -1.008145 2.119564 1.252625 1.668018 3.052681
173700.0 -1.459697 2.047837 -1.218684 1.937245 1.888219 1.425338 3.055672
173710.0 -1.262898 2.216773 -1.132136 1.873179 1.491715 1.624291 2.993401
173720.0 -1.635527 0.949437 -1.252558 2.027203 1.200032 1.084752 0.715627
173730.0 -0.947917 -1.098215 -1.476137 -0.797766 1.374868 3.078379 3.077562
173740.0 -0.923298 2.004262 -1.506799 1.517866 1.262431 3.141399 0.74618
173750.0 -1.818483 1.425981 -1.366411 2.084979 0.712901 1.286998 0.911397
173760.0 -1.080587 2.031762 -1.294299 1.844274 1.050116 2.924601 3.109311
173770.0 -0.779318 1.944795 -1.075323 1.850089 1.099854 -3.045072 3.121995
173780.0 -1.13626 1.885935 -1.842671 2.004702 1.320594 -3.099551 0.886133
173790.0 -1.899502 1.290936 -1.107198 1.897403 1.225724 2.813124 2.849361
173800.0 -1.202117 1.855499 -2.114822 1.609476 0.911576 3.097008 0.930705
173810.0 -1.440551 1.598849 -1.506244 2.176973 1.243151 3.134186 2.939896
173820.0 -1.650298 1.318495 -1.374661 1.423034 1.176377 -3.102893 0.839077
173830.0 -1.464169 1.767181 -1.640297 1.711577 0.962516 2.712 -3.003024
173840.0 -1.392576 1.913826 -1.442087 2.140375 0.912868 2.997529 -3.127571
173850.0 -1.146495 1.898737 -1.451678 1.539723 1.192011 -2.863312 0.851018
173860.0 -0.966434 1.96649 -1.020127 2.074039 1.07044 3.103841 -2.823502
173870.0 -1.151783 1.967562 -1.2793 1.978929 1.166545 -3.065603 0.712382
173880.0 -1.431129 2.498663 -1.281351 2.241604 1.105456 2.839621 0.95524
173890.0 -1.140367 1.920868 -1.340338 1.90724 1.671723 -3.136855 1.063785
173900.0 -1.257308 1.718368 -1.463014 1.854024 1.397075 -3.135691 -3.088124
173910.0 -1.451716 1.988864 -1.659066 1.620635 1.242895 -2.985468 0.943708
173920.0 -1.584101 1.669141 -1.027905 1.904306 1.226957 3.013918 -3.018942
173930.0 -1.82921 1.494579 -1.51005 1.691556 0.904691 2.873418 -2.941497
173940.0 -1.515512 1.73405 -1.587094 1.314935 1.123517 3.059122 -2.845042
173950.0 -1.423888 2.014112 -1.560608 1.268631 1.250887 3.101466 -2.987062
173960.0 -1.326794 2.244673 -1.677356 1.390308 0.897062 -2.927224 1.150308
173970.0 -1.680377 1.430133 -0.957476 1.896525 0.837529 3.128433 3.021285
173980.0 -1.738928 1.337462 -1.119067 1.996973 1.057453 3.122774 3.002648
173990.0 -1.365609 2.14974 -1.280916 1.864743 1.421826 3.063599 1.045656
174000.0 -1.317993 1.298108 -1.458287 1.975775 1.277217 -3.126206 -1.117045
174010.0 -1.478082 1.895614 -1.348227 1.95391 0.788342 -2.928656 -2.989773
174020.0 -1.454604 2.27988 -1.408963 1.743232 1.402552 -3.139628 1.156247
174030.0 -1.112461 2.165802 -1.472583 1.714815 1.243016 2.992942 -2.775105
174040.0 -1.333235 1.872882 -1.646035 2.109838 1.044113 -3.09562 3.115014
174050.0 -1.156753 1.906731 -1.012324 1.855943 1.35105 3.058742 1.136198
174060.0 -0.843411 1.79055 -1.372334 2.05304 1.416163 2.677841 0.814509
174070.0 -1.500889 1.677066 -1.247321 2.015134 1.631955 -2.892631 1.135388
174080.0 -1.254246 2.050366 0.836611 2.227307 1.143471 2.934942 0.956163
174090.0 -1.027687 2.028875 -1.726627 1.19439 1.152885 2.837549 1.245384
174100.0 -1.322162 2.022713 -1.652739 1.60729 1.576879 2.817197 0.914928
174110.0 -1.190121 2.013601 -1.290113 1.834439 1.375292 3.000463 0.991289
174120.0 -1.379172 1.798921 -1.717187 1.761605 0.99797 3.036422 0.91491
174130.0 -1.462859 1.891876 -1.42909 2.09981 1.079521 3.025892 1.027276
174140.0 -1.303847 1.982005 -1.275997 1.92454 1.084854 -3.121176 1.2022
174150.0 -1.294413 2.187492 -1.723161 1.266893 1.128496 3.089033 1.009064
174160.0 -1.558805 1.274605 -1.571185 2.02984 1.026216 -3.082294 0.764131
174170.0 -1.317271 1.965889 -1.591003 1.643317 1.322302 3.022054 1.071232
174180.0 -1.442295 0.723068 -1.329666 2.005719 1.5034 -3.039445 1.009576
174190.0 -1.12807 1.960746 -1.511837 1.367858 1.2535 3.020732 0.980879
174200.0 -0.817245 1.742212 -1.312407 1.771272 1.099472 2.757992 0.883863
174210.0 -1.381982 1.98042 -1.603189 1.418292 1.1012 2.837656 0.928357
174220.0 -0.989206 1.798567 -1.191645 2.191966 0.902692 3.139937 1.141255
174230.0 -1.235346 2.150883 -1.353317 2.049001 1.459022 -3.013767 0.902444
174240.0 -1.045047 2.060573 -1.581222 1.882827 1.086296 -2.907946 1.046472
174250.0 -1.62133 2.314231 -1.567174 1.725185 1.10616 1.140202 2.933702
174260.0 -1.156392 1.796306 -1.479843 1.970226 1.228778 -2.948238 1.064928
174270.0 -0.994503 1.95205 -0.739192 1.759851 1.244955 -2.85859 0.985885
174280.0 -1.058058 2.355514 -1.305587 1.975286 1.430594 -2.99722 1.163118
174290.0 -0.976383 1.767429 -0.330153 1.817925 1.126446 -3.120063 1.050513
174300.0 -0.840413 1.786684 -1.268835 2.207145 1.234991 -2.862443 1.100638
174310.0 -1.248058 2.158045 -1.379981 2.141049 1.130575 -3.057681 1.064584
174320.0 -1.341274 1.941533 -1.219151 2.510976 1.434215 -3.106857 1.160677
174330.0 -1.108209 1.942187 -1.144961 -1.057795 1.159255 -3.077749 0.90898
174340.0 -1.040445 2.079125 -1.541574 1.543461 1.257083 2.927145 3.028249
174350.0 -1.24092 2.121652 -1.404177 1.829529 1.316416 -3.064674 1.040483
174360.0 -1.6075 1.697201 -1.689386 2.117881 1.153429 3.001211 0.93412
174370.0 -1.383171 1.759393 -1.596315 2.01025 1.281375 -2.937125 1.265953
174380.0 -1.207102 2.187741 -1.329092 1.441276 1.134677 -2.984333 1.063217
174390.0 -1.598689 1.490042 -1.707042 1.335785 1.267559 -2.986984 1.13921
174400.0 -1.207573 1.822481 -1.784833 1.582305 1.23469 3.12472 0.776522
174410.0 -1.393509 1.895115 -1.251702 2.059775 1.337928 2.791227 1.224985
174420.0 -0.733102 2.081403 -1.284613 1.932573 1.078372 -3.04144 0.982233
174430.0 -1.351503 1.829889 -1.123084 2.123355 1.05292 3.114471 1.212758
174440.0 -1.478014 1.018686 -0.908342 2.041775 1.244487 2.845068 0.878072
174450.0 -1.411987 1.062878 -1.431692 2.052466 1.113151 3.095771 1.238215
174460.0 -2.036869 1.399288 -1.882565 1.219197 1.232517 -3.111454 1.033034
174470.0 -1.003785 2.295912 -1.036439 2.065219 0.86565 3.009945 3.09375
174480.0 -1.568406 1.261565 -2.029434 1.656296 1.191702 3.050887 1.049498
174490.0 -1.413845 1.787024 -1.145862 2.032196 0.932089 0.960361 3.067697
174500.0 -1.685445 1.494957 -1.203425 2.160338 1.1487 -2.961864 1.074587
174510.0 -1.731206 1.535999 -1.569209 1.218942 1.247755 -2.704849 0.950134
174520.0 -1.338822 2.118033 -1.419006 1.731615 1.151197 3.141056 1.167387
174530.0 -2.008845 1.508924 -1.286917 -0.001632 1.203002 2.941605 1.101632
174540.0 -1.873501 1.722406 -1.098035 1.898522 1.116135 2.86638 0.970992
174550.0 -0.991913 2.018845 -1.629338 2.411992 1.015215 2.918427 0.76874
174560.0 -1.377873 1.99362 -1.382059 2.002692 1.239189 -2.891812 1.198515
174570.0 -1.426772 2.179852 -1.465898 1.892187 1.196246 -3.086026 0.883596
174580.0 -1.238299 2.197772 -1.368043 2.120602 1.13297 2.860175 1.083534
174590.0 -1.336101 1.680624 -1.520825 2.127346 1.182674 1.862893 0.945417
174600.0 -1.501409 2.052065 -1.500445 2.21103 1.083616 -2.988517 0.99544
174610.0 -1.61037 1.67145 -1.305977 2.09334 1.426632 1.45788 3.064372
174620.0 -1.293252 1.930408 -1.025602 1.93981 0.914981 1.0533 2.82277
174630.0 -1.298702 2.134621 -0.995701 1.923661 1.185292 1.215452 -3.125175
174640.0 -1.180208 2.053858 -1.126301 1.770206 1.001847 0.771743 2.97056
174650.0 -1.270129 2.068276 -1.441555 2.028631 1.128925 1.310394 0.703539
174660.0 -1.610637 2.134484 -1.053185 2.16922 1.216267 1.415675 0.693771
174670.0 -1.148627 1.998524 -1.039473 1.845986 1.131703 2.96802 -3.132957
174680.0 -1.119557 1.995926 -1.225407 2.268893 0.943044 -3.099766 2.991659
174690.0 -1.042257 1.682666 -1.035343 1.955104 1.287712 2.859523 -3.034057
174700.0 -1.253027 1.830323 -1.258905 1.557138 1.030138 3.042066 1.209604
174710.0 -1.422012 2.100025 -1.310273 1.770315 1.555088 1.542092 0.712217
174720.0 -1.381097 1.856083 -1.30677 2.12177 1.290317 -3.059054 0.989055
174730.0 -0.966471 1.996715 -1.350627 1.64274 1.069419 -3.078668 1.233863
174740.0 -1.211523 2.019891 -1.579675 -1.017179 1.147052 1.648679 3.056353
174750.0 -1.362447 2.050408 -1.09602 2.037587 1.275585 -3.065711 0.938155
174760.0 -1.392512 2.153889 -0.755414 1.738996 1.181491 3.058657 0.915341
174770.0 -1.219045 1.798765 -0.907555 2.003433 1.379045 3.102849 1.126732
174780.0 -1.415469 2.082751 -1.479814 1.924427 0.974552 -2.910412 1.094915
174790.0 -1.258465 1.744383 -1.543394 1.586567 1.226664 3.097114 0.895789
174800.0 -0.723618 1.919313 -1.413201 1.658259 0.949817 -3.113262 1.105269
174810.0 -1.208284 2.113189 -1.477998 1.393886 1.313001 2.91033 1.125473
174820.0 -1.321502 1.788492 -1.20869 -0.854872 1.269721 2.979326 -3.005918
174830.0 -1.141948 2.077101 -1.489063 1.446613 1.157379 -2.854245 0.954744
174840.0 -1.174219 1.874422 -1.499154 1.789704 1.05836 -3.080226 0.896842
174850.0 -1.570645 1.388499 -1.424416 1.682793 0.938374 -2.928966 0.773834
174860.0 -0.842456 -0.5767 -1.363922 1.921961 0.984972 3.020222 -2.859813
174870.0 -0.984805 2.116658 -1.047018 2.074422 1.233608 1.990696 3.096923
174880.0 -1.018133 1.938059 -1.32302 2.068608 1.888024 1.649965 2.921659
174890.0 -0.983767 -0.380524 -1.377058 1.910456 1.308702 2.783936 -3.043079
174900.0 -1.281768 1.740187 -2.073793 1.439183 1.154298 3.034674 0.918616
174910.0 -1.43595 1.489623 -1.620845 0.891089 1.149402 -3.11937 1.084019
174920.0 -1.513165 1.451818 -1.63845 1.144952 1.244985 3.0852 0.803305
174930.0 -0.97995 1.6339 -1.548183 0.50253 1.26916 -3.032584 -3.04962
174940.0 -1.457539 1.014688 -1.067268 1.834324 1.451907 -2.812445 1.321298
174950.0 -2.117364 1.471658 -0.980439 1.942776 1.298526 3.017202 0.942941
174960.0 -1.783199 1.438042 -1.317668 2.141991 1.394979 -2.827288 1.106827
174970.0 -1.693227 -1.156718 -1.607164 1.452359 1.158883 2.92228 -2.843696
174980.0 -1.551029 -1.14381 -1.611504 1.768964 1.102708 3.038435 3.121744
174990.0 -1.683311 1.625529 -1.526392 0.669939 1.490101 -2.893 3.047966
175000.0 -1.828933 1.270939 -1.573443 0.958573 1.238968 -2.873062 -2.992095
175010.0 -1.25652 2.013499 -1.245147 2.092846 1.047285 2.801732 0.924252
175020.0 -1.481938 1.688546 -1.633085 1.309277 1.266602 1.241461 3.071131
175030.0 -1.521783 1.46768 -0.920208 -0.182908 1.04048 3.060684 -2.985382
175040.0 -1.191587 2.181864 -1.409784 1.48374 1.177591 2.950351 0.992941
175050.0 -0.91429 1.779622 -1.601032 1.694226 1.236441 -2.991699 0.835836
175060.0 -1.102405 1.974534 -1.745617 1.645142 1.230002 -2.993992 1.076551
175070.0 -1.336612 1.806062 -1.499833 1.511209 1.759237 -3.037073 0.985708
175080.0 -1.753721 1.457846 -1.443064 1.407345 0.950695 3.083828 0.910516
175090.0 -1.786097 1.555282 -1.587452 1.623878 1.109293 2.879027 1.030189
175100.0 -1.73588 1.803311 -1.521778 1.708925 1.033414 3.003766 1.180592
175110.0 -1.186933 1.722533 -1.433956 1.783266 1.132344 -3.12697 -3.07794
175120.0 -1.017054 2.15502 -1.546338 1.511852 1.119298 3.109502 -2.747794
175130.0 -1.136522 1.90878 -1.448942 1.461796 1.04247 2.999738 -3.019165
175140.0 -1.623183 1.546018 -1.03974 1.953833 1.28721 -3.097137 0.856805
175150.0 -1.468912 1.216501 -0.993088 1.849287 1.201909 -3.041287 1.099024
175160.0 -1.390207 1.875845 -1.656299 1.575916 1.425846 -3.022013 1.088572
175170.0 -1.694184 1.148903 -1.541881 1.856907 1.07534 3.083297 -3.100015
175180.0 -1.217778 1.789416 -1.6161 1.59931 1.223397 2.801983 3.032325
175190.0 -1.22546 1.735925 -1.435809 1.937701 1.178601 3.042781 -3.091675
175200.0 -1.046321 1.907459 -1.217535 1.973338 1.180868 2.953545 3.108952
175210.0 -1.456731 1.921253 -1.306792 2.073727 1.241515 3.014292 -3.067356
175220.0 -1.268864 1.652694 -1.48081 1.135587 1.418961 3.139541 -3.026072
175230.0 -1.675324 1.256876 -1.176549 1.999557 1.145424 3.061933 -3.113771
175240.0 -1.884867 0.986662 -1.030719 1.968122 1.095352 3.012732 0.869258
175250.0 -1.223359 1.90082 -1.023237 1.887053 1.095945 2.824196 3.020589
175260.0 -1.745637 1.402557 -1.667785 1.693626 1.477478 -2.990822 0.776224
175270.0 -1.459686 1.134001 -1.445532 1.963802 1.054441 -2.949142 0.899883
175280.0 -1.42114 1.525057 -1.134823 1.897478 1.215461 -3.057607 2.864224
175290.0 -1.106127 1.909363 -1.68927 2.166946 1.306537 -2.921614 -3.112517
175300.0 -1.281076 1.642503 -1.525771 1.91442 1.08251 3.140043 -3.094623
175310.0 -1.631271 1.555615 -1.412543 2.030491 0.931736 -2.8553 3.061109
175320.0 -1.559591 1.328744 -1.420117 2.047237 1.227431 -3.034511 3.019638
175330.0 -1.582095 1.159853 -1.487789 2.128125 1.250913 -2.952079 -3.046683
175340.0 -1.713326 1.490121 -1.919477 1.334043 1.476883 -2.878392 1.197844
175350.0 -1.118142 1.915002 -1.201622 1.925032 1.019441 3.035046 3.036595
175360.0 -1.420907 1.989838 -0.950727 2.14041 0.832006 2.905572 3.131827
175370.0 -1.509557 2.135934 -0.620981 1.883946 0.960892 2.625825 0.951506
175380.0 -1.591034 1.099347 -1.423541 2.155879 1.056202 -3.037735 3.086986
175390.0 -0.902423 2.037594 -1.132231 1.910851 1.079284 1.206115 3.028571
175400.0 -1.440733 2.076523 -1.198701 2.017002 1.184279 1.29242 2.866935
175410.0 -1.198112 2.060672 -0.888587 2.031524 1.488776 1.534936 2.971017
175420.0 -0.968527 2.131175 -1.436779 1.747517 0.773233 1.719159 2.9062
175430.0 -1.029535 1.901287 -1.547764 2.078543 1.23541 1.601358 2.885024
175440.0 -1.303541 1.764629 -1.384952 1.765412 1.052093 1.324303 2.777314
175450.0 -1.590589 0.978988 -1.797057 1.734696 1.410634 -3.037984 1.078851
175460.0 -1.322689 0.886647 -1.223662 1.684783 1.24163 2.953808 2.853938
175470.0 -1.557836 1.358769 -1.522818 1.520721 1.239072 2.964352 -3.12764
175480.0 -1.507392 0.90761 -1.224387 1.910113 1.19283 -2.976537 0.899472
175490.0 -0.870415 2.168751 -1.221924 1.722771 0.993964 1.17369 3.093485
175500.0 -1.388106 1.96497 -1.146573 1.980568 1.363302 1.797591 2.726832
175510.0 -1.54701 1.533995 -1.213275 2.060849 1.034937 -3.124915 -2.748851
175520.0 -1.134913 1.987072 -1.221329 1.91391 0.927557 0.658621 3.04101
175530.0 -1.556377 1.557356 -1.367097 2.120498 1.103536 -3.138221 -3.082459
175540.0 -1.411181 1.72107 -1.517786 1.702203 1.227871 -3.124895 -3.114305
175550.0 -1.413517 1.398779 -1.645743 1.673972 1.339641 -3.08703 -2.922663
175560.0 -1.41303 1.96034 -1.099368 1.681848 0.998469 2.851457 -3.139744
175570.0 -1.273028 2.053357 -1.404481 1.869471 1.0136 2.712151 3.071228
175580.0 -1.700827 1.215428 -1.062529 2.075419 1.018564 -3.083231 3.13562
175590.0 -1.307179 1.99739 -1.324139 1.990091 0.978797 3.11327 -3.047542
175600.0 -1.369482 1.900953 -1.613904 2.329687 1.175175 -3.071128 -2.946725
175610.0 -1.577773 1.782076 -1.13702 1.892096 0.916447 2.664649 3.087481
175620.0 -1.348227 2.038704 -1.586069 2.171225 1.119851 -2.948176 2.944159
175630.0 -1.441674 1.858634 -1.14918 2.318916 1.123671 -3.084905 3.086149
175640.0 -1.262896 1.982177 -1.34542 2.197556 1.105055 -2.852291 3.050412
175650.0 -1.70999 1.241332 -1.000765 2.000796 1.529111 1.127248 2.933322
175660.0 -1.524848 2.092595 -1.689141 1.390132 1.170194 3.062457 -2.94126
175670.0 -1.811464 1.425985 -1.408134 1.994691 0.96066 1.024666 2.870439
175680.0 -1.357056 1.86888 -1.168509 2.312474 1.294925 -3.055913 -2.795343
175690.0 -1.195862 2.029401 -1.130969 2.043563 1.055802 -2.905209 2.995871
175700.0 -1.22778 2.02334 -1.290789 1.677356 0.974079 -2.947953 -3.024422
175710.0 -1.668259 1.578018 -1.379243 1.934461 1.179729 3.110541 -2.84457
175720.0 -1.93738 1.757231 -0.820438 1.789366 1.0232 1.285773 3.083602
175730.0 -0.971601 1.886874 -1.567585 1.51812 1.143124 2.856376 -2.896747
175740.0 -1.468431 1.135291 -1.227556 1.800974 0.964419 -2.982647 -2.871407
175750.0 -1.714437 1.521652 -1.500304 2.433982 1.161058 3.033718 3.069992
175760.0 -1.267959 1.507498 -1.402971 1.875031 0.983585 2.85683 -3.11594
175770.0 -1.230898 1.856955 -1.730557 1.435462 0.948301 -2.883663 -3.130979
175780.0 -1.558436 1.579133 -1.404247 1.957685 1.062804 -3.11335 -3.011924
175790.0 -1.654105 1.552417 -1.263495 1.948618 1.071098 2.949122 -3.059256
175800.0 -1.366691 2.008289 -1.490747 1.287688 1.405159 2.922203 -3.102757
175810.0 -1.070709 1.902796 -1.358284 1.877687 1.233206 2.999234 -3.13209
175820.0 -1.252625 2.047969 -1.865321 1.864873 1.419814 -3.048966 2.930743
175830.0 -1.246728 1.826355 -1.197556 2.253831 0.98528 2.901311 3.118041
175840.0 -1.513225 2.255156 -1.744199 1.709277 1.288712 -3.005405 3.095618
175850.0 -1.346816 2.029887 -1.509626 1.457857 1.24061 -3.038201 2.96834
175860.0 -1.490175 1.8939 -1.402316 1.494812 1.143393 2.915746 2.859333
175870.0 -1.286799 1.906035 -1.490297 1.886056 0.904743 -2.939636 -2.946521
175880.0 -1.634953 1.529713 -1.33327 2.185741 1.167476 3.02143 -3.066498
175890.0 -1.516824 1.426576 -1.4826 1.568819 1.412079 2.743425 2.97994
175900.0 -1.15297 1.760323 -1.736966 1.592913 1.285785 -2.92133 -3.103174
175910.0 -0.818573 1.939969 -1.457581 1.319313 1.293953 2.780992 2.918793
175920.0 -1.623269 1.266927 -1.353627 2.130687 1.154758 -3.11141 2.909887
175930.0 -1.556005 0.984426 -1.571483 1.095425 1.133636 -3.052215 3.020699
175940.0 -1.276045 1.576799 -1.59268 1.381508 0.82347 1.290943 -3.124144
175950.0 -1.723145 1.822931 -1.393306 1.695673 1.415706 1.68003 -2.964756
175960.0 -1.690682 1.355044 -1.166461 1.693889 1.219617 1.210519 -3.029874
175970.0 -1.670658 1.405251 -1.56307 1.399119 1.103997 1.278396 3.095875
175980.0 -1.500939 1.523129 -2.31913 1.663511 1.056367 0.645422 3.094024
175990.0 -1.240537 -0.613988 -1.251868 1.627489 1.039009 1.380213 0.757043
176000.0 -1.984162 1.572348 -1.518373 1.870678 0.993589 1.042372 3.02191
176010.0 -1.550394 1.489039 -1.139363 1.845938 1.282977 1.421258 -3.066406
176020.0 -1.840438 1.304388 -1.176905 1.984745 1.619065 1.412147 3.116913
176030.0 -1.634075 1.439391 -1.36246 1.83813 1.168075 1.593391 2.973336
176040.0 -1.428198 1.855336 -0.712215 1.733637 1.207347 2.672009 2.928794
176050.0 -1.643785 1.814091 -1.171908 2.127946 0.877988 1.212859 3.040136
176060.0 -1.188792 1.547692 -0.999697 2.155292 1.280528 1.27544 3.014307
176070.0 -1.429721 1.734648 -1.151731 2.273653 1.296224 1.336039 2.89003
176080.0 -1.670496 1.365766 -1.668875 1.664559 1.051347 1.26525 3.087826
176090.0 -1.690661 1.472011 -1.618573 1.669907 1.318066 2.644577 3.041897
176100.0 -1.340075 1.884894 -1.473702 2.303278 1.046662 -3.015933 3.081235
176110.0 -1.319179 1.835975 -1.387159 1.775297 1.171568 -3.004816 -3.114423
176120.0 -1.260913 1.961569 -1.680851 1.285807 1.316577 1.396197 0.684722
176130.0 -1.464869 1.113727 -1.215536 2.044717 1.064609 3.120929 -3.116732
176140.0 -1.665976 1.29408 -1.892332 1.659157 1.098015 0.923874 0.967142
176150.0 -1.242521 1.860084 -1.331091 2.270075 1.037052 -3.024102 -3.130375
176160.0 -1.749155 0.848087 -1.283927 1.946101 1.375737 2.950796 -3.010723
176170.0 -1.274868 2.268187 -1.258459 -1.014074 1.535551 -3.099176 3.094209
176180.0 -1.819324 1.521406 -1.402883 1.728243 1.300886 -2.862493 3.097714
176190.0 -1.714985 1.484635 -1.272583 1.964596 0.969249 2.894934 3.136501
176200.0 -1.877979 1.265662 -1.252971 1.990531 0.973554 1.046903 2.947988
176210.0 -1.337831 1.626075 -1.538355 1.688617 1.056882 2.583723 -3.025388
