time phi1_2 psi1_2 phi2_3 psi2_3 phi3_4 psi3_4 omega3_4
29090.0 -1.912209 1.329587 -1.436029 1.809922 1.252048 -3.075671 -3.136352
29100.0 -1.447494 1.555082 -1.104339 1.946507 1.56985 1.371319 2.729488
29110.0 -1.455536 2.237636 -1.847016 1.514975 1.113767 3.133192 0.813762
29120.0 -1.551477 -1.214919 -1.298699 1.99733 1.140482 -3.025234 0.817553
29130.0 -1.346272 1.988509 -1.558704 1.209657 1.254261 2.989399 1.116875
29140.0 -1.129386 1.868061 -1.323959 2.013905 1.026586 0.999842 3.090965
29150.0 -0.993265 2.431264 -1.578963 1.889078 1.727356 -2.919591 1.079776
29160.0 -1.563628 2.496327 -1.566913 1.919704 1.315472 -2.972693 0.829038
29170.0 -1.298645 2.042011 -1.355049 1.668368 1.126082 2.984632 1.176678
29180.0 -1.238398 2.233739 -1.446146 1.916049 1.089882 3.004206 0.984413
29190.0 -1.166767 2.181956 -1.2613 1.769176 1.063674 2.972293 -3.124514
29200.0 -1.424305 2.026703 -1.343598 1.971848 0.985975 3.115653 1.013654
29210.0 -0.665053 1.854424 -1.076007 2.110058 1.349181 2.547813 -2.959665
29220.0 -1.037857 1.988559 -1.603508 1.451676 1.000053 -3.072164 1.051537
29230.0 -1.16547 1.825516 -1.182399 2.015349 1.189296 -2.836572 1.32181
29240.0 -1.243399 2.236994 -1.06841 2.044356 1.366846 2.989445 0.915278
29250.0 -1.538729 2.24103 -1.099158 1.831844 1.99403 -3.117852 0.612455
29260.0 -1.163913 2.264747 -1.094279 1.86089 1.112434 -3.0875 1.005772
29270.0 -1.181119 1.934183 -1.503709 1.90088 1.305718 2.985889 1.102156
29280.0 -1.229696 1.920771 -1.46713 2.351259 0.974933 3.030199 0.984808
29290.0 -1.326711 1.920271 -1.361323 1.953469 1.316995 1.493053 2.903595
29300.0 -1.349159 1.836404 -1.271487 1.817187 1.072456 1.429894 2.983992
29310.0 -1.252501 1.852672 -1.401084 1.886881 1.199967 1.06707 2.604268
29320.0 -1.364735 2.271023 -1.20331 2.108426 0.949387 -3.133335 -3.130463
29330.0 -1.248025 2.212192 -1.071219 1.901738 1.325806 3.075662 -3.037801
29340.0 -1.219375 1.91346 -1.323863 2.013487 0.966695 2.822651 0.937678
29350.0 -1.65212 1.649477 -1.453418 2.255947 1.178144 1.106897 2.870788
29360.0 -1.230853 1.589323 -0.952903 1.891302 0.945256 3.005908 0.809888
29370.0 -1.524721 2.114742 -1.196937 2.029666 1.189206 -3.1227 3.040199
29380.0 -1.448705 1.757551 -1.444023 1.987382 1.105907 -3.122065 3.086082
29390.0 -1.135632 2.230357 -1.107329 1.856352 1.097694 3.112634 3.111365
29400.0 -0.943904 1.899497 -1.52626 1.496019 1.300877 2.762093 -3.085807
29410.0 -1.134541 2.053692 -1.539213 1.726942 0.995078 2.985976 -3.000273
29420.0 -1.259362 1.742742 -1.566673 2.357821 1.062968 3.004247 3.107648
29430.0 -1.28969 2.352464 -1.338283 1.761876 1.311166 2.930673 3.097801
29440.0 -1.38458 1.974131 -1.359851 2.024366 1.226274 1.960872 0.918331
29450.0 -1.232683 2.542263 -1.390001 1.974269 1.329388 2.909316 -3.125834
29460.0 -1.06118 2.028449 -1.232965 1.910805 1.483348 3.13306 0.905438
29470.0 -1.014229 1.842413 -1.528551 1.939459 1.251191 -3.140612 3.087411
29480.0 -0.758718 1.914273 -1.16556 1.886988 1.111803 1.611193 -2.9788
29490.0 -1.600911 2.533448 -1.476627 2.115443 1.338556 -3.061306 2.862556
29500.0 -1.221696 2.108869 -1.323631 1.909681 1.202072 2.852281 2.952013
29510.0 -1.371428 1.969778 -1.448764 2.064059 1.052312 -3.075996 -2.951621
29520.0 -1.210954 2.271238 -1.625326 1.517838 1.025945 2.756871 -3.083569
29530.0 -1.347436 2.069036 -1.3567 2.081648 1.033014 -3.079064 2.910295
29540.0 -1.273461 1.869489 -1.468652 1.789312 1.170563 2.739857 3.107855
29550.0 -1.201171 1.964054 -1.501015 1.403739 1.299041 2.765486 2.918097
29560.0 -1.595368 1.77201 -2.000319 1.594003 1.257875 -2.81905 -3.131271
29570.0 -1.386966 1.376535 -2.042843 1.461978 1.28067 -2.44566 -2.966931
29580.0 -1.514675 2.365286 -1.505604 2.033746 1.322916 2.963852 -3.061929
29590.0 -1.011901 1.475472 -1.085246 -0.9256 1.971981 -2.969496 -2.94259
29600.0 -1.293807 1.736561 -1.358608 2.056026 1.3387 -3.097973 3.100332
29610.0 -1.384815 1.815136 -1.30637 1.953163 1.056587 2.945063 3.128895
29620.0 -1.310242 1.755793 -1.224762 1.992248 1.154612 -2.943396 -3.080728
29630.0 -1.904298 1.132022 -1.541401 1.229468 1.248204 -3.038404 3.019742
29640.0 -1.959048 1.542256 -1.651803 1.204504 0.920494 -2.762873 3.07545
29650.0 -1.351769 1.640831 -1.329008 1.961142 0.92844 2.974559 3.061703
29660.0 -1.665083 1.293863 -1.102246 1.94106 1.066314 0.983933 2.914815
29670.0 -1.631944 1.273867 -1.611166 1.176862 1.10154 2.970206 2.985055
29680.0 -1.300465 2.066992 -1.695578 2.037246 1.19205 3.128769 -3.097774
29690.0 -1.347179 1.649556 -1.418057 2.02177 1.154205 1.264235 2.986118
29700.0 -1.330474 1.760092 -1.555955 1.331628 0.698341 1.079355 3.066754
29710.0 -1.426004 1.236693 -1.459928 1.48864 1.22535 1.361638 -2.924543
29720.0 -1.361008 2.304771 -1.729874 1.459324 1.329463 -3.032771 -3.044055
29730.0 -1.763932 1.347599 -1.510282 0.981878 1.054214 1.320569 -3.101386
29740.0 -1.289317 1.703711 -1.212365 1.849779 1.253983 2.598719 3.101836
29750.0 -1.537541 1.889609 -1.054336 1.672026 1.022871 2.897726 3.093667
29760.0 -1.80573 1.55534 -1.091204 2.024002 0.986755 -3.119126 2.973733
29770.0 -1.565876 1.970506 -1.357034 1.774795 1.137204 2.941385 3.068725
29780.0 -0.865046 2.167951 -1.641074 1.923686 1.056848 -3.084569 -3.062806
29790.0 -1.053729 2.07756 -1.568331 1.894328 0.859697 2.955117 1.050029
29800.0 -1.476734 1.959876 -1.335278 2.191635 1.244609 2.954866 1.109283
29810.0 -1.273718 2.175676 -1.424334 2.055899 1.406911 -3.114405 0.823127
29820.0 -1.529249 1.294795 -1.387124 2.041813 1.260288 3.124154 0.867572
29830.0 -1.642632 1.371595 -0.979498 1.744617 0.884089 -2.965946 1.225388
29840.0 -1.230768 1.854909 -1.577641 1.921841 1.060195 -3.098901 -3.087453
29850.0 -1.229368 2.00461 -1.777624 1.293846 1.200777 -3.085443 3.064218
29860.0 -1.754232 1.719651 -1.265417 1.730677 1.078001 -3.127227 2.959363
29870.0 -1.672735 1.662991 -1.421061 1.85634 1.204147 2.970683 3.035258
29880.0 -1.723512 1.610608 -1.427492 2.212168 0.930283 -3.004008 3.125951
29890.0 -1.743683 1.375547 -1.477742 1.992348 1.070804 -3.118056 -2.935564
29900.0 -1.364166 1.618376 -1.830225 1.409336 1.080516 1.126539 -3.109467
29910.0 -0.592129 2.084504 -1.20004 2.115103 1.087993 3.001316 1.112822
29920.0 -1.101688 2.113343 -1.400077 1.550471 0.92603 1.435461 3.025105
29930.0 -1.13699 2.178706 -1.373146 1.865053 1.451337 3.010141 2.97808
29940.0 -1.224133 1.657357 -1.807789 1.708489 1.0777 1.29646 2.859181
29950.0 -1.292332 2.037169 -1.532731 1.495775 1.015489 1.031047 3.066585
29960.0 -1.22731 2.337126 -1.597572 1.584171 1.115237 2.612312 -3.060605
29970.0 -1.524921 1.975856 -1.45324 1.922085 1.14658 -3.113817 -3.099105
29980.0 -1.389568 1.730227 -1.569179 1.753628 1.610758 2.917078 -3.113124
29990.0 -1.154059 2.159002 -1.715778 1.904287 1.250828 3.015543 3.003881
30000.0 -1.717656 1.564014 -1.162997 1.943458 0.836034 2.395016 2.923646
30010.0 -1.686279 1.516916 -1.494847 1.804492 0.956616 1.295888 3.008863
30020.0 -1.584208 1.282981 -1.265807 1.862028 1.107339 1.751808 3.06553
30030.0 -1.073037 2.269397 -1.395743 1.920154 1.482271 3.039497 0.7857
30040.0 -0.7619 -0.898813 -1.773337 1.500732 1.168796 -3.101164 -2.917254
30050.0 -1.430458 1.673165 -1.399431 1.621713 1.287559 -3.042444 1.132106
30060.0 -1.195481 1.913692 -1.463654 1.474317 1.240021 2.768678 1.041215
30070.0 -1.320437 1.819218 -1.193952 1.882595 0.992044 2.919003 0.818885
30080.0 -1.345 2.016289 -1.408487 1.468112 1.398916 -3.071622 0.643269
30090.0 -1.30666 1.955676 -1.666786 1.257985 1.290479 3.073644 0.94663
30100.0 -1.817927 1.52053 -1.326125 1.927655 1.317975 -3.0789 0.960453
30110.0 -1.254541 2.202117 -1.843135 1.700578 1.017986 3.010398 1.016096
30120.0 -1.129234 1.944011 -1.579532 1.81274 0.881245 -3.003585 1.31307
30130.0 -0.895038 2.091868 -1.763728 1.790949 1.301356 3.027701 1.007688
30140.0 -1.270782 2.210445 -1.511199 1.126448 1.007639 3.038838 1.218985
30150.0 -1.426128 2.088306 -1.280365 1.709533 1.473929 2.743649 -2.963371
30160.0 -1.477196 2.137456 -1.61419 1.758209 1.218262 3.06543 0.8919
30170.0 -1.316292 2.115721 -1.446696 1.888615 1.373004 2.895815 1.040742
30180.0 -1.133138 2.110632 -1.248779 1.219154 1.326383 1.847924 -3.02134
30190.0 -1.582711 1.518552 -0.872272 1.920328 1.107111 -3.077939 3.002144
30200.0 -1.307385 2.199282 -1.295499 1.829737 1.17008 3.064876 3.120333
30210.0 -1.210227 2.019832 -1.119441 1.599027 1.014006 2.940357 -3.111539
30220.0 -1.359692 1.730738 -1.549214 1.684291 1.283084 3.135704 2.981853
30230.0 -1.579962 1.659449 -1.437637 1.798403 1.227506 -3.062149 1.048612
30240.0 -1.511767 1.776624 -1.438919 1.585312 1.047452 -2.88942 1.382008
30250.0 -1.067575 1.801931 -1.391267 2.007236 1.080454 -2.994596 -3.13537
30260.0 -1.290677 1.955795 -1.325295 2.016727 1.071543 3.050733 -2.934918
30270.0 -1.698552 1.46749 -1.525856 1.106819 0.867876 -3.059124 3.046183
30280.0 -1.131246 1.801665 -1.134767 2.161599 1.113645 2.94689 2.938232
30290.0 -1.299752 1.856082 -1.39676 1.887196 1.038821 2.951585 3.077147
30300.0 -0.939475 1.891048 -1.228405 1.895941 1.232754 2.972067 -2.834748
30310.0 -1.218347 2.151577 -1.475497 1.509723 1.298154 2.862397 -3.116032
30320.0 -1.095916 2.00141 -1.275171 2.004599 1.030977 2.904214 3.078725
30330.0 -1.08813 2.128909 -1.646522 1.407313 1.704094 3.115595 -2.853872
30340.0 -1.2405 1.887834 -1.169515 1.922551 1.110876 2.861854 -3.109285
30350.0 -1.547631 1.882613 -1.382376 2.027402 1.246142 3.070851 2.851286
30360.0 -1.937489 1.491728 -1.195181 1.654438 2.243191 2.809976 -3.121013
30370.0 -1.352892 0.948567 -1.770948 1.068771 1.261598 3.137981 2.961521
30380.0 -1.022886 1.804142 -1.339818 2.088513 1.081718 2.469017 3.018804
30390.0 -0.977316 1.846037 -1.101474 1.925246 0.893047 2.664279 -2.965295
30400.0 -1.674291 1.154322 -1.652454 1.662365 1.157368 2.753037 -2.872219
30410.0 -1.311268 1.604378 -1.428491 1.292112 1.202046 2.850275 -2.908922
30420.0 -1.197497 1.990299 -1.347465 1.827501 0.853313 3.044284 -2.952426
30430.0 -1.513934 1.617573 -1.487281 2.327232 1.042932 -2.955077 -2.905253
30440.0 -1.195416 1.702332 -1.477581 1.879257 1.206842 2.629699 -2.909315
30450.0 -1.036822 1.897521 -1.661706 1.569589 0.970578 -3.13898 -3.107614
30460.0 -1.523518 1.763938 -1.331151 1.886987 1.225678 -2.854613 0.889998
30470.0 -1.446612 1.924125 -1.643808 1.912649 1.604279 -2.975379 1.094659
30480.0 -1.578396 1.520157 -1.36297 2.317945 1.479993 2.887117 1.255886
30490.0 -1.414733 1.731025 -1.062909 1.831808 1.287515 3.12206 0.972852
30500.0 -1.203691 2.269804 -1.495206 1.398741 1.153354 2.754694 2.886844
30510.0 -1.349482 2.038361 -1.200941 1.91288 1.312112 2.998053 1.097574
30520.0 -1.721392 1.110994 -1.226601 1.923985 1.245422 -3.103469 -3.107434
30530.0 -1.924442 1.318976 -1.114508 1.945117 1.07943 3.107341 3.069468
30540.0 -1.417473 1.780542 -1.243405 2.064787 0.935003 3.12313 3.076568
30550.0 -1.310008 1.865342 -1.642548 1.692616 1.183078 3.09193 -2.992479
30560.0 -1.341957 1.369447 -1.506049 1.911612 1.279401 -3.062487 -3.137492
30570.0 -1.410338 1.525009 -1.4789 2.186791 1.419336 -3.01338 0.664654
30580.0 -1.081496 1.958041 -1.490799 1.971028 1.265919 -3.074147 0.731503
30590.0 -1.073675 1.993712 -1.342536 1.794111 1.043832 -2.916592 1.198335
30600.0 -1.732666 1.44945 -1.030665 2.025139 1.407708 3.139431 -3.046056
30610.0 -1.157004 2.007688 -1.40244 2.221436 1.011018 -3.042955 3.111008
30620.0 -1.023816 1.725401 -1.368852 1.972692 1.055517 2.996756 -3.072605
30630.0 -1.292384 1.81339 -1.143447 2.189245 1.176882 3.018502 3.086931
30640.0 -1.272158 2.021278 -1.331166 2.055467 0.955751 -3.116307 -3.122015
30650.0 -1.004001 1.862561 -1.375563 2.232434 1.145454 3.044971 -2.967479
30660.0 -1.239252 1.933189 -1.369319 1.770833 1.232169 3.14149 0.977333
30670.0 -1.060776 1.964484 -1.441812 2.115553 1.23036 3.058289 0.905497
30680.0 -1.059299 2.432782 -1.589063 2.1987 1.36088 -3.00143 3.10735
30690.0 -0.977036 1.939716 -1.383947 2.085275 1.365572 -3.079377 1.235641
30700.0 -1.321453 2.084628 -1.522229 1.827289 0.975009 2.896924 1.047494
30710.0 -1.080743 1.840485 -1.504859 1.621573 1.346699 3.075654 -2.82961
30720.0 -1.61462 1.324466 -1.218153 1.784836 1.003935 2.946323 -3.006228
30730.0 -1.661716 1.272086 -1.567085 1.978471 0.862788 3.123827 -3.107866
30740.0 -1.194799 2.18392 -1.822109 1.220278 1.201035 3.134578 0.90972
30750.0 -1.35428 1.787172 -1.43389 1.891624 1.027974 3.107173 -3.082285
30760.0 -1.022373 2.263707 -1.17201 1.792259 0.818563 2.957498 -2.944015
30770.0 -1.656955 1.936992 -1.561808 1.871385 1.084656 2.657035 -3.009749
30780.0 -0.978956 1.75204 -1.681264 1.5243 1.272953 -2.812708 1.097924
30790.0 -1.26236 2.171997 -1.531631 1.592786 1.102827 2.977981 -3.088
30800.0 -1.133444 2.17839 -1.177559 1.765613 1.047495 -3.137214 -3.036837
30810.0 -1.196902 2.06968 -1.292711 2.067232 1.546482 -3.043145 0.800432
30820.0 -1.49492 1.763776 -1.332564 2.130126 1.165514 3.057826 3.036297
30830.0 -1.271922 1.803449 -1.779847 1.496625 1.150412 3.138775 0.969357
30840.0 -1.372804 1.695522 -1.882679 1.655914 1.043181 -2.872487 0.822408
30850.0 -1.470526 2.012793 -1.251643 1.71417 1.279462 -3.036604 1.259188
30860.0 -1.271165 2.015569 -1.35246 2.068628 1.118312 -3.032641 3.012781
30870.0 -1.119196 1.984541 -1.313993 1.665916 1.171579 -2.956856 3.097121
30880.0 -1.140996 2.003136 -0.933626 1.876961 1.153747 -3.061531 0.862985
30890.0 -1.461297 1.725105 -1.449278 1.949646 1.129859 -3.14085 3.074069
30900.0 -0.930254 -0.560613 -1.085175 1.853234 1.406394 -3.033184 0.924704
30910.0 -1.363226 1.929442 -1.369675 1.951182 0.969049 -2.889385 3.039783
30920.0 -1.561779 1.699643 -1.578966 2.147727 1.047084 3.0705 -3.090008
30930.0 -1.484426 1.977677 -1.323706 2.070689 1.410423 3.03907 1.04612
30940.0 -0.926366 -0.709031 -0.965424 1.753237 1.124696 -2.966771 0.943944
30950.0 -1.069102 1.887116 -1.425073 1.669087 1.243625 -3.108166 3.107827
30960.0 -1.181169 1.97223 -1.505609 2.07958 1.025726 3.118085 3.080763
30970.0 -1.473044 -1.012136 -1.236242 1.752251 1.060235 2.423591 0.953429
30980.0 -1.598062 1.905615 -1.573652 2.05662 1.111107 3.011263 3.077288
30990.0 -1.062154 1.931962 -1.315794 2.002359 1.326542 3.09366 0.948377
31000.0 -1.312953 1.650934 -0.772045 1.867092 0.803626 2.995338 -2.978773
31010.0 -1.228247 1.905544 -1.335014 2.116877 1.025941 3.110667 3.089457
31020.0 -1.171777 2.062767 -1.560358 1.954119 1.722099 3.01518 1.090867
31030.0 -1.39085 1.805474 -1.117561 1.913615 0.93332 2.92885 3.133949
31040.0 -1.140352 1.86065 -1.300509 2.057336 1.03328 3.064734 -3.052996
31050.0 -1.16244 2.04424 -1.174981 1.85155 1.197484 2.912746 3.108239
31060.0 -0.787844 -0.970477 -1.227083 2.284702 1.199106 3.107127 1.082796
31070.0 -0.81286 -0.400251 -1.354104 2.097526 1.121527 -2.918462 0.877528
31080.0 -1.236689 1.69936 -1.515238 1.841966 1.141352 2.947444 0.962244
31090.0 -1.168232 1.575978 -1.099217 2.030226 1.153544 2.947994 1.041263
31100.0 -1.227246 -0.324859 -0.996826 1.756173 1.142901 2.978901 0.882012
31110.0 -1.164434 -1.439463 -1.009185 1.809767 1.003866 3.02783 3.100991
31120.0 -1.441823 1.886195 -1.443821 1.584557 0.99737 3.038396 3.14068
31130.0 -1.620727 -1.13357 -1.611001 2.239632 1.284726 2.691352 -2.985359
31140.0 -1.482266 1.891216 -1.561365 1.537494 1.178095 2.907999 -3.071223
31150.0 -1.630153 1.317199 -1.534594 2.178624 1.384051 3.074611 0.767318
31160.0 -1.30116 1.770556 -1.551804 1.298788 1.01939 2.991082 0.768671
31170.0 -1.145089 1.97265 -1.165149 1.772815 1.64893 1.332921 3.059483
31180.0 -1.297024 -0.393152 -1.7291 1.958638 1.228616 3.130165 -3.127312
31190.0 -1.400458 -0.398326 -1.653804 2.221993 1.127782 2.739522 3.111118
31200.0 -1.088352 -0.839977 -1.322765 2.015131 1.298591 2.67522 3.076444
31210.0 -1.264899 1.932594 -1.532029 2.142441 1.324445 2.618663 0.982651
31220.0 -0.693138 2.033587 -1.000672 1.9568 1.948885 -3.11903 0.861513
31230.0 -1.507616 1.640448 -1.351333 2.162897 1.254644 -2.793236 2.64147
31240.0 -1.680275 1.422967 -1.568944 1.81384 1.006619 -2.900877 -2.979321
31250.0 -1.0322 2.206139 -1.483751 1.575209 1.558069 -3.053274 0.913418
31260.0 -1.846793 1.478564 -1.531081 1.977053 1.162388 3.100911 -3.064123
31270.0 -1.433238 1.983795 -1.337068 1.83785 1.351723 3.015227 1.191342
31280.0 -1.205914 1.866355 -1.654753 1.609383 1.358438 -3.104102 3.066298
31290.0 -1.405171 2.225447 -1.676842 1.456545 1.208543 -3.014236 0.940209
31300.0 -1.079457 2.185603 -1.651153 1.690227 0.7975 3.115442 -3.1206
31310.0 -1.70141 1.931984 -1.337943 2.013436 1.223187 -2.842909 1.026696
31320.0 -1.09679 2.023994 -1.499368 1.435084 1.196061 2.038545 0.878382
31330.0 -1.455679 -1.158097 -1.211634 2.049525 1.034205 3.124671 -3.006206
31340.0 -1.493874 1.026682 -1.0489 2.255267 1.131382 1.506521 0.867046
31350.0 -1.661671 1.46323 -1.430598 2.188385 1.185284 -2.973775 1.099999
31360.0 -1.129372 -0.252906 -1.683567 1.198114 1.1627 -2.927036 3.068929
31370.0 -1.405224 1.705143 -1.354466 2.51851 1.053671 2.896147 0.814631
31380.0 -1.531023 1.287134 -1.462137 1.845415 1.077106 3.115463 -2.899178
31390.0 -1.62439 1.347958 -1.31666 1.813747 1.190754 3.001033 3.120559
31400.0 -1.633912 1.104645 -1.536614 2.173493 1.012117 -2.823441 3.127295
31410.0 -1.504618 1.076817 -1.401892 2.020802 0.95659 3.077776 -3.052112
31420.0 -1.564991 1.731775 -1.0773 2.064519 1.018776 3.089821 -3.08471
31430.0 -1.878864 1.242809 -1.267858 2.061648 1.04947 2.891046 -2.943427
31440.0 -1.17332 1.883796 -1.436697 2.020322 1.050565 3.112745 -2.987318
31450.0 -0.803739 1.749171 -1.089322 2.0323 1.159889 3.021558 3.045867
31460.0 -1.846979 1.311783 -1.43502 2.129653 1.231089 -3.118013 -3.0892
31470.0 -0.996881 1.744443 -1.518544 1.924844 1.250926 2.800809 3.004098
31480.0 -1.184247 1.679311 -1.438115 1.429564 1.054376 2.963919 -2.932376
31490.0 -1.374407 1.75977 -1.535445 1.490592 0.991659 2.88613 -3.13511
31500.0 -1.251743 1.95418 -1.166439 1.875274 1.073057 3.042307 -3.13002
31510.0 -1.330455 2.388949 -1.454227 1.971315 1.148163 3.000745 -3.061006
31520.0 -1.47705 1.442326 -1.440737 1.470505 0.923963 3.074631 -3.008931
31530.0 -1.317417 2.067102 -1.45571 1.416592 1.426906 -3.11848 -3.01711
31540.0 -1.413047 1.910916 -1.441709 1.925848 0.853615 2.938974 -3.003866
31550.0 -1.234269 2.164728 -1.626276 1.016151 1.162027 2.846695 -3.02145
31560.0 -1.22876 1.927301 -1.166421 2.292509 0.973685 -2.973559 -2.978748
31570.0 -1.414032 1.633153 -1.47029 1.671746 1.120762 2.98388 1.169651
31580.0 -1.199134 1.951507 -1.209593 1.953032 1.22892 2.733218 -3.021748
31590.0 -1.188394 2.036403 -1.281935 1.935491 1.171645 2.863986 -3.08748
31600.0 -1.32068 2.112991 -1.490168 2.112491 1.164015 2.898409 -2.939542
31610.0 -1.267801 1.565942 -1.313585 2.08019 0.941804 -3.020433 -3.075822
31620.0 -1.561081 1.390179 -1.185764 1.983744 1.08951 2.913265 3.013792
31630.0 -1.469172 1.637589 -1.478253 2.168641 1.349926 -3.013774 2.916133
31640.0 -1.869272 1.704967 -1.528517 2.031707 1.120007 -3.113453 3.121285
31650.0 -1.547364 1.506353 -1.405007 1.739878 1.277056 2.895764 3.007525
31660.0 -1.353707 2.34181 -1.662613 1.681512 1.339617 -2.976098 1.002381
31670.0 -1.407987 1.853766 -1.501396 1.890901 1.107932 2.865417 3.048764
31680.0 -1.684041 1.224384 -1.312451 1.605724 1.089845 2.849033 3.079424
31690.0 -1.472929 1.737347 -1.684993 2.113343 1.053914 2.912985 -3.085254
31700.0 -1.511204 1.532165 -1.709622 2.471392 1.320181 -3.041556 2.99523
31710.0 -1.220179 2.117394 -1.51284 2.189938 1.09513 3.061164 -3.011428
31720.0 -1.563341 1.655721 -1.530513 1.975774 0.889745 -3.040057 -3.006826
31730.0 -1.440931 1.949229 -1.188923 2.366099 1.263018 -2.982226 2.836289
31740.0 -1.544381 1.084452 -1.271886 1.920006 1.444538 3.042591 0.764383
31750.0 -1.371109 1.807086 -1.805778 2.017208 1.355109 -2.991708 -2.972514
31760.0 -1.553196 1.752552 -1.428278 1.962052 1.262381 3.050936 -3.07982
31770.0 -1.548755 1.488134 -0.895321 1.835154 1.328581 2.472047 -3.125656
31780.0 -1.813459 1.710056 -1.298378 1.697545 0.916426 2.93603 1.246557
31790.0 -1.749861 1.699869 -0.972411 1.957457 1.37669 2.785316 3.049991
31800.0 -1.599228 1.658825 -1.356005 1.857744 1.30646 2.816355 2.861703
31810.0 -1.566209 1.038727 -1.155718 1.710843 1.013878 3.070672 0.917877
31820.0 -1.299511 1.84183 -1.245521 1.908671 1.285621 1.087023 3.011761
31830.0 -1.517 1.65242 -1.114858 1.940529 0.967478 3.098174 -3.137524
31840.0 -1.535553 1.838194 -1.539908 2.166255 1.257023 -3.105471 3.141338
31850.0 -1.90673 1.454127 -1.338691 0.657413 1.498612 -2.87766 1.057845
31860.0 -1.130676 2.005344 -1.22013 2.080783 1.01515 3.070203 -3.117322
31870.0 -1.112661 2.147332 -1.231298 2.058192 1.034076 3.095936 -2.965023
31880.0 -1.422581 1.835386 -0.890575 1.814278 1.451864 -2.996982 1.166129
31890.0 -1.253475 1.746164 -1.120957 1.889023 1.093853 3.092476 0.991263
31900.0 -1.484643 1.408901 -1.016075 2.047276 1.163877 2.935056 3.044158
31910.0 -0.9353 1.705023 -1.16707 2.257361 0.994411 -2.973502 2.96668
31920.0 -1.068822 2.297868 -1.472776 2.063249 1.094532 3.109289 3.035706
31930.0 -1.62546 1.505829 -1.350743 2.07608 1.428879 1.71557 0.78226
31940.0 -1.235256 1.92009 -1.276366 1.893984 0.978522 -3.107376 -3.052994
31950.0 -1.698698 1.199743 -1.175296 1.7243 1.279948 2.991706 3.063181
31960.0 -1.322715 1.747713 -1.520518 1.978913 1.138872 -3.11833 -2.941353
31970.0 -1.196596 1.963158 -1.474442 1.919228 0.965041 -3.065253 3.091704
31980.0 -1.324253 2.091197 -1.456994 1.01719 1.281755 -2.904183 0.999827
31990.0 -1.561018 1.995272 -1.178882 2.162228 1.672295 -3.028904 1.199708
32000.0 -1.279602 2.331899 -1.373689 2.044271 1.168317 3.086512 -3.024732
32010.0 -1.100007 1.822837 -1.137507 1.991618 0.792883 -2.859768 -3.066343
32020.0 -1.409208 1.793119 -1.180123 2.007785 1.182345 -2.97981 2.863364
32030.0 -1.291243 1.933987 -1.378527 1.77252 1.23416 3.116586 -3.097533
32040.0 -1.591378 1.183968 -1.42185 1.975668 1.1601 -3.070926 -3.088121
32050.0 -1.623067 1.500224 -1.576937 2.11662 1.163743 2.736521 0.952504
32060.0 -1.393042 1.455452 -1.152425 2.050996 1.289819 2.718891 3.137734
32070.0 -1.801435 1.58017 -1.210566 2.051209 1.302269 -3.089761 1.239904
32080.0 -1.439887 1.92869 -1.367729 2.164673 0.894994 -3.052491 3.116412
32090.0 -1.340342 1.949418 -1.424159 2.183802 1.403827 2.757692 2.884581
32100.0 -1.680442 1.596493 -1.281353 1.944732 1.042399 2.894699 3.105595
32110.0 -1.425087 1.654245 -1.029104 1.893386 0.963769 2.924414 3.011515
32120.0 -1.301983 1.613152 -1.481114 1.869964 1.250089 3.102934 2.930008
32130.0 -1.674629 1.787906 -1.340222 1.981906 1.210289 -2.812014 0.932959
32140.0 -1.06519 2.048758 -1.11517 2.188197 1.171016 3.055282 0.652779
32150.0 -1.017315 1.882755 -1.281048 2.295717 1.262714 1.728537 1.399111
32160.0 -1.226953 1.344383 -1.510824 2.134005 1.029389 -2.992522 2.985035
32170.0 -0.862071 1.73861 -1.281087 1.714124 1.064184 3.10572 1.073935
32180.0 -1.942629 1.248443 -1.380008 1.876535 1.197923 2.888472 2.983582
32190.0 -1.535148 1.38391 -1.251114 2.28597 1.071069 -2.96715 1.199398
32200.0 -1.684484 1.844592 -1.316545 2.259898 1.32897 -3.048077 0.946233
32210.0 -1.373017 1.639524 -1.429668 2.146171 1.085208 3.096506 0.87389
32220.0 -1.671491 1.355103 -1.437394 2.09301 1.155252 2.846886 -2.936785
32230.0 -1.020336 1.930929 -1.059142 1.670561 1.307544 3.131933 1.023931
32240.0 -1.77846 1.032683 -1.74873 1.983413 1.065377 2.821706 -3.067818
32250.0 -1.540433 1.257797 -1.633473 1.425959 1.053458 -3.121774 3.134081
32260.0 -1.389246 1.88043 -1.555795 1.300717 1.266804 -3.016466 -2.98329
32270.0 -0.964584 2.175422 -0.861012 1.76302 0.952878 1.410509 -3.057623
32280.0 -1.519192 1.826498 -1.589961 1.377361 1.287427 -2.91695 3.110661
32290.0 -1.196628 2.028595 -1.136841 2.242304 1.359264 1.456625 0.788629
32300.0 -1.283425 1.78289 -1.540324 1.741635 1.218599 1.756637 0.82604
32310.0 -1.731366 1.650668 -1.053211 2.0927 1.270966 1.96771 1.185216
32320.0 -1.132396 2.360679 -1.680363 1.553568 1.268902 1.550667 -3.06398
32330.0 -1.876217 1.454805 -1.731186 1.80546 1.366912 2.892212 3.028509
32340.0 -1.432347 2.000529 -1.21246 -0.766634 1.24566 -3.000014 -3.108185
