time phi1_2 psi1_2 omega1_2
1270.0 1.157505 -3.135587 -3.009141
1280.0 1.233403 -2.732708 -3.034848
1290.0 1.191696 1.07082 3.005959
1300.0 1.298481 3.048357 -2.957916
1310.0 0.876319 3.020403 -2.996894
1320.0 1.09405 2.646988 -3.019984
1330.0 1.105585 2.83549 -2.547809
1340.0 2.013838 2.928229 -1.158922
1350.0 1.286995 -2.841265 -2.762634
1360.0 1.526126 3.033098 -2.996765
1370.0 0.97251 1.470987 3.038237
1380.0 1.029948 1.240253 -3.106387
1390.0 1.205398 -2.990426 -2.830271
1400.0 1.140874 -3.001845 -2.944337
1410.0 1.203138 -3.086047 -2.641573
1420.0 1.093343 3.072733 -2.725845
1430.0 1.368022 -2.865957 -3.045473
1440.0 1.393744 -3.111677 -2.929367
1450.0 1.298789 3.074509 -3.084054
1460.0 1.464344 2.621372 -3.039743
1470.0 1.071413 2.963646 -2.827232
1480.0 1.109331 -2.862533 -3.049505
1490.0 1.166507 3.118972 3.104575
1500.0 1.43293 -2.903407 -3.108093
1510.0 1.109224 -2.930999 3.135492
1520.0 1.210629 -2.988446 -2.843334
1530.0 1.432988 -2.990748 -3.045685
1540.0 1.147205 2.920498 -2.962528
1550.0 1.136642 -2.987076 -2.888681
1560.0 1.153811 -2.933123 -2.824892
1570.0 1.205519 -3.031496 -3.047896
1580.0 1.196342 -3.039443 -2.925599
1590.0 1.129009 -2.780724 -2.880142
1600.0 1.164325 2.997967 -3.119293
1610.0 1.287698 2.900303 -3.04197
1620.0 1.335941 3.027053 -2.982224
1630.0 0.848406 -3.112821 -2.513868
1640.0 1.176086 -2.631817 3.110956
1650.0 1.248622 3.065254 -2.86017
1660.0 1.439813 -3.106143 -2.96004
1670.0 1.230173 3.036693 -2.908583
1680.0 1.091132 -2.651729 -2.91855
1690.0 1.11322 2.978159 -3.052633
1700.0 1.132766 3.127342 -2.76067
1710.0 1.11485 -2.974945 -3.033231
1720.0 1.057043 -2.713332 -2.985097
1730.0 0.938812 3.038047 1.191722
1740.0 1.112872 -3.070813 -2.778999
1750.0 0.977157 3.098753 -2.875863
1760.0 1.698315 -2.772669 -2.949074
1770.0 1.250661 -3.126187 -2.709404
1780.0 1.281577 -3.092824 -3.048585
1790.0 1.153177 3.106915 -2.914618
1800.0 1.259687 -2.991674 3.043003
1810.0 1.046071 -3.014774 -3.083332
1820.0 1.171793 1.102381 3.138707
1830.0 0.956418 -2.775789 -2.954089
1840.0 0.97848 2.947232 -3.113263
1850.0 1.224074 1.148233 -3.11138
1860.0 1.062009 2.912146 -2.978447
1870.0 0.893044 1.302254 2.841726
1880.0 1.001184 -3.02838 -2.662828
1890.0 0.877116 1.275135 -3.046845
1900.0 1.024992 2.717432 -2.894123
1910.0 0.917735 3.116918 -2.853802
1920.0 1.071096 -2.710088 -3.098054
1930.0 0.927026 3.0668 -2.781161
1940.0 1.189649 -2.704903 -2.970447
1950.0 1.227395 -3.081188 -2.806473
1960.0 0.802856 1.534721 -2.887332
1970.0 1.220419 -2.90257 -2.994867
1980.0 1.310628 2.925353 -2.916284
1990.0 1.567112 -2.603576 -0.992178
2000.0 1.428007 -2.494056 -0.910609
2010.0 1.150974 -3.016773 -3.043313
2020.0 1.438133 -2.821673 -2.786796
2030.0 1.049 3.025354 -2.909532
2040.0 0.925196 3.078916 -1.103833
2050.0 1.341265 -2.791246 -2.847372
2060.0 1.287666 2.967447 -3.135617
2070.0 1.173108 -2.761061 -2.89559
2080.0 1.428217 -2.928147 -3.016296
2090.0 1.338735 -3.033221 -2.846823
2100.0 1.18168 2.732004 -3.028015
2110.0 1.086652 -2.968742 -2.940935
2120.0 1.357792 2.591782 -2.905381
2130.0 0.997708 2.866682 -2.621406
2140.0 1.466889 -2.964091 -3.116309
2150.0 0.809604 -2.781522 -3.081201
2160.0 1.092252 -2.465664 -0.737692
2170.0 0.889259 1.199621 -3.133807
2180.0 1.143601 0.984127 2.927476
2190.0 1.042388 1.253843 -3.101218
2200.0 1.360616 -2.682109 -1.053618
2210.0 1.147973 -2.964407 -2.691821
2220.0 1.162164 -2.630682 -2.891421
2230.0 1.315752 1.297625 2.898457
2240.0 1.409345 -3.101738 -1.066464
2250.0 1.06239 -3.055976 -1.002112
2260.0 0.914654 -3.12043 -1.000968
2270.0 1.114774 -2.79029 -3.00201
2280.0 0.999116 1.180391 2.934295
2290.0 1.388573 -3.096697 -2.78904
2300.0 1.401118 1.673781 1.247956
2310.0 1.359483 -2.923402 -2.999923
2320.0 1.241407 -2.861483 2.984361
2330.0 1.033587 1.154297 3.066951
2340.0 1.007968 1.260603 2.988068
2350.0 1.192782 -2.979794 -2.839243
2360.0 1.210745 3.076169 -2.680872
2370.0 1.380802 -2.812845 -3.102033
2380.0 1.240343 -2.773358 3.112355
2390.0 1.621239 1.685986 1.234897
2400.0 1.158386 -2.798589 3.062778
2410.0 1.437561 -2.875775 3.12216
2420.0 1.179531 2.976283 -2.891645
2430.0 1.354401 2.978923 3.049911
2440.0 0.936079 2.740974 -3.015134
2450.0 1.296537 3.115961 3.03252
2460.0 1.583056 -2.735889 -0.873173
2470.0 1.163072 -2.673298 -3.02068
2480.0 1.060073 -2.591147 -2.891815
2490.0 1.383336 -2.959096 -1.016414
2500.0 1.498964 1.678397 1.241772
2510.0 1.268318 1.43863 1.292163
2520.0 1.29136 -2.884834 -2.806065
2530.0 1.396145 -2.912753 -3.018063
2540.0 1.324507 -3.111379 -2.944754
2550.0 1.228123 -2.88286 -2.802224
2560.0 1.563712 1.757716 1.127932
2570.0 1.570942 -2.989051 -2.900196
2580.0 1.135475 -3.037786 3.114072
2590.0 0.979835 -2.829678 -2.875026
2600.0 1.586347 -3.030179 -2.892093
2610.0 1.136823 -2.912464 -1.202808
2620.0 1.562249 2.94682 -0.772881
2630.0 1.223214 -3.053585 3.091954
2640.0 1.383616 -2.640893 -1.172745
2650.0 1.11956 -2.882869 -0.799046
2660.0 1.262874 -2.946222 0.944644
2670.0 1.385002 -2.733966 -1.246548
2680.0 1.074182 2.994216 -3.121422
2690.0 1.009887 0.944633 3.123246
2700.0 1.192973 -2.956429 -3.106139
2710.0 0.963805 -3.096001 3.031715
2720.0 1.527203 1.745704 0.916526
2730.0 1.438215 1.687834 1.100114
2740.0 0.813887 1.038034 -3.076031
2750.0 0.985655 1.375549 1.385625
2760.0 1.402797 2.925474 -1.193253
2770.0 1.27371 2.795318 -1.071886
2780.0 2.051963 3.131791 -0.869805
2790.0 1.829593 2.94405 -0.961194
2800.0 1.452245 1.716145 1.107251
2810.0 1.303322 -2.968048 -0.95018
2820.0 1.123665 -2.693411 -0.822165
2830.0 1.324484 -2.631869 -1.009624
2840.0 0.694652 1.517565 0.817992
2850.0 1.272328 1.309772 0.831178
2860.0 1.178252 -3.050459 -3.049685
2870.0 1.159082 1.439184 0.824616
2880.0 1.202144 -2.723723 -0.917164
2890.0 1.124581 1.773411 0.873176
2900.0 1.124885 -2.902149 -0.783465
2910.0 1.307931 -2.94103 -0.882609
2920.0 1.10579 -2.874254 1.277133
2930.0 1.334652 -2.630736 -0.958499
2940.0 1.050703 3.089312 1.075444
2950.0 0.658124 2.509818 2.876425
2960.0 1.270453 3.089502 1.022078
2970.0 1.14223 3.129964 1.082125
2980.0 1.656875 -1.253136 -1.254669
2990.0 1.480456 -2.973293 1.178755
3000.0 1.054089 2.955425 1.29883
3010.0 1.22594 3.102535 1.102243
3020.0 1.901468 -2.34529 -2.858975
3030.0 2.231985 -2.118015 -2.992309
3040.0 1.213517 -3.135259 1.104307
3050.0 1.429769 3.106751 -0.906732
3060.0 1.430319 -2.804478 -0.99043
3070.0 1.209677 -3.099412 0.84349
3080.0 1.322406 3.017042 0.971294
3090.0 1.280153 1.103738 3.125972
3100.0 1.285384 1.220167 -3.099369
3110.0 1.015317 -2.934075 0.926642
3120.0 0.784176 -3.050655 1.156995
3130.0 2.126751 -2.228896 -2.974747
3140.0 1.438735 1.005803 2.899514
3150.0 1.297853 3.095846 1.216452
3160.0 1.061712 1.282255 3.093159
3170.0 1.229882 -3.126362 1.016585
3180.0 1.43387 3.115428 1.07671
3190.0 1.081721 2.896885 1.217477
3200.0 1.097314 -3.115706 1.071205
3210.0 0.827101 1.101154 2.899442
3220.0 1.140362 1.530038 -3.047988
3230.0 1.061925 3.120039 1.150713
3240.0 0.933362 3.129519 1.155098
3250.0 1.002662 1.340829 3.100925
3260.0 1.15427 -2.649041 -0.953331
3270.0 1.099664 2.930422 1.054913
3280.0 1.081565 1.469482 2.987744
3290.0 1.234524 2.731317 -1.264281
3300.0 1.065409 2.897537 1.220883
3310.0 1.614378 2.993164 -0.753849
3320.0 1.262856 1.301515 -2.920445
3330.0 0.985146 -3.023074 -0.693793
3340.0 1.314034 3.005805 -1.237942
3350.0 1.276311 -2.809842 -0.942702
3360.0 1.257199 -3.071313 1.194916
3370.0 0.967986 3.086283 1.217548
3380.0 0.977902 2.400757 -3.050462
3390.0 1.094349 3.001431 1.260918
3400.0 0.992319 3.069104 1.125987
3410.0 1.069876 2.541319 -2.824641
3420.0 1.169488 -2.852052 -0.939364
3430.0 1.491206 -3.003167 -1.029774
3440.0 0.865971 2.99977 1.004031
3450.0 1.21867 -3.007579 0.970439
3460.0 1.133321 -3.046672 -3.112434
3470.0 1.163772 -2.781716 -0.926051
3480.0 0.992133 -2.919718 -0.95476
3490.0 1.092723 3.097649 -2.893454
3500.0 0.675244 3.088385 1.090477
3510.0 1.350896 -3.034053 -0.766929
3520.0 1.091833 -2.863351 -1.040851
3530.0 1.462245 -2.875004 -2.778696
3540.0 0.869353 -3.135238 -2.977771
3550.0 1.132655 -2.624923 -1.076081
3560.0 1.256898 -2.817468 -1.032133
3570.0 1.699341 -2.994925 -2.762377
3580.0 1.47713 -3.116175 -2.958698
3590.0 1.182661 3.1391 -2.957166
3600.0 1.04099 -3.101049 -2.88116
3610.0 0.967902 3.004403 -1.367469
3620.0 1.06873 -2.983411 -3.077121
3630.0 1.048577 -2.774118 -1.242274
3640.0 1.204036 -2.864631 -2.759145
3650.0 1.094147 -2.65661 -2.994514
3660.0 1.345074 -3.014531 -2.839788
3670.0 1.435725 2.963815 -3.135783
3680.0 1.659916 -3.104008 -3.005164
3690.0 1.229706 -3.00939 3.114377
3700.0 1.070526 -3.077001 -2.912036
3710.0 1.11491 -3.091031 -2.666069
3720.0 1.195841 3.082905 -3.007838
3730.0 0.880513 -2.71635 -2.996953
3740.0 1.161263 -3.078276 -2.748349
3750.0 1.28429 2.878677 -2.995268
3760.0 1.387193 3.052848 -2.979045
3770.0 1.335975 -2.906457 -2.769949
3780.0 1.159099 3.051046 -2.975964
3790.0 1.115526 -3.033742 -2.955881
3800.0 1.164345 -2.949555 -3.057373
3810.0 1.162697 -2.97708 -2.949315
3820.0 1.164174 2.963278 -2.825118
3830.0 1.056337 -3.042954 1.072996
3840.0 1.491208 3.074835 -2.803322
3850.0 1.053603 -2.778265 -2.482109
3860.0 1.218822 3.128596 -3.044392
3870.0 1.104827 3.111493 -2.855084
3880.0 1.413038 3.04248 -2.974274
3890.0 1.565149 3.03516 -2.778195
3900.0 1.128074 -2.891012 -3.104055
3910.0 1.021139 1.452136 3.044074
3920.0 1.100718 2.76504 3.068
3930.0 1.231036 -3.00786 -3.030989
3940.0 1.188201 3.125627 -2.971149
3950.0 1.135498 3.094238 -2.945346
3960.0 1.312169 -2.905187 -2.908509
3970.0 1.13997 2.892212 1.045844
3980.0 0.957083 1.18126 -3.01872
3990.0 1.352447 -2.920506 -2.81635
4000.0 0.696255 1.141174 -3.107305
4010.0 1.138838 -2.958238 -3.102831
4020.0 1.018422 1.299635 -2.938622
4030.0 1.193271 -2.943716 -2.889658
4040.0 1.158314 -2.917636 -3.038593
4050.0 0.854094 -2.972196 3.07975
4060.0 1.290555 -3.112319 -3.068059
4070.0 1.349893 3.076291 -2.823347
4080.0 0.819525 -3.019141 -3.115524
4090.0 0.926821 -3.086416 -3.017201
4100.0 1.183612 -3.029274 -3.013996
4110.0 0.97267 -3.085499 -2.997915
4120.0 1.350419 3.077192 -3.113794
4130.0 1.135484 2.932766 -2.793892
4140.0 1.301219 -2.888981 -2.985249
4150.0 1.504074 -2.363654 -2.946633
4160.0 1.155098 -3.026705 -3.009389
4170.0 1.380749 -2.803863 -3.053491
4180.0 1.116067 2.924169 -2.763075
4190.0 0.992999 2.90449 -2.995517
4200.0 1.145118 -2.872913 -2.987317
4210.0 1.124338 -2.836463 -2.95926
4220.0 1.102225 3.115304 -2.97689
4230.0 1.047205 2.983853 3.120105
4240.0 1.365311 -3.057082 -3.019372
4250.0 1.232616 1.078075 2.981423
4260.0 1.441213 -2.923528 -3.00099
4270.0 1.053829 3.084938 -3.004496
4280.0 1.317144 -2.914201 3.02565
4290.0 1.294135 3.114853 -3.083189
4300.0 1.087268 -3.064077 -2.693791
4310.0 1.085708 3.053114 3.056984
4320.0 1.256677 -2.870521 3.129541
4330.0 0.957292 2.937421 -2.687932
4340.0 1.265337 -2.90092 -3.05176
4350.0 1.294333 -3.136476 -2.366099
4360.0 1.18782 3.025897 -2.816224
4370.0 1.025149 -3.126682 -2.999276
4380.0 1.440851 3.004811 3.043637
4390.0 1.184546 -3.005313 -3.030746
4400.0 1.264432 -2.945913 -2.941055
4410.0 1.201241 2.976406 3.140244
4420.0 1.146837 -2.712887 -3.035989
4430.0 1.205617 -2.938351 -3.105914
4440.0 1.357265 3.126292 -3.030883
4450.0 0.992823 3.010596 3.091927
4460.0 1.081945 3.03341 -2.848206
4470.0 1.478511 -2.940901 -3.090657
4480.0 1.214914 -3.103998 3.106606
4490.0 1.406214 -2.90708 -3.085488
4500.0 1.193818 -2.894311 -3.036656
4510.0 1.333556 -3.013048 -2.873094
4520.0 1.320874 -2.918449 3.063162
4530.0 1.188118 -2.571237 -2.995491
4540.0 1.207416 3.079064 -2.902335
4550.0 1.10056 -3.067437 -2.977814
4560.0 1.04564 -3.032216 -3.109661
4570.0 1.234832 3.064193 -3.083403
4580.0 1.5765 -2.979746 2.99478
4590.0 0.930149 2.835616 3.089027
4600.0 1.05502 -2.865913 -3.0074
4610.0 1.356982 3.098602 -2.975717
4620.0 1.119587 3.025365 -2.812552
4630.0 0.883816 3.105273 -2.849635
4640.0 1.050106 -2.819396 -3.073063
4650.0 1.077922 -2.577875 -2.847662
4660.0 1.424366 -2.917069 -2.960282
4670.0 1.120858 3.052513 -3.058525
4680.0 1.185065 -3.061257 -3.053491
4690.0 1.081804 -3.097043 -2.973373
4700.0 1.024499 -2.918113 -3.093619
4710.0 1.253117 -2.958206 -2.832141
4720.0 1.112558 -2.929708 -2.839055
4730.0 1.259318 -2.841663 -3.132439
4740.0 1.323125 -2.69517 -2.99872
4750.0 1.289194 -3.105715 -3.128644
4760.0 1.251166 -3.040766 3.011027
4770.0 1.305212 -2.91794 -2.852323
4780.0 0.940582 2.903077 -2.82592
4790.0 1.090684 3.140332 -3.031277
4800.0 0.995181 -2.877771 -3.054475
4810.0 1.172353 -2.935582 -2.876838
4820.0 1.296269 3.125001 3.007405
4830.0 0.927071 -2.762615 -2.711246
4840.0 1.171665 -2.954309 -3.110277
4850.0 1.371212 -3.030676 -3.026795
4860.0 1.767018 3.097586 -2.949294
4870.0 1.208028 -2.819009 3.016697
4880.0 1.106642 -3.115531 -2.86012
4890.0 1.154234 -2.917583 -2.956359
4900.0 1.127454 -2.901613 -3.100836
4910.0 1.13596 -2.870533 -2.939095
4920.0 1.18427 3.110885 -3.040713
4930.0 1.302755 -2.830246 -3.036488
4940.0 1.351703 3.112912 -3.106434
4950.0 1.198433 2.671241 -2.988385
4960.0 1.045346 -2.92395 -2.823175
4970.0 1.088119 2.923868 1.16693
4980.0 1.073327 -2.964129 1.224057
4990.0 1.319214 -2.912198 -3.097314
5000.0 1.253972 3.022877 -2.848638
5010.0 1.04076 3.097974 -2.877626
5020.0 1.079819 -2.935245 0.89187
5030.0 1.223745 1.465297 2.753769
5040.0 1.114005 3.0299 -3.077246
5050.0 1.269074 -3.021605 -2.709277
5060.0 1.201374 -3.040181 -3.070442
5070.0 1.142959 2.80086 1.13649
5080.0 1.417564 -3.014225 -2.976798
5090.0 1.255933 1.110508 -3.015498
5100.0 1.356768 -2.983869 -3.032785
5110.0 1.006867 -3.137472 -2.896598
5120.0 1.430084 -2.880712 -2.931477
5130.0 1.070855 -3.003613 -2.897351
5140.0 1.723553 3.077288 -2.980541
5150.0 1.461906 -3.101548 -3.025682
5160.0 1.254346 2.270671 -2.64326
5170.0 1.161192 -2.948562 -3.00214
5180.0 1.39088 3.116143 -2.864626
5190.0 1.414605 -3.033677 -3.033793
5200.0 1.363451 -2.925157 -2.915921
5210.0 1.009813 3.044627 3.108117
5220.0 1.010884 3.020392 -2.868712
5230.0 1.210474 1.437738 0.928999
5240.0 1.203808 -3.097403 -3.125696
5250.0 1.067019 3.026011 -2.614289
5260.0 1.307933 -2.970486 -3.022138
5270.0 1.075188 -2.934808 -3.007281
5280.0 1.384995 -3.113929 -3.065859
5290.0 1.797242 2.998042 -0.86014
5300.0 1.269852 -2.974573 2.800826
5310.0 1.037488 3.086726 3.116208
5320.0 1.386342 3.092901 -2.952673
5330.0 1.498063 3.065225 -2.900087
5340.0 1.285979 1.304748 -3.000399
5350.0 1.207319 1.256598 3.011623
5360.0 1.333164 -2.991657 -2.986481
5370.0 1.199566 0.893104 -3.058387
5380.0 1.159772 3.07276 -3.055598
5390.0 0.904269 1.358912 2.960377
5400.0 1.602869 -3.003038 3.060189
5410.0 0.990043 1.241352 2.955358
5420.0 1.074747 1.023187 -3.120573
5430.0 1.016543 -2.754181 -2.975732
5440.0 1.299381 -2.593124 -3.017696
5450.0 1.156205 -2.967911 -2.949073
5460.0 1.291586 -2.971815 -2.925519
5470.0 1.536542 -2.966245 -2.948235
5480.0 1.263035 3.042759 -3.094197
5490.0 1.238391 3.126569 -3.050461
5500.0 0.996093 2.801279 -2.783828
5510.0 1.333296 2.644317 3.038965
5520.0 1.293206 -3.097823 -3.054727
5530.0 1.304539 2.946573 -0.707915
5540.0 1.264132 -2.989768 -2.944142
5550.0 1.175817 -3.091772 3.092878
5560.0 1.148381 -2.900637 -2.956953
5570.0 1.000769 -2.866792 -2.869149
5580.0 1.447055 -2.874959 -3.103201
5590.0 1.276397 -2.950227 -3.021164
5600.0 1.290551 -2.933762 -2.769595
5610.0 1.066335 2.680904 -2.933545
5620.0 0.895367 -2.843153 2.901136
5630.0 1.291723 -3.093819 -0.979703
5640.0 0.985172 -2.967513 -2.721442
5650.0 1.302678 3.117318 -3.044516
5660.0 1.279342 2.986388 -2.981313
5670.0 1.300181 -2.798978 -3.00408
5680.0 1.244505 2.963455 -3.120636
5690.0 1.141998 -3.007478 3.116115
5700.0 1.0969 -3.083325 -2.91365
5710.0 1.079264 3.108376 -2.878564
5720.0 1.445279 3.056598 -2.985929
5730.0 1.436496 3.062265 3.049305
5740.0 1.024011 -2.73012 -2.773778
5750.0 1.104426 3.106515 -3.107964
5760.0 1.537642 3.044666 -1.28471
5770.0 1.438436 -3.006719 -2.86541
5780.0 0.952532 2.944905 -2.925307
5790.0 1.269173 -2.794021 -2.874455
5800.0 1.295753 -3.106677 -2.782103
5810.0 1.268191 2.920997 -3.000731
5820.0 1.427193 3.102679 -2.816345
5830.0 1.624575 2.772382 -2.970928
5840.0 1.27876 -2.809267 -2.762537
5850.0 1.446824 -2.570275 -3.015951
5860.0 1.700262 -2.843594 3.079506
5870.0 1.243175 -3.028359 -2.871925
5880.0 1.179485 -3.049034 -3.033743
5890.0 1.399267 -3.065604 -2.961639
5900.0 1.102876 -2.959372 2.981549
5910.0 1.154135 3.119606 -2.991098
5920.0 0.959087 2.680909 -2.704437
5930.0 1.397202 -2.829755 -2.96774
5940.0 1.175026 2.974867 -2.968711
5950.0 1.29347 -2.923725 -3.136187
5960.0 1.1374 -2.922045 3.010399
5970.0 1.344566 -3.055718 3.1398
5980.0 1.246212 -2.640968 -2.950069
5990.0 1.278629 2.957223 -2.567131
6000.0 1.202144 2.930776 -3.092226
6010.0 1.140153 3.109028 -2.924027
6020.0 1.379608 -3.005929 -2.944889
6030.0 1.385717 3.074936 -2.688664
6040.0 1.584485 -3.121598 -2.833124
6050.0 1.360165 3.096104 3.065978
6060.0 1.270053 -2.802799 -2.86458
6070.0 1.137308 -2.778804 -2.741334
6080.0 1.223043 -2.515832 -2.905931
6090.0 0.971754 2.875764 -1.139486
6100.0 1.196679 -2.791909 -2.952941
6110.0 1.502083 -2.968153 -2.944717
6120.0 1.21095 2.942289 -3.038297
6130.0 0.877778 2.95634 -3.091997
6140.0 1.169382 -2.817916 -2.77953
6150.0 1.339952 3.109128 -3.080072
6160.0 1.130381 3.018202 -3.036248
6170.0 1.372003 2.93487 3.093614
6180.0 0.983396 3.140205 -3.01479
6190.0 1.620896 3.083448 -2.942978
6200.0 1.189438 3.057201 -2.925158
6210.0 1.296452 2.851265 -3.127176
6220.0 1.167391 2.831203 3.000806
6230.0 1.212527 -2.821722 -2.888579
6240.0 1.041235 -2.949615 -2.971895
6250.0 1.071397 -2.851253 -2.660553
6260.0 1.258826 3.006618 -2.858221
6270.0 1.203818 3.035122 -3.052425
6280.0 1.165354 -2.487524 -2.95574
6290.0 1.197462 3.05079 -3.038841
6300.0 1.405073 -3.101852 -2.941196
6310.0 1.389102 -2.973451 -2.86003
6320.0 1.200916 3.093077 -2.991972
6330.0 1.151209 3.115413 -2.710009
6340.0 1.061185 2.777699 -2.678942
6350.0 1.021246 -3.103022 -2.922589
6360.0 1.112794 -2.979543 -3.126638
6370.0 0.951519 -2.956105 3.123343
6380.0 1.329771 2.886153 -2.793497
6390.0 1.014728 -3.016866 -3.002464
6400.0 1.432865 2.960816 -2.919345
6410.0 1.140413 -2.845579 3.085694
6420.0 1.287952 -2.93155 3.129209
6430.0 1.457252 -3.13679 -2.923091
6440.0 1.196126 3.112841 -2.976904
6450.0 1.072482 2.876243 -2.901848
6460.0 1.008558 3.09951 -2.776102
6470.0 1.184636 -3.044078 -2.935324
6480.0 1.235554 -3.047738 -3.117082
6490.0 1.337143 -3.071491 -2.874296
6500.0 1.175383 2.77764 -2.796776
6510.0 1.101924 2.959984 -3.09658
6520.0 1.102113 3.05667 -3.025016
6530.0 1.188365 2.957392 -3.031077
6540.0 1.446672 -3.122294 -3.054614
6550.0 1.370677 3.095522 -2.798073
6560.0 1.180526 -2.936563 -3.136031
6570.0 1.246009 3.051826 3.055418
6580.0 1.133307 -3.137152 1.117875
6590.0 1.21761 -2.874368 -2.886296
6600.0 1.25811 2.823333 -2.829261
