-3.141592654  0.012862813   
-3.018392942  0.000000000   
-2.895193230  1.746440799   
-2.771993518  4.876485080   
-2.648793806  8.824624126   
-2.525594094  12.988620235  
-2.402394382  16.844395638  
-2.279194670  19.995592936  
-2.155994958  22.178425800  
-2.032795246  23.248252330  
-1.909595535  23.165368633  
-1.786395823  21.980060075  
-1.663196111  19.828671524  
-1.539996399  16.936902320  
-1.416796687  13.637962626  
-1.293596975  10.384861747  
-1.170397263  7.718545264   
-1.047197551  6.162909488   
-0.923997839  6.074623877   
-0.800798127  7.521722533   
-0.677598415  10.254655938  
-0.554398704  13.786168322  
-0.431198992  17.534239475  
-0.307999280  20.969016341  
-0.184799568  23.700072128  
-0.061599856  25.494122067  
0.061599856   26.233439689  
0.184799568   25.874492021  
0.307999280   24.421062787  
0.431198992   21.944905848  
0.554398704   18.640148445  
0.677598415   14.874220923  
0.800798127   11.200508483  
0.923997839   8.283413701   
1.047197551   6.743573796   
1.170397263   6.966933372   
1.293596975   8.958342880   
1.416796687   12.321726110  
1.539996399   16.384347236  
1.663196111   20.404235875  
1.786395823   23.766734694  
1.909595535   26.077637264  
2.032795246   27.145341947  
2.155994958   26.914094540  
2.279194670   25.396251519  
2.402394382   22.667439162  
2.525594094   18.891897738  
2.648793806   14.384425351  
2.771993518   9.625720754   
2.895193230   5.231117650   
3.018392942   1.848419108   
