-3.141592654  26.028423509  
-3.018392942  27.849358803  
-2.895193230  29.386001403  
-2.771993518  30.563916413  
-2.648793806  31.385774488  
-2.525594094  31.907876827  
-2.402394382  32.206328269  
-2.279194670  32.359703461  
-2.155994958  32.430319584  
-2.032795246  32.458440780  
-1.909595535  32.467837484  
-1.786395823  32.470541444  
-1.663196111  32.470742966  
-1.539996399  32.470742966  
-1.416796687  32.470742966  
-1.293596975  32.470742966  
-1.170397263  32.470742966  
-1.047197551  32.470742966  
-0.923997839  32.470661870  
-0.800798127  32.468812351  
-0.677598415  32.463304807  
-0.554398704  32.447303581  
-0.431198992  32.403685087  
-0.307999280  32.297128180  
-0.184799568  32.061236724  
-0.061599856  31.579811325  
0.061599856   30.684437759  
0.184799568   29.150356380  
0.307999280   26.739972798  
0.431198992   23.291064302  
0.554398704   18.836219814  
0.677598415   13.704939892  
0.800798127   8.525348346   
0.923997839   4.092098704   
1.047197551   1.120060695   
1.170397263   0.000000000   
1.293596975   0.678163613   
1.416796687   2.709732697   
1.539996399   5.465438622   
1.663196111   8.356045494   
1.786395823   10.980996382  
1.909595535   13.151439463  
2.032795246   14.835079410  
2.155994958   16.081205147  
2.279194670   16.987146634  
2.402394382   17.697188874  
2.525594094   18.407623100  
2.648793806   19.318661306  
2.771993518   20.572968097  
2.895193230   22.193968468  
3.018392942   24.075558252  
