-3.141592654  15.482833906  
-3.018392942  12.889905968  
-2.895193230  10.025105989  
-2.771993518  7.052972714   
-2.648793806  4.261738254   
-2.525594094  2.000108480   
-2.402394382  0.548279718   
-2.279194670  0.000000000   
-2.155994958  0.227764904   
-2.032795246  0.961755944   
-1.909595535  1.909062464   
-1.786395823  2.855748428   
-1.663196111  3.693483495   
-1.539996399  4.392558117   
-1.416796687  4.974663828   
-1.293596975  5.516402134   
-1.170397263  6.158204339   
-1.047197551  7.078401090   
-0.923997839  8.428328613   
-0.800798127  10.250288270  
-0.677598415  12.449347730  
-0.554398704  14.814266026  
-0.431198992  17.106312982  
-0.307999280  19.141867577  
-0.184799568  20.840509933  
-0.061599856  22.224998769  
0.061599856   23.374903707  
0.184799568   24.378603021  
0.307999280   25.288213896  
0.431198992   26.095294391  
0.554398704   26.718889144  
0.677598415   27.005901063  
0.800798127   26.757763569  
0.923997839   25.795834232  
1.047197551   24.048485152  
1.170397263   21.643328004  
1.293596975   18.932675027  
1.416796687   16.429875154  
1.539996399   14.667071872  
1.663196111   14.010953367  
1.786395823   14.543732417  
1.909595535   16.035919290  
2.032795246   18.045702193  
2.155994958   20.065211174  
2.279194670   21.670473965  
2.402394382   22.605974330  
2.525594094   22.794140347  
2.648793806   22.288621934  
2.771993518   21.204728670  
2.895193230   19.663612932  
3.018392942   17.745346321  
